,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Darren Haydar,RW,CHI,26.9,73,41,53,28,94,122,231,17.75,0.56,0.73,0.38,1.29,1.67,3.16
1,Keith Aucoin,C,ALB,27.858,65,27,51,21,78,99,213,12.68,0.42,0.78,0.32,1.2,1.52,3.28
2,Martin St. Pierre,C,NOR,23.097,65,27,47,25,74,99,157,17.2,0.42,0.72,0.38,1.14,1.52,2.42
3,Brett Sterling,LW,CHI,22.393,77,55,27,15,82,97,287,19.16,0.71,0.35,0.19,1.06,1.26,3.73
4,Cory Larose,C,CHI,31.341,63,22,27,34,49,83,179,12.29,0.35,0.43,0.54,0.78,1.32,2.84
5,Jason Jaffray,LW,MTB,25.211,77,35,27,19,62,81,229,15.28,0.45,0.35,0.25,0.81,1.05,2.97
6,Mathieu Darche,LW,WOR,29.802,76,35,27,18,62,80,229,15.28,0.46,0.36,0.24,0.82,1.05,3.01
7,Jason Krog,C,CHI,30.936,44,26,31,23,57,80,145,17.93,0.59,0.7,0.52,1.3,1.82,3.3
8,Troy Brouwer,RW,NOR,21.079,66,41,19,19,60,79,186,22.04,0.62,0.29,0.29,0.91,1.2,2.82
9,Pierre-Alexandre Parenteau,RW,NOR/POR,23.48,68,30,25,24,55,79,255,11.76,0.44,0.37,0.35,0.81,1.16,3.75
10,Trent Whitfield,C,PEO,29.246,79,33,26,19,59,78,261,12.64,0.42,0.33,0.24,0.75,0.99,3.3
11,Eric Healey,LW,SPR,31.653,80,27,21,27,48,75,178,15.17,0.34,0.26,0.34,0.6,0.94,2.23
12,David Krejci,C,PRO,20.384,69,31,28,15,59,74,169,18.34,0.45,0.41,0.22,0.86,1.07,2.45
13,Yanick Lehoux,C,SA,24.439,72,31,26,16,57,73,196,15.82,0.43,0.36,0.22,0.79,1.01,2.72
14,Kip Miller,C,GR,37.263,78,25,25,22,50,72,149,16.78,0.32,0.32,0.28,0.64,0.92,1.91
15,Kris Versteeg,RW,NOR/PRO,20.343,70,26,26,20,52,72,173,15.03,0.37,0.37,0.29,0.74,1.03,2.47
16,Brad Moran,C,MTB,27.491,69,25,28,19,53,72,173,14.45,0.36,0.41,0.28,0.77,1.04,2.51
17,Alexandre Giroux,LW,HER,25.249,67,42,19,9,61,70,269,15.61,0.63,0.28,0.13,0.91,1.04,4.01
18,Lee Goren,RW,MTB,28.721,72,26,29,13,55,68,241,10.79,0.36,0.4,0.18,0.76,0.94,3.35
19,Rich Peverley,C,MIL,24.189,66,30,19,19,49,68,213,14.08,0.45,0.29,0.29,0.74,1.03,3.23
20,Ben Walter,C,PRO,22.347,73,24,25,18,49,67,170,14.12,0.33,0.34,0.25,0.67,0.92,2.33
21,Jeff Heerema,RW,BNG,26.662,78,36,23,8,59,67,315,11.43,0.46,0.29,0.1,0.76,0.86,4.04
22,Joey Tenute,C,HER,23.456,68,28,21,18,49,67,159,17.61,0.41,0.31,0.26,0.72,0.99,2.34
23,Brandon Bochenski,RW,NOR,24.45,35,33,16,17,49,66,160,20.62,0.94,0.46,0.49,1.4,1.89,4.57
24,Robert Nilsson,C,WBS/BRI,21.679,69,18,33,15,51,66,175,10.29,0.26,0.48,0.22,0.74,0.96,2.54
25,Cal O'Reilly,C,MIL,19.959,78,18,29,18,47,65,110,16.36,0.23,0.37,0.23,0.6,0.83,1.41
26,Joe Motzko,RW,POR/SYR,26.506,67,28,25,12,53,65,200,14.0,0.42,0.37,0.18,0.79,0.97,2.99
27,Andrew Ebbett,C,BNG,23.702,71,26,19,20,45,65,170,15.29,0.37,0.27,0.28,0.63,0.92,2.39
28,Clarke MacArthur,LW,RCH,21.443,51,21,23,19,44,63,118,17.8,0.41,0.45,0.37,0.86,1.24,2.31
29,Graham Mink,RW,WOR,27.322,61,31,14,18,45,63,191,16.23,0.51,0.23,0.3,0.74,1.03,3.13
30,Dave Steckel,C,HER,24.337,71,30,19,12,49,61,185,16.22,0.42,0.27,0.17,0.69,0.86,2.61
31,Donald MacLean,C,SA,29.668,66,33,14,14,47,61,189,17.46,0.5,0.21,0.21,0.71,0.92,2.86
32,Carsen Germyn,RW,OMA,24.562,77,28,15,17,43,60,228,12.28,0.36,0.19,0.22,0.56,0.78,2.96
