,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Plymouth Whalers,1020,602,57.495,3795,2914,881,53.008,35111,32926,2185,10.805,0.911,101.826
1,London Knights,1020,589,58.413,3871,3124,747,52.668,35323,34668,655,10.708,0.916,102.262
2,Kitchener Rangers,1020,560,54.156,3640,3163,477,51.579,37627,34875,2752,8.958,0.92,100.957
3,Barrie Colts,1020,557,53.877,3694,3159,535,49.141,36424,35013,1411,10.169,0.914,101.55
4,Guelph Storm,1020,531,52.333,3544,3225,319,51.238,35003,33497,1506,9.939,0.906,100.474
5,Ottawa 67's,1012,529,47.152,3780,3294,486,46.089,36096,34658,1438,10.454,0.899,100.399
6,Belleville Bulls,1014,517,51.574,3491,3282,209,49.836,34681,35003,-322,9.024,0.916,100.554
7,Windsor Spitfires,1020,508,47.168,3669,3563,106,49.24,36080,34417,1663,9.389,0.898,99.107
8,Sault Ste. Marie Greyhounds,1020,474,48.666,3365,3492,-127,49.541,33929,34072,-143,10.379,0.892,99.476
9,Brampton Battalion,1020,470,50.982,3227,3286,-59,55.962,34798,32815,1983,8.136,0.902,98.267
10,Peterborough Petes,1018,456,43.451,3314,3604,-290,48.274,34533,36748,-2215,8.552,0.899,98.386
11,Sarnia Sting,1020,447,48.262,3416,3596,-180,47.502,34256,35108,-852,10.896,0.894,100.332
12,Erie Otters,1020,417,40.952,3343,3924,-581,45.16,34379,36143,-1764,9.434,0.888,98.204
13,Oshawa Generals,1016,417,52.166,3452,3773,-321,53.403,35404,35051,353,9.314,0.902,99.466
14,Sudbury Wolves,1018,404,47.582,3192,3617,-425,47.466,33290,36206,-2916,9.835,0.901,99.953
15,Owen Sound Attack,884,403,55.003,2977,3003,-26,51.732,32100,29640,2460,9.448,0.915,100.947
16,Kingston Frontenacs,1020,403,43.476,3388,3982,-594,47.882,35341,38610,-3269,9.063,0.894,98.367
17,Saginaw Spirit,748,311,50.016,2437,2612,-175,48.896,24477,26266,-1789,10.479,0.9,100.432
18,Toronto St. Michael's Majors,608,278,44.596,1922,2160,-238,46.052,20715,21991,-1276,9.948,0.895,99.42
19,Mississauga IceDogs,612,201,50.741,1823,2625,-802,52.606,20733,23826,-3093,10.122,0.892,99.287
20,Niagara IceDogs,408,198,52.734,1449,1313,136,52.58,14296,13167,1129,9.966,0.902,100.102
21,Mississauga St. Michael's Majors,272,127,50.076,837,832,5,49.318,8846,8629,217,9.358,0.908,100.195
22,North Bay Centennials,270,106,45.731,838,962,-124,49.171,9427,9757,-330,8.38,0.905,98.81
23,Owen Sound Platers,136,67,48.185,549,585,-36,47.895,5164,5616,-452,10.355,0.898,100.09
24,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
25,Mississauga Steelheads,68,22,45.1,175,213,-38,49.01,2079,2163,-84,8.15,0.906,98.72
