,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,1020,601,59.846,3926,3106,820,54.339,35512,34369,1143,10.724,0.914,102.041
1,Plymouth Whalers,1020,570,50.647,3662,2983,679,48.639,34255,33664,591,9.508,0.914,100.908
2,Kitchener Rangers,1020,552,47.733,3630,3183,447,51.59,37486,34318,3168,8.464,0.902,98.664
3,Barrie Colts,1020,537,54.298,3612,3183,429,51.1,35753,34817,936,10.404,0.907,101.12
4,Guelph Storm,1020,536,58.236,3582,3196,386,52.674,34985,33321,1664,11.084,0.912,102.272
5,Windsor Spitfires,1020,514,49.104,3711,3504,207,50.025,36240,33890,2350,9.784,0.898,99.508
6,Ottawa 67's,1012,496,44.36,3692,3435,257,44.03,35333,35456,-123,10.582,0.895,100.12
7,Belleville Bulls,1014,491,46.657,3359,3318,41,49.153,34070,35113,-1043,8.602,0.904,98.942
8,Sault Ste. Marie Greyhounds,1020,478,53.123,3383,3443,-60,50.66,33802,33927,-125,10.504,0.905,100.888
9,Brampton Battalion,952,460,50.982,3029,2924,105,55.962,32665,29624,3041,8.136,0.902,98.267
10,Peterborough Petes,1018,445,45.05,3278,3654,-376,48.752,34150,36627,-2477,9.206,0.895,98.653
11,Erie Otters,1020,435,52.766,3382,3797,-415,50.665,34056,35311,-1255,11.197,0.898,100.932
12,Owen Sound Attack,952,431,50.772,3179,3235,-56,49.176,34228,32077,2151,9.299,0.913,100.534
13,Sarnia Sting,1020,422,43.306,3346,3716,-370,43.886,33677,35661,-1984,10.892,0.889,99.751
14,Kingston Frontenacs,1020,415,48.828,3446,3914,-468,50.756,35321,37809,-2488,10.066,0.894,99.399
15,Oshawa Generals,1016,413,53.903,3399,3737,-338,52.692,34884,34847,37,9.412,0.91,100.378
16,Sudbury Wolves,1018,403,48.622,3148,3549,-401,49.073,33049,35575,-2526,9.112,0.907,99.816
17,Saginaw Spirit,816,340,50.158,2687,2859,-172,49.768,26974,28700,-1726,10.044,0.901,100.116
18,Toronto St. Michael's Majors,540,256,44.602,1708,1844,-136,46.044,18118,19158,-1040,9.95,0.895,99.426
19,Niagara IceDogs,476,218,48.397,1668,1591,77,50.125,16458,15540,918,9.983,0.894,99.291
20,Mississauga IceDogs,544,197,50.766,1678,2199,-521,52.625,18552,20160,-1608,10.124,0.892,99.29
21,Mississauga St. Michael's Majors,272,127,50.076,837,832,5,49.318,8846,8629,217,9.358,0.908,100.195
22,North Bay Centennials,202,81,45.61,623,714,-91,49.028,6968,7192,-224,8.48,0.904,98.805
23,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
24,Mississauga Steelheads,136,42,41.725,338,475,-137,47.18,4086,4582,-496,8.065,0.901,98.16
25,North Bay Battalion,68,33,53.48,215,187,28,56.44,2378,1835,543,8.73,0.899,98.64
26,Owen Sound Platers,68,25,44.8,237,292,-55,46.3,2485,2882,-397,9.43,0.901,99.48
