,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,616,343,54.672,2391,1916,475,49.266,19125,18822,303,12.3,0.902,102.439
1,Drummondville Voltigeurs,616,309,48.614,2190,1978,212,51.264,20251,17284,2967,10.207,0.889,99.03
2,Moncton Wildcats,616,309,53.061,2123,1924,199,50.504,19126,19063,63,11.635,0.896,101.226
3,Gatineau Olympiques,616,290,50.02,2165,2090,75,50.602,17629,17724,-95,11.5,0.883,99.804
4,Saint John Sea Dogs,616,289,47.252,2160,2083,77,47.687,19354,19724,-370,10.068,0.898,99.882
5,Rimouski Oceanic,616,287,56.515,2214,2093,121,53.416,19062,18282,780,11.53,0.896,101.092
6,Victoriaville Tigres,616,280,49.893,2245,2113,132,47.869,19558,19699,-141,11.54,0.894,100.904
7,Shawinigan Cataractes,616,277,48.728,2055,2068,-13,47.456,18877,19702,-825,10.516,0.901,100.6
8,Halifax Mooseheads,616,274,53.678,2185,2174,11,53.37,19738,18364,1374,11.074,0.89,100.08
9,Cape Breton Screaming Eagles,616,270,47.96,2066,2188,-122,50.096,19363,18411,952,10.979,0.881,99.08
10,Rouyn-Noranda Huskies,616,269,49.546,2157,2308,-151,52.084,18301,17798,503,11.737,0.87,98.813
11,Baie-Comeau Drakkar,616,258,52.148,2038,2160,-122,51.185,18824,18561,263,10.443,0.899,100.29
12,Val-d'Or Foreurs,616,254,52.702,2159,2305,-146,51.913,18921,19514,-593,12.061,0.884,100.378
13,Chicoutimi Sagueneens,616,239,45.244,1857,2080,-223,48.72,17862,18787,-925,9.221,0.894,98.549
14,Acadie-Bathurst Titan,616,225,39.252,1983,2285,-302,46.463,18621,20327,-1706,8.64,0.887,97.236
15,PEI Rocket,480,204,48.816,1633,1743,-110,48.293,14497,16221,-1724,10.846,0.89,99.921
16,Lewiston MAINEiacs,344,156,49.422,1155,1201,-46,50.04,10584,10723,-139,10.974,0.889,99.871
17,Blainville-Boisbriand Armada,272,149,56.925,1003,762,241,53.532,8135,7103,1032,11.856,0.896,101.426
18,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
19,Sherbrooke Phoenix,204,59,43.295,582,812,-230,46.095,5580,6926,-1346,10.34,0.884,98.692
20,St. John's Fog Devils,140,56,46.07,441,524,-83,47.715,4249,4657,-408,10.125,0.89,99.145
21,Charlottetown Islanders,136,48,45.07,404,490,-86,47.81,4335,4739,-404,9.145,0.901,99.23
22,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
