,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Keith Aucoin,C,HER/TOR/CHI,33.89,334,110,201,113,311,424,747,13.466,0.243,0.454,0.301,0.691,0.995,1.87
1,Jeff Taffe,C,WBS/RCH/RFD/HOU/HER,31.601,427,140,133,96,273,369,1164,11.268,0.286,0.279,0.203,0.562,0.77,2.515
2,Mark Mancari,RW,POR/CHI/RCH/SA,27.212,403,150,127,80,277,357,1317,9.099,0.266,0.273,0.198,0.54,0.736,2.848
3,Corey Locke,C,HOU/HFD/BNG/CHI/ABB,27.918,326,97,131,111,228,339,727,10.856,0.223,0.379,0.314,0.605,0.926,2.026
4,Alexandre Giroux,LW,HER/OKC/SPR,29.374,273,170,96,66,266,332,1045,14.675,0.529,0.312,0.215,0.841,1.055,3.551
5,Darren Haydar,RW,GR/LE/CHI,31.962,363,122,120,90,242,332,891,12.514,0.305,0.317,0.227,0.628,0.846,2.442
6,T.J. Hensick,C,LE/PEO/HFD,26.796,313,99,136,91,235,326,736,13.394,0.284,0.36,0.267,0.643,0.91,2.118
7,Kris Newbury,C,TOR/HFD/GR/CT/HER/ADK,30.601,370,101,140,75,241,316,970,11.21,0.293,0.334,0.219,0.619,0.84,2.601
8,Martin St. Pierre,C,PRO/BNG/SPR/RFD/HAM,29.035,358,86,123,100,209,309,742,10.685,0.209,0.303,0.251,0.512,0.771,1.908
9,Jon DiSalvatore,RW,LOW/HOU/HER/SYR,31.495,425,126,98,80,224,304,930,13.966,0.27,0.208,0.196,0.474,0.675,1.928
10,Trevor Smith,C,BRI/SYR/SPR/NOR/WBS/TOR,27.631,384,130,94,77,224,301,952,13.922,0.378,0.379,0.188,0.757,0.939,2.72
11,Chris Terry,LW,ALB/CHA,23.504,374,120,102,77,222,299,962,12.242,0.357,0.31,0.23,0.666,0.897,2.92
12,Jerome Samson,RW,ALB/CHA/STJ,25.063,359,139,99,59,238,297,1385,10.234,0.347,0.234,0.156,0.581,0.734,3.384
13,Travis Morin,C,HER/TEX,28.716,346,99,110,87,209,296,802,11.859,0.34,0.382,0.331,0.724,1.056,2.699
14,Ben Walter,C,BRI/LOW/LE/ABB,27.41,363,99,113,74,212,286,730,13.35,0.247,0.32,0.196,0.57,0.766,1.864
15,Patrick Maroon,LW,PHI/ADK/SYR/NOR,23.458,352,118,92,68,210,278,902,13.938,0.389,0.275,0.168,0.659,0.828,2.765
16,Jon Matsumoto,C,PHI/ADK/CHA/SA/CHI/WOR,25.956,393,123,99,55,222,277,956,12.098,0.243,0.17,0.097,0.414,0.512,1.987
17,Chris Bourque,LW,HER/PRO,25.504,230,80,103,91,183,274,834,8.866,0.316,0.404,0.397,0.716,1.114,3.534
18,Andrew Gordon,RW,HER/CHI/SYR/STJ,26.788,368,133,82,58,215,273,936,13.756,0.316,0.219,0.15,0.536,0.687,2.356
19,Spencer Machacek,RW,CHI/STJ/SPR/WBS,23.951,415,117,97,58,214,272,1039,12.906,0.296,0.213,0.107,0.509,0.615,2.318
20,Zach Boychuk,LW,ALB/CHA,22.98,296,117,93,53,210,263,806,15.599,0.451,0.317,0.177,0.768,0.946,2.833
21,Brett Sterling,LW,CHI/WBS/PEO/POR,27.457,293,131,77,47,208,255,846,15.733,0.463,0.267,0.166,0.73,0.896,2.94
22,Nick Drazenovic,C,PEO/SPR/WBS,25.701,375,97,94,63,191,254,858,10.401,0.247,0.307,0.192,0.553,0.745,2.343
23,Jason Jaffray,LW,MTB/ABB/STJ,31.242,322,99,87,64,186,250,756,12.151,0.257,0.314,0.178,0.57,0.748,2.1
24,Chris Mueller,C,LE/MIL/TEX,26.561,381,117,80,49,197,246,879,13.374,0.378,0.279,0.152,0.658,0.808,2.787
25,Colton Sceviour,RW,TEX,23.468,348,99,83,58,182,240,961,11.724,0.435,0.301,0.199,0.741,0.941,3.579
26,Bracken Kearns,C,NOR/RFD/SA/WOR,31.377,385,96,81,62,177,239,713,11.521,0.216,0.214,0.185,0.432,0.62,1.83
27,Danny Syvret,D,PHI/ADK/SYR/PEO/HFD,27.289,377,49,96,94,145,239,803,5.558,0.117,0.247,0.24,0.364,0.606,2.124
28,Francis Pare,RW,GR,24.274,363,102,73,62,175,237,853,12.392,0.287,0.191,0.182,0.481,0.662,2.354
29,Jason Krog,C,MTB/CHI,34.186,232,63,97,76,160,236,532,11.322,0.267,0.412,0.322,0.672,1.0,2.29
30,Ryan Potulny,C,SPR/BNG/RFD/HER,28.058,320,117,70,48,187,235,882,9.469,0.222,0.18,0.106,0.4,0.508,2.041
31,Steve Zalewski,C,WOR/ALB,25.134,376,80,87,60,167,227,881,8.784,0.197,0.235,0.147,0.43,0.577,2.194
32,Greg Rallo,LW,MTB/TEX/SA,31.086,409,104,66,53,170,223,1044,8.509,0.228,0.171,0.136,0.401,0.538,2.742
33,Brian Connelly,D,RFD/ABB/HOU/IA,26.298,359,35,77,109,112,221,731,5.627,0.106,0.218,0.317,0.327,0.64,2.019
34,Kyle Greentree,LW,QC/RFD/HER,26.96,267,105,62,51,167,218,774,11.819,0.322,0.201,0.235,0.525,0.76,2.655
35,Jamie Tardif,RW,GR/PRO/RCH,27.676,379,115,62,40,177,217,984,12.632,0.361,0.208,0.105,0.575,0.682,2.86
36,Boyd Kane,LW,PHI/HER,33.475,349,99,65,50,164,214,641,14.01,0.248,0.172,0.147,0.42,0.568,1.785
37,Chad Kolarik,C,SA/SYR/CT/SPR/WBS,25.261,277,98,71,40,169,209,821,12.364,0.387,0.285,0.148,0.675,0.82,3.115
38,Tim Kennedy,C,POR/CT/RCH/SA/WOR,26.38,260,60,90,58,150,208,458,13.625,0.211,0.268,0.219,0.478,0.697,1.503
39,Ben Maxwell,C,HAM/CHI/STJ,23.524,296,68,75,65,143,208,710,7.8,0.186,0.229,0.206,0.415,0.617,2.393
40,Brandon Segal,RW,NOR/MCH/TEX/RFD/CT/HER,29.211,317,98,61,48,159,207,850,11.355,0.29,0.197,0.169,0.485,0.654,2.564
41,Graham Mink,RW,HER/RCH/PEO/PRO,32.385,286,102,60,44,162,206,721,14.37,0.324,0.207,0.138,0.532,0.673,2.292
42,Matt Anderson,RW,CHI/ALB,28.938,328,75,64,66,139,205,706,9.073,0.206,0.192,0.22,0.403,0.621,2.33
43,Kyle Wilson,C,HER/SPR/MIL/SYR/NOR,26.812,286,94,68,41,162,203,691,11.53,0.291,0.194,0.115,0.485,0.6,2.49
44,Brett MacLean,RW,SA/POR,21.85,264,99,70,34,169,203,868,11.251,0.396,0.254,0.148,0.651,0.8,3.534
45,Ryan Craig,LW,NOR/WBS/SPR,30.754,342,91,70,42,161,203,701,17.58,0.289,0.205,0.1,0.492,0.594,1.709
46,Matthew Ford,RW,HFD/LE/HER/ADK/SPR/OKC,27.966,347,103,52,47,155,202,801,12.122,0.295,0.15,0.149,0.45,0.594,2.375
47,Brandon Pirri,C,RFD,21.559,238,68,70,62,138,200,638,11.035,0.348,0.309,0.274,0.654,0.93,3.122
48,T.J. Brennan,D,POR/RCH/TOR,23.515,301,76,69,54,145,199,797,9.708,0.32,0.3,0.227,0.617,0.845,3.25
49,Chris Conner,LW,PEO/WBS/GR/POR,28.762,234,73,77,47,150,197,573,13.824,0.308,0.237,0.173,0.546,0.719,2.24
50,Bryan Rodney,D,ALB/CHA/OKC/SYR/MCH/MIL,28.431,365,34,79,84,113,197,552,6.284,0.087,0.214,0.182,0.296,0.479,1.372
51,Denis Hamel,LW,BNG/ADK,33.475,276,95,66,36,161,197,1044,8.704,0.338,0.221,0.132,0.559,0.686,3.883
52,David Van der Gulik,LW,QC/ABB/LE,29.438,318,91,63,43,154,197,763,14.704,0.342,0.19,0.114,0.537,0.649,2.362
53,Brandon Kozun,RW,MCH/TOR,22.649,296,86,65,45,151,196,614,12.872,0.276,0.222,0.158,0.498,0.655,2.148
54,Adam Cracknell,RW,QC/PEO/CHI,27.201,365,85,60,51,145,196,840,14.519,0.36,0.182,0.207,0.542,0.749,2.468
55,Tomas Tatar,LW,GR,20.916,265,87,64,45,151,196,690,12.169,0.348,0.275,0.143,0.617,0.76,2.92
56,Clay Wilson,D,SYR/CHI/RCH/ABB,27.573,277,56,73,66,129,195,678,8.7,0.214,0.209,0.262,0.421,0.686,2.47
57,Ryan Hamilton,LW,TOR/HOU/OKC,27.45,317,109,52,33,161,194,614,17.935,0.333,0.19,0.114,0.522,0.635,1.81
58,Aaron Palushaj,RW,PEO/HAM/CHA,23.054,258,76,65,53,141,194,637,12.13,0.336,0.217,0.2,0.554,0.754,2.792
59,Brett Sutter,C,QC/ABB/CHA,25.32,392,75,75,41,150,191,790,10.28,0.232,0.257,0.139,0.49,0.629,2.297
60,Dane Byers,LW,HFD/CT/SA/SPR/OKC/HER,26.596,365,81,63,47,144,191,671,10.996,0.198,0.147,0.109,0.346,0.455,1.738
61,Derek Nesbitt,LW,MTB/SA/RFD/PEO/WBS/CHI/OKC,30.448,326,87,60,43,147,190,821,10.369,0.277,0.142,0.128,0.42,0.542,2.636
62,Blair Jones,C,NOR/ABB,26.0,263,75,71,42,146,188,799,11.117,0.349,0.235,0.198,0.584,0.78,3.072
63,Zach Hamill,C,PRO/MIL/SA/HER/UTI,24.009,342,66,66,55,132,187,611,12.164,0.18,0.202,0.118,0.384,0.501,1.54
64,Jonathan Marchessault,RW,CT/SPR/SYR,21.969,227,68,70,49,138,187,717,9.44,0.3,0.305,0.195,0.6,0.802,3.172
65,Rob Klinkhammer,LW,RFD/BNG/POR,25.157,330,70,71,46,141,187,746,9.39,0.244,0.289,0.197,0.535,0.73,2.641
66,Patrick Rissmiller,LW,HFD/GR/LE/CHI/RCH/WOR,32.952,270,64,77,45,141,186,574,8.968,0.18,0.268,0.131,0.442,0.572,1.884
67,Mike Zigomanis,C,TOR/RCH,31.723,254,52,70,63,122,185,569,8.643,0.196,0.264,0.24,0.458,0.7,2.186
68,Michael Kostka,D,POR/RCH/NOR/SA/TOR/RFD,26.829,342,37,76,71,113,184,664,3.179,0.076,0.406,0.151,0.483,0.633,2.394
69,Brian Willsie,RW,LE/HER/HAM,32.626,231,82,53,48,135,183,765,10.125,0.355,0.232,0.201,0.59,0.789,3.555
70,Marc-Andre Gragnani,D,POR/CHA,24.142,247,36,74,72,110,182,330,9.325,0.12,0.331,0.282,0.451,0.738,1.249
71,Michal Repik,RW,RCH/SA,21.83,243,66,79,37,145,182,691,8.718,0.255,0.33,0.135,0.589,0.724,3.03
72,David Desharnais,C,HAM,23.254,172,61,79,41,140,181,322,17.685,0.335,0.545,0.28,0.875,1.158,1.96
73,Andy Miele,C,POR,24.668,209,62,73,44,135,179,417,15.545,0.32,0.36,0.225,0.675,0.9,2.052
74,Colin McDonald,RW,SPR/OKC/WBS/BRI,27.021,336,84,58,37,142,179,852,7.89,0.222,0.29,0.18,0.512,0.692,2.75
75,Jared Ross,C/D,PHI/ADK/PRO/CHI/PEO,26.566,257,57,63,57,120,177,535,6.848,0.147,0.17,0.169,0.317,0.483,1.492
76,Ben Street,C,WBS/ABB,25.712,234,82,57,38,139,177,715,12.771,0.384,0.264,0.182,0.648,0.83,3.064
77,Pascal Pelletier,C,RFD/PEO/SYR/UTI,28.002,220,68,64,43,132,175,546,13.608,0.315,0.3,0.21,0.615,0.822,2.355
78,Patrick McNeill,D,HER/SPR,25.531,340,43,59,73,102,175,496,8.878,0.14,0.14,0.244,0.276,0.52,1.563
79,Garrett Stafford,D,GR/TEX/SA/POR/HAM/OKC/HER,31.694,299,42,57,75,99,174,490,6.475,0.102,0.171,0.242,0.272,0.512,1.39
80,Greg Mauldin,LW,BNG/BRI/LE,28.39,259,83,45,46,128,174,774,10.5,0.318,0.166,0.171,0.483,0.66,3.015
81,Jacob Micflikier,F,RCH/ALB/CHA/HER,26.304,233,72,64,37,136,173,490,13.669,0.329,0.3,0.194,0.63,0.821,2.429
82,Francis Wathier,C,IOW/TEX/MIL,27.804,422,75,54,44,129,173,857,6.875,0.146,0.119,0.098,0.262,0.362,2.026
83,Benn Ferriero,RW,WOR/WBS/CT/UTI,25.445,232,71,50,51,121,172,598,11.909,0.31,0.191,0.216,0.506,0.72,2.622
84,Casey Wellman,RW,HOU/CT/HER/SA,25.036,227,71,59,42,130,172,589,12.334,0.304,0.24,0.17,0.544,0.716,2.489
85,Jason Akeson,RW,ADK,22.536,208,58,63,51,121,172,533,11.148,0.295,0.305,0.248,0.608,0.848,2.65
86,Mike Angelidis,C,ALB/NOR/SYR,27.251,414,84,48,39,132,171,773,10.184,0.178,0.126,0.116,0.304,0.42,1.764
87,Jamie Johnson,C,RCH/GR/HER,30.27,242,61,66,44,127,171,395,14.075,0.191,0.262,0.155,0.458,0.612,1.328
88,Aaron Gagnon,C,GR/TEX/STJ,25.458,303,74,49,48,123,171,549,14.65,0.245,0.154,0.16,0.4,0.558,1.704
89,Derek Whitmore,LW,POR/RCH/STJ/HER/ADK,27.777,361,94,43,34,137,171,774,9.38,0.214,0.2,0.085,0.42,0.501,2.398
90,Riley Holzapfel,C,CHI/STJ/SYR/WBS,23.138,334,69,60,41,129,170,458,18.202,0.252,0.197,0.151,0.446,0.599,1.382
91,Mike Hoffman,LW,BNG,22.934,242,71,59,39,130,169,604,12.779,0.421,0.32,0.206,0.741,0.948,3.102
92,Ryan Stoa,C,LE/HER,25.488,290,82,48,38,130,168,674,11.385,0.254,0.165,0.132,0.418,0.552,2.228
93,Ryan Keller,RW,BNG/OKC,26.941,214,87,50,31,137,168,657,12.53,0.38,0.252,0.125,0.635,0.76,2.99
94,Krys Kolanos,RW,HOU/ADK/ABB,30.012,172,88,49,30,137,167,719,11.199,0.458,0.266,0.192,0.724,0.911,3.985
95,Cal O'Reilly,C,MIL/WBS/POR/UTI,25.335,180,30,74,62,104,166,278,8.534,0.131,0.354,0.332,0.485,0.821,1.515
96,Bobby Sanguinetti,D,HFD/CHA,23.607,266,34,65,67,99,166,534,6.487,0.155,0.272,0.212,0.426,0.63,2.344
97,Andre Deveaux,RW,TOR/CHI/CT/SA,27.624,288,80,43,43,123,166,521,14.62,0.237,0.119,0.126,0.354,0.475,1.588
98,Bill Thomas,RW,WBS/SPR/RCH/SA/LE,28.294,266,78,46,42,124,166,647,12.02,0.31,0.18,0.144,0.488,0.631,2.532
99,Justin Azevedo,C,MCH,22.581,237,72,57,37,129,166,561,13.895,0.345,0.226,0.156,0.571,0.728,2.482
