,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Benoit Mondou,C,BAC/SHA,19.433,308,132,124,128,256,384,867,17.598,0.558,0.508,0.332,1.066,1.398,3.114
1,Maxime Boisclair,LW,SHE/CHI,19.646,334,173,84,86,257,343,990,18.898,0.762,0.344,0.352,1.105,1.46,3.879
2,Philippe Dupuis,C,HUL/GAT/ROU/MON,19.458,313,113,142,69,255,324,981,11.757,0.486,0.576,0.421,1.067,1.488,4.088
3,Alexandre Picard,D/LW,HAL/SHE/LEW/CAP,18.584,461,124,91,104,215,319,1141,11.642,0.374,0.287,0.21,0.66,0.87,2.998
4,Olivier Proulx,C,CAP/DRU/BAC,19.916,213,118,123,73,241,314,720,17.042,0.552,0.528,0.385,1.082,1.468,3.275
5,Steve Bernier,RW,MON,18.586,271,151,61,101,212,313,888,15.683,0.538,0.292,0.289,0.83,1.119,3.509
6,Dany Roussin,LW,SHE/RIM,18.808,272,143,96,72,239,311,756,19.14,0.666,0.37,0.388,1.036,1.422,3.334
7,Sidney Crosby,C,RIM,16.608,121,120,130,53,250,303,628,19.13,0.99,1.07,0.435,2.06,2.5,5.18
8,Nicolas Corbeil,C,SHE/CAP,19.589,225,114,41,146,155,301,847,11.491,0.424,0.232,0.586,0.656,1.243,3.67
9,Brent Aubin,RW,ROU/QUE,18.37,277,141,87,72,228,300,927,15.961,0.621,0.359,0.315,0.981,1.291,3.785
10,Maxime Talbot,C,HUL/ROU/GAT,18.718,249,110,115,74,225,299,630,16.591,0.488,0.655,0.384,1.139,1.525,3.001
11,Josh Hennessy,C,QUE,18.728,269,128,78,85,206,291,956,13.172,0.519,0.424,0.246,0.942,1.19,3.915
12,Alex Bourret,LW,SHE/LEW/SHA,18.071,258,110,110,71,220,291,766,14.864,0.519,0.496,0.344,1.015,1.359,3.496
13,Olivier Latendresse,D,VDO,18.715,246,98,111,80,209,289,746,13.832,0.465,0.562,0.351,1.027,1.378,3.754
14,Pascal Pelletier,C,BAC/SHA,19.376,257,112,114,62,226,288,699,16.532,0.53,0.442,0.308,0.972,1.275,3.084
15,Stanislav Lascek,RW,CHI,18.911,176,82,117,83,199,282,692,11.9,0.522,0.728,0.468,1.255,1.722,4.255
16,Louis-Philippe Martin,RW,BAC/DRU,19.078,255,119,129,34,248,282,754,16.741,0.55,0.446,0.169,0.998,1.16,3.312
17,Karl Gagne,C,MON/QUE,19.328,279,94,138,44,232,276,736,13.034,0.374,0.48,0.209,0.857,1.066,2.832
18,Jean-Michel Daoust,RW,HUL/GAT,18.934,272,104,74,98,178,276,569,18.311,0.448,0.361,0.474,0.808,1.282,2.46
19,Mathieu Roy,D/LW,VDO/BAT,18.276,340,120,93,61,213,274,1064,12.524,0.554,0.378,0.213,0.931,1.144,4.146
20,Pierre-Alexandre Parenteau,RW,MON/CHI/SHE,18.73,200,104,158,11,262,273,679,14.832,0.535,0.9,0.048,1.435,1.488,3.665
21,Marc-Antoine Pouliot,C,RIM,18.444,205,111,70,87,181,268,873,12.97,0.571,0.435,0.396,1.006,1.402,4.459
22,Guillaume Labrecque,RW,HUL/GAT/SHA,19.32,311,103,111,52,214,266,713,13.743,0.387,0.369,0.257,0.762,1.02,2.854
23,David Desharnais,C,CHI,18.254,201,88,108,70,196,266,388,22.282,0.46,0.605,0.41,1.065,1.475,2.102
24,Yannick Riendeau,C/RW,DRU/ROU/BAT,17.667,345,104,100,58,204,262,809,14.394,0.32,0.242,0.192,0.569,0.758,2.274
25,Olivier Fillion,C,BAT,19.202,205,86,51,125,137,262,584,14.768,0.44,0.242,0.633,0.675,1.308,2.98
26,Yanick Lehoux,C,BAC,18.94,136,123,78,59,201,260,695,17.7,0.905,0.575,0.435,1.475,1.91,5.115
27,Francis Lemieux,RW,CHI,19.688,272,99,77,74,176,250,730,13.736,0.392,0.359,0.267,0.751,1.012,2.89
28,Yannick Tifu,C,ROU,19.05,279,99,113,36,212,248,690,14.298,0.402,0.448,0.195,0.849,1.044,2.722
29,Olivier Labelle,RW,HUL/GAT/BAT,19.295,273,111,72,64,183,247,797,14.375,0.52,0.328,0.269,0.847,1.118,3.484
30,Kevin Asselin,RW,CAP,19.66,312,121,54,72,175,247,794,14.453,0.513,0.226,0.287,0.74,1.023,3.47
31,Guillaume Fournier,RW,QUE/VIC/GAT,19.764,267,114,101,32,215,247,892,13.236,0.542,0.45,0.164,0.989,1.152,3.975
32,Shawn Collymore,RW,QUE/VDO,19.498,248,106,63,75,169,244,928,11.683,0.448,0.256,0.277,0.705,0.98,3.846
33,Francois-Pierre Guenette,C,HAL/CAP,19.784,246,95,110,39,205,244,533,14.921,0.346,0.382,0.196,0.728,0.925,2.231
34,Robin Leblanc,RW,BAC,19.803,243,101,102,40,203,243,809,12.091,0.422,0.429,0.219,0.851,1.071,3.514
35,Jonathan Bellemare,C,SHA/HUL,19.194,164,85,14,144,99,243,445,18.77,0.512,0.068,0.705,0.58,1.285,2.732
36,Michael Tessier,LW,BAT/CAP/QUE,19.15,293,92,77,74,169,243,654,13.723,0.36,0.31,0.287,0.67,0.958,2.574
37,Cory Urquhart,C,QUE/MTL/PEI,18.08,268,112,36,94,148,242,857,13.601,0.465,0.21,0.356,0.676,1.031,3.448
38,Danny Stewart,C,RIM/PEI,19.46,325,105,69,67,174,241,850,13.069,0.404,0.306,0.23,0.71,0.94,3.065
