,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Mike Ribeiro,C,ROU,18.596,69,67,8,92,75,167,362,18.51,0.97,0.12,1.33,1.09,2.42,5.25
1,James Desmarais,C,ROU,19.368,66,62,19,54,81,135,343,18.08,0.94,0.29,0.82,1.23,2.05,5.2
2,Jerome Tremblay,LW,ROU,19.176,69,38,71,23,109,132,277,13.72,0.55,1.03,0.33,1.58,1.91,4.01
3,Brad Richards,LW,RIM,18.371,59,39,46,46,85,131,393,9.92,0.66,0.78,0.78,1.44,2.22,6.66
4,Ladislav Nagy,C,HAL,19.291,63,71,51,4,122,126,319,22.26,1.13,0.81,0.06,1.94,2.0,5.06
5,Simon Gagne,C,QUE,18.544,61,50,64,6,114,120,333,15.02,0.82,1.05,0.1,1.87,1.97,5.46
6,Benoit Dusablon,C,VDO,19.124,67,42,58,16,100,116,233,18.03,0.63,0.87,0.24,1.49,1.73,3.48
7,Patrick Grandmaitre,C,VIC,19.491,70,37,44,34,81,115,257,14.4,0.53,0.63,0.49,1.16,1.64,3.67
8,Mathieu Benoit,RW,BAT/CHI,19.179,68,62,15,32,77,109,335,18.51,0.91,0.22,0.47,1.13,1.6,4.93
9,Eric Chouinard,C,QUE,18.188,62,50,2,57,52,109,327,15.29,0.81,0.03,0.92,0.84,1.76,5.27
10,Ryan Walsh,C,SHA/CAP,20.302,59,45,41,18,86,104,261,17.24,0.76,0.69,0.31,1.46,1.76,4.42
11,Jean-Philippe Pare,C,SHA,18.935,69,36,43,24,79,103,190,18.95,0.52,0.62,0.35,1.14,1.49,2.75
12,Marc-Andre Thinel,RW,VIC,17.479,67,45,47,11,92,103,265,16.98,0.67,0.7,0.16,1.37,1.54,3.96
13,David Thibeault,LW,VIC,20.345,63,43,23,36,66,102,287,14.98,0.68,0.37,0.57,1.05,1.62,4.56
14,Martin Fillion,C,BAT,20.392,66,49,49,1,98,99,258,18.99,0.74,0.74,0.02,1.48,1.5,3.91
15,Alexandre Tremblay,C,SHA,19.486,70,47,12,36,59,95,291,16.15,0.67,0.17,0.51,0.84,1.36,4.16
16,Christian Daigle,C,VDO,20.619,54,33,19,39,52,91,205,16.1,0.61,0.35,0.72,0.96,1.69,3.8
17,Gregor Baumgartner,C,BAT,19.176,68,33,15,43,48,91,227,14.54,0.49,0.22,0.63,0.71,1.34,3.34
18,Sebastien Roger,RW,MON,19.781,64,38,49,1,87,88,351,10.83,0.59,0.77,0.02,1.36,1.38,5.48
19,Michael Ryder,RW,HUL,18.459,69,44,19,24,63,87,252,17.46,0.64,0.28,0.35,0.91,1.26,3.65
20,Paul Spadafora,C,HUL,19.365,70,29,47,11,76,87,169,17.16,0.41,0.67,0.16,1.09,1.24,2.41
21,Philippe Tremblay,LW,CAP,20.167,64,30,5,50,35,85,195,15.38,0.47,0.08,0.78,0.55,1.33,3.05
22,Juraj Kolnik,LW,QUE/RIM,17.837,62,42,16,26,58,84,217,19.35,0.68,0.26,0.42,0.94,1.35,3.5
23,David Bernier,RW,QUE,20.682,50,34,27,23,61,84,206,16.5,0.68,0.54,0.46,1.22,1.68,4.12
24,Oleg Timchenko,RW,ROU/BAC,20.386,68,49,35,0,84,84,269,18.22,0.72,0.51,0.0,1.24,1.24,3.96
25,Marty Johnston,RW,HUL,19.828,56,35,2,45,37,82,187,18.72,0.62,0.04,0.8,0.66,1.46,3.34
26,Dominic Forget,C,SHA,17.536,66,34,16,31,50,81,202,16.83,0.52,0.24,0.47,0.76,1.23,3.06
