,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,1066,570,52.96,3197,2664,533,51.478,32508,29271,3237,9.504,0.91,100.411
1,Hershey Bears,1066,542,48.622,3404,2929,475,49.029,31797,30920,877,9.837,0.9,99.856
2,Toronto Marlies,1068,530,54.294,3212,2919,293,52.399,32413,31240,1173,10.084,0.905,100.49
3,Chicago Wolves,1065,522,54.17,3344,2969,375,50.601,32105,31512,593,10.64,0.908,101.426
4,Grand Rapids Griffins,1068,504,53.094,3279,2993,286,52.266,34144,31654,2490,8.934,0.912,100.116
5,Milwaukee Admirals,1067,500,48.566,2985,2821,164,49.292,30781,30904,-123,8.878,0.909,99.778
6,Providence Bruins,1067,499,53.716,3082,2815,267,52.806,33593,31045,2548,9.425,0.908,100.24
7,Syracuse Crunch,1065,485,55.049,3141,3062,79,51.374,32440,32125,315,10.343,0.911,101.432
8,Bridgeport Sound Tigers,1069,449,49.629,2961,3170,-209,50.554,31435,33154,-1719,9.671,0.901,99.716
9,Rochester Americans,1067,432,50.892,3022,3306,-284,50.263,31005,33753,-2748,9.428,0.908,100.19
10,San Antonio Rampage,1066,409,46.592,2797,3177,-380,49.418,31500,33112,-1612,8.656,0.904,99.104
11,Rockford IceHogs,908,396,48.016,2534,2606,-72,49.649,28583,27397,1186,8.001,0.914,99.354
12,Portland Pirates,860,391,50.187,2580,2496,84,49.845,26220,26308,-88,8.608,0.914,99.934
13,Manchester Monarchs,784,385,56.061,2262,2002,260,52.83,23708,23888,-180,9.404,0.916,101.08
14,Binghamton Senators,936,381,44.847,2746,2969,-223,47.75,29143,31279,-2136,8.77,0.9,98.771
15,Hartford Wolf Pack,836,380,44.938,2402,2426,-24,48.04,25394,24693,701,9.156,0.9,99.074
16,Texas Stars,746,353,50.397,2283,2134,149,51.718,23400,22482,918,9.575,0.902,99.699
17,Manitoba Moose,763,350,48.278,2104,2059,45,47.198,21787,23191,-1404,8.925,0.914,100.333
18,Norfolk Admirals,784,347,47.433,2267,2242,25,50.356,24770,23686,1084,7.849,0.914,99.236
19,Hamilton Bulldogs,784,347,47.294,2121,2106,15,49.079,23284,23490,-206,7.924,0.915,99.392
20,Charlotte Checkers,669,316,52.774,1937,1909,28,51.847,20559,20295,264,9.864,0.904,100.226
21,Springfield Falcons,860,308,46.166,2269,2704,-435,48.846,23923,26860,-2937,8.62,0.904,99.018
22,Worcester Sharks,704,302,49.438,1937,2032,-95,53.234,22852,20296,2556,7.969,0.907,98.681
23,Lake Erie Monsters,700,280,50.246,1844,1989,-145,51.186,20204,21229,-1025,8.379,0.913,99.702
24,Peoria Rivermen,632,271,47.766,1747,1773,-26,49.027,19157,18360,797,8.107,0.915,99.578
25,Houston Aeros,632,265,51.067,1724,1717,7,49.155,17790,18512,-722,9.31,0.915,100.851
26,Albany Devils,536,231,51.368,1410,1460,-50,52.795,15794,14979,815,8.698,0.908,99.508
27,Utica Comets,436,203,48.89,1198,1224,-26,48.88,13162,12927,235,9.593,0.905,100.072
28,St. John's IceCaps,456,201,48.319,1280,1334,-54,47.978,13584,13934,-350,9.363,0.91,100.301
29,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
30,Lehigh Valley Phantoms,359,168,51.601,1086,1057,29,48.063,10715,11541,-826,10.251,0.91,101.314
31,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
32,Albany River Rats,400,158,49.268,1105,1204,-99,49.009,12136,12774,-638,8.982,0.911,100.048
33,Iowa Wild,435,151,50.129,1083,1279,-196,48.487,12403,13797,-1394,9.593,0.911,100.706
34,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
35,Philadelphia Phantoms,320,136,49.635,871,926,-55,47.715,9443,10020,-577,9.317,0.914,100.665
36,San Diego Gulls,255,133,52.089,804,737,67,49.231,7808,8037,-229,10.352,0.908,101.194
37,Ontario Reign,253,129,48.048,738,714,24,49.445,7944,7556,388,9.105,0.902,99.341
38,San Jose Barracuda,252,129,53.376,767,681,86,51.626,7853,7362,491,9.442,0.911,100.545
39,Lowell Devils,320,124,48.53,835,941,-106,48.618,9482,10200,-718,8.838,0.913,100.068
40,Bakersfield Condors,254,120,52.784,768,744,24,51.424,7745,7922,-177,9.45,0.908,100.22
41,Stockton Heat,255,113,48.602,788,813,-25,49.08,7893,7952,-59,10.311,0.896,99.904
42,Iowa Stars,240,101,47.732,659,703,-44,50.103,7130,7050,80,8.872,0.902,99.045
43,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
44,Tucson Roadrunners,185,91,50.178,548,555,-7,50.625,5508,5542,-34,9.57,0.903,99.848
45,Springfield Thunderbirds,208,82,49.132,585,616,-31,48.055,6000,6448,-448,9.638,0.908,100.415
46,Cleveland Monsters,207,75,45.878,534,635,-101,51.498,6307,6134,173,8.178,0.898,97.945
47,Omaha Ak-Sar-Ben Knights,160,72,50.655,408,398,10,50.68,4520,4402,118,8.755,0.912,99.98
48,Quad City Flames,160,58,48.94,399,416,-17,54.07,4992,4239,753,7.64,0.906,98.315
49,Belleville Senators,134,50,46.115,374,445,-71,46.19,3593,4216,-623,10.295,0.898,100.1
50,Binghamton Devils,133,46,44.225,347,438,-91,49.055,3725,3841,-116,9.09,0.891,98.22
51,Laval Rocket,132,45,45.24,352,437,-85,50.08,3718,3731,-13,9.22,0.891,98.335
52,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
53,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
54,Lowell Lock Monsters,80,25,46.68,218,249,-31,48.81,2519,2642,-123,8.44,0.908,99.25
55,Cleveland Barons,80,25,41.03,208,299,-91,48.26,2291,2456,-165,8.72,0.881,96.87
56,Colorado Eagles,50,20,46.51,140,161,-21,48.08,1576,1702,-126,8.54,0.908,99.34
