,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,986,524,52.96,2953,2492,461,51.479,30196,26964,3232,9.504,0.91,100.411
1,Hershey Bears,986,502,48.623,3146,2705,441,49.029,29059,28615,444,9.838,0.9,99.856
2,Toronto Marlies,988,494,54.293,2947,2660,287,52.4,29904,28702,1202,10.083,0.905,100.49
3,Chicago Wolves,985,489,54.171,3069,2702,367,50.601,29576,29254,322,10.64,0.908,101.426
4,Providence Bruins,987,462,53.716,2834,2603,231,52.806,31157,28848,2309,9.425,0.908,100.24
5,Milwaukee Admirals,987,458,48.566,2724,2591,133,49.292,28212,28520,-308,8.878,0.909,99.778
6,Grand Rapids Griffins,988,455,53.094,2962,2750,212,52.265,31425,29300,2125,8.933,0.912,100.116
7,Syracuse Crunch,985,444,55.049,2875,2814,61,51.374,29961,29461,500,10.343,0.911,101.432
8,Bridgeport Sound Tigers,989,413,49.629,2717,2920,-203,50.555,29240,30414,-1174,9.67,0.901,99.715
9,Rochester Americans,987,401,50.893,2767,3038,-271,50.263,28454,31378,-2924,9.429,0.908,100.191
10,Rockford IceHogs,908,396,48.016,2534,2606,-72,49.649,28583,27397,1186,8.001,0.914,99.354
11,San Antonio Rampage,986,393,46.594,2651,2930,-279,49.418,29478,30300,-822,8.657,0.904,99.104
12,Texas Stars,746,353,50.397,2283,2134,149,51.718,23400,22482,918,9.575,0.902,99.699
13,Manchester Monarchs,704,353,56.075,2037,1776,261,52.83,21408,21261,147,9.406,0.916,101.084
14,Binghamton Senators,856,350,44.844,2492,2678,-186,47.75,26505,28533,-2028,8.769,0.9,98.77
15,Portland Pirates,780,345,50.181,2281,2258,23,49.846,23480,23799,-319,8.606,0.914,99.93
16,Hartford Wolf Pack,756,336,44.936,2114,2191,-77,48.041,22520,22368,152,9.154,0.9,99.074
17,Hamilton Bulldogs,704,317,47.308,1901,1859,42,49.08,20882,21029,-147,7.926,0.915,99.397
18,Charlotte Checkers,669,316,52.774,1937,1909,28,51.847,20559,20295,264,9.864,0.904,100.226
19,Manitoba Moose,683,311,48.279,1866,1847,19,47.2,19506,20880,-1374,8.924,0.914,100.333
20,Norfolk Admirals,704,308,47.438,2012,2000,12,50.351,22060,21318,742,7.853,0.914,99.24
21,Worcester Sharks,704,302,49.438,1937,2032,-95,53.234,22852,20296,2556,7.969,0.907,98.681
22,Springfield Falcons,780,282,46.164,2051,2398,-347,48.844,21749,24244,-2495,8.619,0.904,99.017
23,Lake Erie Monsters,700,280,50.246,1844,1989,-145,51.186,20204,21229,-1025,8.379,0.913,99.702
24,Peoria Rivermen,552,232,47.731,1501,1552,-51,49.019,16537,16151,386,8.104,0.915,99.568
25,Albany Devils,536,231,51.368,1410,1460,-50,52.795,15794,14979,815,8.698,0.908,99.508
26,Houston Aeros,552,221,50.982,1445,1478,-33,49.132,15294,15945,-651,9.29,0.915,100.83
27,Utica Comets,436,203,48.89,1198,1224,-26,48.88,13162,12927,235,9.593,0.905,100.072
28,St. John's IceCaps,456,201,48.319,1280,1334,-54,47.978,13584,13934,-350,9.363,0.91,100.301
29,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
30,Lehigh Valley Phantoms,359,168,51.601,1086,1057,29,48.063,10715,11541,-826,10.251,0.91,101.314
31,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
32,Iowa Wild,435,151,50.129,1083,1279,-196,48.487,12403,13797,-1394,9.593,0.911,100.706
33,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
34,Albany River Rats,320,135,49.649,901,929,-28,49.124,9625,9992,-367,9.112,0.911,100.149
35,San Diego Gulls,255,133,52.089,804,737,67,49.231,7808,8037,-229,10.352,0.908,101.194
36,San Jose Barracuda,252,129,53.376,767,681,86,51.626,7853,7362,491,9.442,0.911,100.545
37,Ontario Reign,253,129,48.048,738,714,24,49.445,7944,7556,388,9.105,0.902,99.341
38,Lowell Devils,320,124,48.53,835,941,-106,48.618,9482,10200,-718,8.838,0.913,100.068
39,Bakersfield Condors,254,120,52.784,768,744,24,51.424,7745,7922,-177,9.45,0.908,100.22
40,Stockton Heat,255,113,48.602,788,813,-25,49.08,7893,7952,-59,10.311,0.896,99.904
41,Philadelphia Phantoms,240,106,49.52,678,701,-23,47.348,7028,7582,-554,9.503,0.912,100.727
42,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
43,Tucson Roadrunners,185,91,50.178,548,555,-7,50.625,5508,5542,-34,9.57,0.903,99.848
44,Springfield Thunderbirds,208,82,49.132,585,616,-31,48.055,6000,6448,-448,9.638,0.908,100.415
45,Cleveland Monsters,207,75,45.878,534,635,-101,51.498,6307,6134,173,8.178,0.898,97.945
46,Iowa Stars,160,68,47.12,429,482,-53,50.75,4692,4559,133,8.795,0.897,98.515
47,Quad City Flames,160,58,48.94,399,416,-17,54.07,4992,4239,753,7.64,0.906,98.315
48,Belleville Senators,134,50,46.115,374,445,-71,46.19,3593,4216,-623,10.295,0.898,100.1
49,Binghamton Devils,133,46,44.225,347,438,-91,49.055,3725,3841,-116,9.09,0.891,98.22
50,Laval Rocket,132,45,45.24,352,437,-85,50.08,3718,3731,-13,9.22,0.891,98.335
51,Omaha Ak-Sar-Ben Knights,80,41,52.28,206,188,18,51.21,2194,2090,104,9.02,0.913,100.28
52,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
53,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
54,Colorado Eagles,50,20,46.51,140,161,-21,48.08,1576,1702,-126,8.54,0.908,99.34
