,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,902,508,56.02,3441,2821,620,49.098,29454,27627,1827,12.005,0.908,102.807
1,Moncton Wildcats,902,476,51.154,3133,2760,373,50.271,29124,28042,1082,10.426,0.901,100.477
2,Drummondville Voltigeurs,902,441,54.014,3128,2999,129,54.706,28975,26576,2399,10.666,0.892,99.821
3,Halifax Mooseheads,902,437,59.088,3194,3040,154,55.552,29317,26985,2332,11.792,0.897,101.519
4,Cape Breton Screaming Eagles,902,434,44.594,3008,2998,10,49.658,28883,27844,1039,10.1,0.876,97.638
5,Shawinigan Cataractes,902,422,42.599,3034,2984,50,45.99,27495,28057,-562,9.014,0.897,98.703
6,Rouyn-Noranda Huskies,902,410,49.313,3244,3383,-139,51.762,28012,27771,241,11.644,0.872,98.9
7,Victoriaville Tigres,902,409,52.171,3164,3186,-22,49.559,28785,29530,-745,10.934,0.902,101.119
8,Chicoutimi Sagueneens,902,408,44.539,2974,3026,-52,48.26,27171,28231,-1060,9.208,0.894,98.561
9,Baie-Comeau Drakkar,902,400,55.592,3074,3220,-146,54.99,28021,28207,-186,10.157,0.901,100.168
10,Gatineau Olympiques,758,386,50.482,2711,2482,229,51.14,22613,21929,684,11.579,0.88,99.575
11,Rimouski Oceanic,902,385,54.556,3198,3442,-244,50.791,28343,29565,-1222,11.582,0.899,101.452
12,Acadie-Bathurst Titan,902,384,41.785,2993,3206,-213,47.023,28376,29160,-784,8.791,0.894,98.13
13,Val-d'Or Foreurs,902,380,53.701,2994,3276,-282,52.53,27574,28377,-803,11.727,0.889,100.608
14,PEI Rocket,690,294,48.761,2299,2493,-194,48.278,20769,23031,-2262,10.833,0.89,99.903
15,Saint John Sea Dogs,618,273,44.602,2098,2167,-69,45.371,19181,20340,-1159,9.571,0.902,99.807
16,Lewiston MAINEiacs,554,263,49.223,1841,1824,17,50.043,17927,16891,1036,10.894,0.889,99.788
17,Blainville-Boisbriand Armada,204,112,56.43,763,584,179,52.573,6170,5462,708,12.132,0.896,101.732
18,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
19,Hull Olympiques,144,74,51.065,496,475,21,49.655,4097,4152,-55,11.785,0.888,100.59
20,Sherbrooke Castors,144,64,48.7,468,498,-30,47.665,4346,4785,-439,10.6,0.898,100.385
21,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
22,Montreal Rocket,144,61,47.21,454,504,-50,49.575,4520,4597,-77,9.845,0.892,99.065
23,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
24,Sherbrooke Phoenix,136,30,38.75,361,571,-210,41.97,3567,4931,-1364,9.92,0.887,98.535
25,Charlottetown Islanders,68,15,41.76,180,251,-71,46.66,2189,2502,-313,8.1,0.906,98.72
