,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Waterloo Black Hawks,896,462,56.124,3019,2613,406,54.733,29981,25619,4362,9.673,0.908,100.502
1,Cedar Rapids RoughRiders,901,446,45.488,2933,2586,347,46.899,27183,27702,-519,9.241,0.901,99.337
2,Omaha Lancers,841,436,51.753,2712,2302,410,50.207,25615,24054,1561,9.625,0.91,100.565
3,Green Bay Gamblers,902,434,52.093,2749,2578,171,51.804,27401,26833,568,9.19,0.91,100.173
4,Lincoln Stars,902,420,51.43,2813,2749,64,51.125,28821,27586,1235,9.269,0.908,100.066
5,Sioux Falls Stampede,899,415,49.942,2726,2730,-4,46.711,27091,28260,-1169,9.82,0.915,101.274
6,Tri-City Storm,901,363,47.734,2513,2806,-293,49.142,27245,26761,484,8.515,0.912,99.65
7,Sioux City Musketeers,828,357,48.753,2492,2446,46,50.346,25740,25447,293,8.325,0.91,99.271
8,Chicago Steel,903,353,51.895,2635,3033,-398,50.013,26800,29899,-3099,10.534,0.902,100.75
9,Des Moines Buccaneers,902,304,45.492,2583,3117,-534,48.326,27713,29955,-2242,8.712,0.902,98.922
10,Indiana Ice,600,291,55.6,2012,1909,103,53.092,18579,18409,170,10.667,0.903,100.974
11,Fargo Force,604,281,56.561,1801,1710,91,53.174,18477,18131,346,9.397,0.918,101.214
12,Dubuque Fighting Saints,484,271,52.004,1611,1317,294,54.094,15329,12847,2482,9.75,0.894,99.12
13,Youngstown Phantoms,544,235,50.779,1660,1721,-61,48.671,15749,16529,-780,10.047,0.908,100.899
14,Team USA,544,223,51.631,1802,1902,-100,49.68,16460,16613,-153,12.425,0.887,101.101
15,Muskegon Lumberjacks,484,200,50.263,1457,1594,-137,51.752,14938,15746,-808,9.473,0.898,99.2
16,Madison Capitols,240,86,44.26,650,813,-163,43.694,6865,8515,-1650,9.495,0.908,100.228
17,Bloomington Thunder,180,81,48.368,490,507,-17,52.433,5629,5040,589,8.288,0.904,98.688
18,River City Lancers,59,35,56.41,198,153,45,53.73,1958,1686,272,9.74,0.914,101.1
19,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
20,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
21,Danville Wings,58,26,49.24,161,166,-5,50.33,1656,1634,22,9.56,0.901,99.62
22,St. Louis Heartland Eagles,56,13,36.58,124,215,-91,39.31,1447,2234,-787,8.06,0.907,98.76
23,Central Illinois Flying Aces,60,12,38.5,159,254,-95,47.48,1725,1908,-183,9.01,0.871,96.15
