,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,1046,580,56.02,3955,3337,618,49.098,34123,32365,1758,12.006,0.908,102.807
1,Moncton Wildcats,1046,550,51.155,3671,3294,377,50.272,34052,32675,1377,10.426,0.901,100.477
2,Shawinigan Cataractes,1046,520,42.599,3704,3433,271,45.99,32657,32263,394,9.014,0.897,98.703
3,Halifax Mooseheads,1046,515,59.087,3745,3552,193,55.552,34268,31851,2417,11.792,0.897,101.518
4,Drummondville Voltigeurs,1046,513,54.014,3681,3546,135,54.706,33869,31139,2730,10.666,0.892,99.82
5,Cape Breton Screaming Eagles,1046,493,44.592,3508,3592,-84,49.657,33362,33041,321,10.1,0.876,97.637
6,Rouyn-Noranda Huskies,1046,490,49.314,3834,3922,-88,51.764,32839,32139,700,11.644,0.872,98.9
7,Victoriaville Tigres,1046,486,52.171,3791,3771,20,49.559,34029,34982,-953,10.934,0.902,101.119
8,Baie-Comeau Drakkar,1046,476,55.591,3614,3760,-146,54.99,32363,33197,-834,10.157,0.901,100.168
9,Rimouski Oceanic,1046,462,54.556,3836,4044,-208,50.791,33564,34756,-1192,11.582,0.899,101.453
10,Chicoutimi Sagueneens,1046,458,44.538,3442,3659,-217,48.26,31703,33241,-1538,9.207,0.894,98.561
11,Val-d'Or Foreurs,1046,450,53.701,3607,3878,-271,52.53,32436,33158,-722,11.728,0.889,100.609
12,Acadie-Bathurst Titan,1046,439,41.784,3459,3798,-339,47.022,33146,33985,-839,8.791,0.894,98.13
13,Gatineau Olympiques,758,386,50.482,2711,2482,229,51.14,22613,21929,684,11.579,0.88,99.575
14,PEI Rocket,690,294,48.761,2299,2493,-194,48.278,20769,23031,-2262,10.833,0.89,99.903
15,Saint John Sea Dogs,618,273,44.602,2098,2167,-69,45.371,19181,20340,-1159,9.571,0.902,99.807
16,Lewiston MAINEiacs,554,263,49.223,1841,1824,17,50.043,17927,16891,1036,10.894,0.889,99.788
17,Hull Olympiques,288,158,52.575,1123,1015,108,50.234,8804,8985,-181,12.176,0.889,101.045
18,Sherbrooke Castors,288,134,49.782,980,1027,-47,49.199,9151,9492,-341,10.49,0.898,100.215
19,Montreal Rocket,288,120,47.41,979,1127,-148,49.466,9284,9476,-192,10.491,0.886,99.105
20,Blainville-Boisbriand Armada,204,112,56.43,763,584,179,52.573,6170,5462,708,12.132,0.896,101.732
21,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
22,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
23,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
24,Sherbrooke Phoenix,136,30,38.75,361,571,-210,41.97,3567,4931,-1364,9.92,0.887,98.535
25,Charlottetown Islanders,68,15,41.76,180,251,-71,46.66,2189,2502,-313,8.1,0.906,98.72
