,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Keith Aucoin,C,ALB/HER/TOR/CHI,33.867,437,145,271,152,416,568,1059,13.392,0.242,0.452,0.304,0.688,0.995,1.88
1,Mark Mancari,RW,RCH/POR/CHI/SA,28.185,621,207,183,127,390,517,1891,8.047,0.222,0.251,0.21,0.474,0.677,2.672
2,Darren Haydar,RW,CHI/GR/LE,31.916,487,182,192,138,374,512,1237,12.558,0.308,0.322,0.232,0.636,0.858,2.448
3,Martin St. Pierre,C,NOR/RFD/PRO/BNG/SPR/HAM,28.989,492,134,215,147,349,496,1027,10.76,0.212,0.311,0.25,0.523,0.782,1.922
4,Alexandre Giroux,LW,HER/CHI/OKC/SPR,29.28,408,245,135,90,380,470,1504,14.606,0.509,0.309,0.212,0.82,1.03,3.455
5,Corey Locke,C,HAM/HOU/HFD/BNG/CHI/ABB,27.871,484,147,170,149,317,466,1079,10.884,0.223,0.376,0.31,0.602,0.918,2.019
6,Chris Bourque,LW,HER/PRO/HFD,27.019,452,162,167,132,329,461,1512,11.834,0.36,0.359,0.288,0.712,0.999,3.112
7,Kris Newbury,C,TOR/HFD/GR/CT/HER/ADK,31.574,529,147,185,111,332,443,1395,11.799,0.277,0.275,0.221,0.554,0.775,2.378
8,T.J. Hensick,C,LE/PEO/HFD/HAM,27.772,438,130,178,123,308,431,1086,11.786,0.264,0.334,0.254,0.598,0.852,2.282
9,Jeff Taffe,C,SA/WBS/RCH/RFD/HOU/HER,31.578,513,171,151,108,322,430,1393,11.305,0.286,0.276,0.2,0.56,0.766,2.511
10,Jason Krog,C,CHI/MTB,33.998,356,128,174,126,302,428,889,11.708,0.284,0.44,0.334,0.718,1.056,2.326
11,Brett Sterling,LW,CHI/WBS/PEO/POR,27.41,440,224,121,78,345,423,1329,16.006,0.473,0.268,0.167,0.741,0.908,2.951
12,Ben Walter,C,PRO/BRI/LOW/LE/ABB,27.363,504,143,167,109,310,419,1081,13.305,0.247,0.324,0.198,0.574,0.771,1.873
13,Jon DiSalvatore,RW,PEO/SA/LOW/HOU/HER/SYR,31.471,567,169,137,104,306,410,1344,13.967,0.27,0.208,0.196,0.475,0.676,1.934
14,Jason Jaffray,LW,MTB/ABB/STJ,32.215,478,167,134,100,301,401,1177,14.521,0.294,0.213,0.174,0.507,0.68,2.038
15,Cal O'Reilly,C,MIL/WBS/POR/UTI,26.6,414,74,173,124,247,371,569,9.608,0.132,0.386,0.288,0.518,0.807,1.381
16,Andrew Gordon,RW,HER/CHI/SYR/STJ/LV,27.764,502,167,125,74,292,366,1233,12.247,0.278,0.212,0.135,0.485,0.621,2.281
17,Travis Morin,C,HER/TEX,29.692,413,121,130,108,251,359,981,12.324,0.345,0.343,0.33,0.689,1.02,2.728
18,Trevor Smith,C,BRI/SYR/SPR/NOR/WBS/TOR,28.604,453,153,107,86,260,346,1119,15.272,0.312,0.314,0.152,0.627,0.778,2.105
19,Jerome Samson,RW,ALB/CHA/STJ/SYR,26.04,450,161,114,69,275,344,1635,6.078,0.194,0.211,0.118,0.404,0.521,2.708
20,Chris Conner,LW,IOW/PEO/WBS/GR/POR/HER,29.734,398,124,129,72,253,325,975,13.36,0.308,0.289,0.186,0.601,0.783,2.314
21,Jon Matsumoto,C,PHI/ADK/CHA/SA/CHI/WOR,25.932,486,145,120,60,265,325,1132,12.072,0.24,0.168,0.095,0.41,0.506,1.968
22,Graham Mink,RW,WOR/HER/RCH/PEO/PRO,32.338,418,157,94,73,251,324,1106,14.311,0.322,0.208,0.14,0.53,0.674,2.292
23,Andrew Ebbett,C,BNG/POR/IOW/SA/CHI/WBS,30.531,335,106,124,90,230,320,801,16.082,0.347,0.295,0.325,0.636,0.962,2.144
24,Kyle Wilson,C,HER/SA/SPR/MIL/SYR/NOR,26.766,427,149,98,72,247,319,996,11.646,0.292,0.194,0.117,0.487,0.604,2.483
25,Nick Drazenovic,C,PEO/SPR/WBS,26.678,469,121,113,81,234,315,1027,13.565,0.284,0.273,0.197,0.557,0.754,2.132
26,Ryan Potulny,C,PHI/SPR/BNG/RFD/HER/HFD,29.031,433,152,91,70,243,313,1221,7.33,0.15,0.13,0.074,0.278,0.354,1.78
27,David Van der Gulik,LW,OMA/QC/ABB/LE/MCH,30.411,535,137,104,66,241,307,1188,13.086,0.266,0.176,0.102,0.444,0.545,2.019
28,Dane Byers,LW,HFD/CT/SA/SPR/OKC/HER,27.569,559,128,108,67,236,303,1005,10.631,0.178,0.119,0.149,0.302,0.446,1.65
29,Danny Syvret,D,GR/HER/SPR/PHI/ADK/SYR/PEO/HFD/WBS/IA,28.261,572,61,120,121,181,302,1033,6.014,0.098,0.167,0.184,0.265,0.454,1.67
