,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,1048,598,56.531,4019,3342,677,51.427,34875,32242,2633,11.591,0.906,102.154
1,Moncton Wildcats,1048,559,53.57,3716,3306,410,52.744,34397,32448,1949,10.572,0.899,100.464
2,Shawinigan Cataractes,1048,550,46.088,3821,3399,422,47.401,33251,32037,1214,9.948,0.895,99.446
3,Halifax Mooseheads,1048,519,56.345,3753,3579,174,53.963,34507,32299,2208,12.134,0.891,101.267
4,Rouyn-Noranda Huskies,1048,497,47.508,3896,3942,-46,48.787,33102,32612,490,12.288,0.87,99.369
5,Drummondville Voltigeurs,1048,493,51.268,3683,3719,-36,53.571,33780,32260,1520,10.692,0.884,99.0
6,Victoriaville Tigres,1048,490,53.212,3840,3808,32,50.688,34442,34902,-460,11.489,0.896,101.047
7,Cape Breton Screaming Eagles,1048,483,39.084,3476,3607,-131,45.744,33116,33741,-625,9.39,0.876,96.945
8,Acadie-Bathurst Titan,1048,465,47.388,3634,3806,-172,48.436,33677,34008,-331,10.602,0.891,99.689
9,Rimouski Oceanic,1048,462,52.292,3856,4117,-261,49.712,33959,35363,-1404,11.894,0.892,101.045
10,Chicoutimi Sagueneens,1048,457,47.736,3463,3749,-286,48.98,31655,33689,-2034,10.004,0.895,99.482
11,Baie-Comeau Drakkar,1048,452,51.131,3571,3890,-319,53.57,31991,33776,-1785,10.314,0.887,98.956
12,Val-d'Or Foreurs,1048,438,48.412,3614,3985,-371,49.249,32517,33640,-1123,11.185,0.886,99.728
13,Gatineau Olympiques,690,350,47.303,2462,2267,195,47.569,20474,20158,316,11.928,0.88,99.92
14,PEI Rocket,690,294,48.761,2299,2493,-194,48.278,20769,23031,-2262,10.833,0.89,99.903
15,Lewiston MAINEiacs,554,263,49.223,1841,1824,17,50.043,17927,16891,1036,10.894,0.889,99.788
16,Saint John Sea Dogs,550,256,49.925,1935,1915,20,48.952,17349,17788,-439,10.542,0.899,100.504
17,Hull Olympiques,358,187,52.019,1399,1313,86,50.11,11030,11371,-341,12.098,0.888,100.846
18,Sherbrooke Castors,358,167,49.688,1248,1299,-51,49.298,11471,11607,-136,10.514,0.897,100.128
19,Montreal Rocket,288,120,47.41,979,1127,-148,49.466,9284,9476,-192,10.491,0.886,99.105
20,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
21,Blainville-Boisbriand Armada,136,74,57.18,523,393,130,54.005,4313,3688,625,11.905,0.896,101.525
22,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
23,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
24,Sherbrooke Phoenix,68,16,39.87,183,276,-93,42.7,1826,2450,-624,9.87,0.889,98.75
