,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,952,553,58.412,3611,2907,704,52.668,32738,32190,548,10.708,0.916,102.262
1,Plymouth Whalers,952,549,57.495,3482,2752,730,53.008,32130,30989,1141,10.805,0.911,101.826
2,Kitchener Rangers,952,535,54.156,3435,2906,529,51.579,35086,32067,3019,8.958,0.92,100.957
3,Barrie Colts,952,505,53.876,3351,2967,384,49.14,33392,32728,664,10.169,0.914,101.55
4,Guelph Storm,952,486,52.332,3244,3007,237,51.238,32307,31050,1257,9.939,0.906,100.474
5,Windsor Spitfires,952,481,47.168,3466,3269,197,49.24,33895,31620,2275,9.389,0.898,99.107
6,Ottawa 67's,944,478,47.151,3475,3130,345,46.089,33340,32700,640,10.454,0.899,100.399
7,Belleville Bulls,946,472,51.574,3157,3036,121,49.836,31678,32570,-892,9.024,0.916,100.554
8,Brampton Battalion,952,460,50.982,3029,2924,105,55.962,32665,29624,3041,8.136,0.902,98.267
9,Sault Ste. Marie Greyhounds,952,439,48.666,3121,3250,-129,49.541,31421,31710,-289,10.379,0.892,99.476
10,Peterborough Petes,950,416,43.451,3048,3391,-343,48.274,31891,34297,-2406,8.552,0.899,98.386
11,Sarnia Sting,952,407,48.262,3137,3380,-243,47.502,31790,32862,-1072,10.895,0.894,100.332
12,Owen Sound Attack,884,403,55.003,2977,3003,-26,51.732,32100,29640,2460,9.448,0.915,100.947
13,Erie Otters,952,385,40.952,3072,3627,-555,45.16,31738,33502,-1764,9.434,0.888,98.204
14,Kingston Frontenacs,952,379,43.476,3148,3662,-514,47.882,32670,35517,-2847,9.063,0.894,98.367
15,Oshawa Generals,948,376,52.166,3172,3556,-384,53.403,32574,32713,-139,9.314,0.902,99.466
16,Sudbury Wolves,950,373,47.583,2931,3329,-398,47.466,30562,33155,-2593,9.835,0.901,99.953
17,Saginaw Spirit,748,311,50.016,2437,2612,-175,48.896,24477,26266,-1789,10.479,0.9,100.432
18,Toronto St. Michael's Majors,540,256,44.602,1708,1844,-136,46.044,18118,19158,-1040,9.95,0.895,99.426
19,Niagara IceDogs,408,198,52.734,1449,1313,136,52.58,14296,13167,1129,9.966,0.902,100.102
20,Mississauga IceDogs,544,197,50.766,1678,2199,-521,52.625,18552,20160,-1608,10.124,0.892,99.29
21,Mississauga St. Michael's Majors,272,127,50.076,837,832,5,49.318,8846,8629,217,9.358,0.908,100.195
22,North Bay Centennials,202,81,45.61,623,714,-91,49.028,6968,7192,-224,8.48,0.904,98.805
23,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
24,Owen Sound Platers,68,25,44.8,237,292,-55,46.3,2485,2882,-397,9.43,0.901,99.48
25,Mississauga Steelheads,68,22,45.1,175,213,-38,49.01,2079,2163,-84,8.15,0.906,98.72
