,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,1110,597,49.467,4133,3611,522,47.89,35542,34394,1148,11.274,0.896,100.854
1,Moncton Wildcats,1110,575,52.416,3925,3560,365,51.47,35655,34736,919,11.622,0.888,100.449
2,Shawinigan Cataractes,1110,558,52.298,3944,3607,337,50.098,34454,34080,374,11.169,0.898,100.905
3,Rouyn-Noranda Huskies,1110,538,56.131,4105,4057,48,54.328,34877,33633,1244,12.119,0.886,100.692
4,Cape Breton Screaming Eagles,1110,533,51.323,3819,3769,50,51.817,35524,34274,1250,11.578,0.883,99.774
5,Halifax Mooseheads,1110,522,47.416,3846,3809,37,49.708,35645,33681,1964,10.19,0.887,98.88
6,Drummondville Voltigeurs,1110,521,45.036,3752,3781,-29,48.962,35068,33079,1989,10.089,0.884,98.45
7,Victoriaville Tigres,1110,515,49.988,3997,3971,26,47.727,35254,36524,-1270,11.964,0.891,101.065
8,Val-d'Or Foreurs,1110,510,56.303,3935,3968,-33,52.828,34707,34516,191,12.23,0.893,101.477
9,Chicoutimi Sagueneens,1110,489,48.094,3635,3785,-150,47.495,33549,34924,-1375,10.152,0.901,100.213
10,Baie-Comeau Drakkar,1110,486,42.398,3724,4008,-284,48.128,34010,35117,-1107,9.08,0.884,97.474
11,Rimouski Oceanic,1110,485,53.382,3945,4167,-222,51.778,35052,36137,-1085,10.526,0.9,100.503
12,Gatineau Olympiques,894,459,54.538,3191,2890,301,53.605,26823,25616,1207,11.242,0.892,100.466
13,Acadie-Bathurst Titan,1110,456,43.088,3610,4007,-397,47.421,34715,35881,-1166,9.448,0.889,98.298
14,Saint John Sea Dogs,754,340,50.303,2586,2624,-38,49.57,23644,24673,-1029,10.423,0.899,100.332
15,PEI Rocket,690,294,48.761,2299,2493,-194,48.278,20769,23031,-2262,10.833,0.89,99.903
16,Lewiston MAINEiacs,554,263,49.223,1841,1824,17,50.043,17927,16891,1036,10.894,0.889,99.788
17,Blainville-Boisbriand Armada,340,173,51.422,1172,961,211,51.731,9929,8902,1027,10.563,0.896,100.138
18,Hull Olympiques,216,112,51.748,784,759,25,49.998,6329,6535,-206,12.088,0.887,100.782
19,Sherbrooke Castors,216,94,49.29,713,772,-59,49.145,6760,7170,-410,10.362,0.897,100.038
20,Montreal Rocket,216,87,47.12,703,814,-111,49.57,6866,6959,-93,10.41,0.886,98.965
21,Sherbrooke Phoenix,272,83,44.852,789,1051,-262,46.793,7623,9185,-1562,10.08,0.892,99.186
22,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
23,Charlottetown Islanders,204,81,47.26,629,720,-91,48.365,6549,7051,-502,9.552,0.902,99.755
24,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
25,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
