,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,1368,784,55.294,4912,3917,995,54.225,43084,37947,5137,10.622,0.898,100.366
1,Kelowna Rockets,1368,751,58.028,4699,3922,777,51.815,42829,38967,3862,11.398,0.91,102.393
2,Brandon Wheat Kings,1368,741,58.234,5059,4385,674,54.903,44725,41534,3191,11.004,0.904,101.318
3,Spokane Chiefs,1368,691,49.758,4472,4083,389,51.516,44122,39202,4920,9.915,0.893,99.191
4,Red Deer Rebels,1368,670,53.239,4230,4043,187,50.913,41861,41027,834,9.96,0.91,100.971
5,Kootenay Ice,1224,667,50.636,4056,3534,522,49.658,38086,35769,2317,9.945,0.904,100.265
6,Tri-City Americans,1368,662,47.503,4504,4455,49,47.18,42110,43049,-939,10.169,0.9,100.212
7,Swift Current Broncos,1368,657,45.95,4252,4213,39,48.007,42217,42241,-24,8.59,0.908,99.367
8,Kamloops Blazers,1368,655,48.915,4399,4449,-50,48.932,41848,43015,-1167,9.57,0.904,99.916
9,Medicine Hat Tigers,1368,654,49.424,4681,4593,88,52.158,43109,42698,411,9.27,0.896,98.909
10,Seattle Thunderbirds,1368,611,51.578,4240,4411,-171,50.921,42567,43933,-1366,9.561,0.907,100.266
11,Moose Jaw Warriors,1368,596,48.023,4405,4727,-322,47.063,42239,44815,-2576,10.131,0.904,100.484
12,Regina Pats,1368,589,49.696,4317,4676,-359,49.732,40836,43368,-2532,9.822,0.902,99.924
13,Saskatoon Blades,1368,587,41.904,4252,4755,-503,46.002,41314,45046,-3732,9.653,0.886,98.212
14,Lethbridge Hurricanes,1368,557,48.655,4209,4717,-508,45.845,39363,42715,-3352,10.906,0.904,101.295
15,Prince George Cougars,1368,549,46.992,4175,4907,-732,49.582,42376,44709,-2333,9.442,0.896,98.969
16,Prince Albert Raiders,1368,539,48.031,4116,4856,-740,49.599,42112,44772,-2660,9.244,0.903,99.466
17,Vancouver Giants,1080,504,43.824,3457,3387,70,49.725,34133,30517,3616,8.922,0.888,97.716
18,Everett Silvertips,936,433,51.4,2529,2524,5,51.378,26240,28066,-1826,9.322,0.908,100.19
19,Portland Winter Hawks,864,349,36.016,2495,3074,-579,43.242,25724,28236,-2512,8.123,0.89,97.208
20,Portland Winterhawks,504,314,54.254,2067,1522,545,50.316,18763,16500,2263,10.325,0.911,101.398
21,Edmonton Oil Kings,648,294,50.612,2045,1958,87,54.865,21291,19274,2017,8.556,0.898,98.426
22,Victoria Royals,360,178,57.318,1201,1127,74,51.185,10854,11184,-330,11.128,0.912,102.34
23,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
24,Edmonton Ice,72,18,42.46,242,328,-86,45.79,2228,2638,-410,10.78,0.877,98.48
25,Kootenay ICE,72,11,32.63,154,318,-164,40.52,1875,2752,-877,8.16,0.887,96.87
