,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Ty Rattie,RW,POR,18.734,259,150,111,86,261,347,0.68,0.505,0.364,1.182,1.546
1,Brendan Ranford,LW,KAM,19.494,279,124,129,77,253,330,0.411,0.496,0.316,0.906,1.223
2,Justin Feser,C,T.C,19.256,288,143,99,83,242,325,0.54,0.418,0.305,0.96,1.258
3,Michael St. Croix,C,EDM,18.558,278,127,137,54,264,318,0.494,0.522,0.206,1.025,1.23
4,Jordan Weal,C,REG,18.668,214,119,117,78,236,314,0.568,0.552,0.4,1.118,1.518
5,Brendan Shinnimin,C,T.C,19.938,199,119,113,80,232,312,0.66,0.59,0.415,1.248,1.662
6,Josh Nicholls,RW,SAS,19.51,269,129,95,64,224,288,0.556,0.334,0.246,0.89,1.141
7,Colin Smith,C,KAM,18.364,264,102,101,64,203,267,0.456,0.451,0.279,0.906,1.184
8,Shane McColgan,C,KEL/SAS,18.83,277,83,93,89,176,265,0.288,0.368,0.304,0.648,0.952
9,Adam Hughesman,LW,T.C,19.796,203,107,94,60,201,261,0.57,0.48,0.318,1.05,1.368
10,Brenden Kichton,D,SPO,19.368,276,66,112,81,178,259,0.268,0.474,0.312,0.739,1.052
11,Mark Stone,RW,BDN,18.591,176,89,113,55,202,257,0.51,0.652,0.322,1.162,1.482
12,Dylan Wruck,LW,EDM,19.103,258,86,94,75,180,255,0.319,0.412,0.356,0.738,1.094
13,Emerson Etem,RW,M.H,18.498,202,143,79,30,222,252,0.77,0.448,0.14,1.218,1.358
14,Brendan  Gallagher,RW,VAN,18.61,192,126,78,45,204,249,0.69,0.41,0.242,1.1,1.34
15,Mark  McNeill,C,P.A,18.687,272,97,83,63,180,243,0.376,0.335,0.25,0.711,0.962
16,T.J. Foster,RW,EDM,19.426,272,92,79,69,171,240,0.369,0.302,0.305,0.674,0.978
17,Brooks Macek,RW,T.C/CAL,19.462,259,80,82,70,162,232,0.358,0.332,0.27,0.684,0.952
18,Brenden Walker,C,BDN/SAS,19.346,269,93,80,55,173,228,0.389,0.345,0.221,0.734,0.96
