,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,826,465,54.683,3214,2586,628,49.278,26669,25537,1132,12.298,0.902,102.438
1,Moncton Wildcats,826,450,53.084,2944,2486,458,50.522,26885,25221,1664,11.633,0.896,101.228
2,Gatineau Olympiques,826,415,50.026,2943,2718,225,50.61,24607,23917,690,11.494,0.883,99.803
3,Drummondville Voltigeurs,826,413,48.614,2888,2673,215,51.264,26932,23617,3315,10.208,0.889,99.03
4,Cape Breton Screaming Eagles,826,393,47.95,2778,2749,29,50.086,26446,24786,1660,10.975,0.882,99.079
5,Shawinigan Cataractes,826,387,48.745,2795,2747,48,47.464,25349,26414,-1065,10.517,0.901,100.602
6,Rimouski Oceanic,826,380,56.516,3014,2960,54,53.406,25918,26132,-214,11.532,0.896,101.098
7,Rouyn-Noranda Huskies,826,379,49.552,2986,3073,-87,52.086,25557,24844,713,11.737,0.87,98.815
8,Halifax Mooseheads,826,372,53.68,2862,2877,-15,53.374,26520,24920,1600,11.07,0.89,100.078
9,Chicoutimi Sagueneens,826,365,45.26,2657,2700,-43,48.72,24487,25488,-1001,9.224,0.894,98.556
10,Victoriaville Tigres,826,353,49.873,2858,2963,-105,47.864,25945,27270,-1325,11.537,0.894,100.899
11,Val-d'Or Foreurs,826,339,52.685,2802,3059,-257,51.904,25312,26371,-1059,12.058,0.884,100.375
12,Baie-Comeau Drakkar,826,335,52.132,2689,3010,-321,51.173,25078,26035,-957,10.438,0.899,100.288
13,Acadie-Bathurst Titan,826,304,39.243,2616,3061,-445,46.46,25315,27100,-1785,8.635,0.887,97.234
14,Saint John Sea Dogs,686,302,47.246,2332,2402,-70,47.68,21329,22489,-1160,10.066,0.898,99.884
15,PEI Rocket,690,294,48.761,2299,2493,-194,48.278,20769,23031,-2262,10.833,0.89,99.903
16,Lewiston MAINEiacs,554,263,49.223,1841,1824,17,50.043,17927,16891,1036,10.894,0.889,99.788
17,Blainville-Boisbriand Armada,272,149,56.925,1003,762,241,53.532,8135,7103,1032,11.856,0.896,101.426
18,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
19,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
20,Sherbrooke Phoenix,204,59,43.295,582,812,-230,46.095,5580,6926,-1346,10.34,0.884,98.692
21,Charlottetown Islanders,136,48,45.07,404,490,-86,47.81,4335,4739,-404,9.145,0.901,99.23
22,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
