,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,1156,707,60.088,4631,3484,1147,51.41,39858,38305,1553,12.465,0.912,103.655
1,Kitchener Rangers,1156,626,51.0,4110,3585,525,49.786,41850,37797,4053,10.86,0.9,100.866
2,Barrie Colts,1156,585,48.141,4064,3690,374,48.784,39633,39214,419,10.294,0.894,99.649
3,Windsor Spitfires,1156,578,53.332,4201,3957,244,51.323,40633,38079,2554,10.534,0.904,100.928
4,Guelph Storm,1156,570,42.361,3920,3765,155,46.309,38525,38093,432,9.09,0.893,98.313
5,Sault Ste. Marie Greyhounds,1156,564,56.232,3977,3859,118,52.51,38427,37864,563,11.32,0.902,101.524
6,Ottawa 67's,1150,547,47.369,4121,3956,165,47.511,38800,39560,-760,10.959,0.892,100.094
7,Plymouth Whalers,1020,544,46.958,3599,3064,535,46.409,33766,34408,-642,9.459,0.91,100.439
8,Owen Sound Attack,1156,540,56.597,3918,3833,85,55.153,41394,38203,3191,10.068,0.905,100.557
9,Erie Otters,1156,537,60.717,4063,4142,-79,56.72,38769,38460,309,12.196,0.897,101.858
10,Peterborough Petes,1154,500,49.079,3710,4170,-460,47.944,37968,41549,-3581,9.874,0.904,100.296
11,Oshawa Generals,1152,488,51.963,3880,4110,-230,51.224,39164,38447,717,9.532,0.907,100.144
12,Sarnia Sting,1156,479,49.362,3869,4253,-384,48.356,37952,39869,-1917,11.365,0.893,100.641
13,Kingston Frontenacs,1156,475,50.257,3803,4246,-443,52.478,39574,40957,-1383,8.677,0.906,99.246
14,Belleville Bulls,1014,467,45.878,3238,3332,-94,47.652,33327,35359,-2032,8.751,0.906,99.316
15,Brampton Battalion,884,429,50.983,2816,2698,118,55.962,30267,27300,2967,8.136,0.902,98.267
16,Saginaw Spirit,1020,413,44.871,3305,3654,-349,49.259,33405,35543,-2138,9.184,0.889,98.001
17,Sudbury Wolves,1156,413,40.699,3428,4246,-818,45.058,36532,40900,-4368,8.998,0.893,98.221
18,Niagara IceDogs,680,307,47.366,2356,2291,65,48.426,23392,22444,948,9.381,0.902,99.59
19,Toronto St. Michael's Majors,474,239,44.69,1510,1568,-58,46.083,15848,16479,-631,9.954,0.895,99.444
20,Mississauga IceDogs,476,188,50.747,1518,1853,-335,52.606,16335,17119,-784,10.13,0.892,99.287
21,Mississauga St. Michael's Majors,272,127,50.076,837,832,5,49.318,8846,8629,217,9.358,0.908,100.195
22,Mississauga Steelheads,340,126,48.757,963,1177,-214,49.205,10423,11531,-1108,9.644,0.902,99.846
23,North Bay Battalion,272,122,47.611,877,859,18,51.116,8852,7864,988,9.446,0.892,98.626
24,North Bay Centennials,136,55,47.075,417,467,-50,49.9,4811,4836,-25,8.455,0.906,98.99
25,Hamilton Bulldogs,136,54,47.27,431,481,-50,49.025,4145,4314,-169,10.1,0.892,99.22
26,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
27,Flint Firebirds,136,48,44.285,409,514,-105,49.26,4307,4433,-126,9.15,0.888,97.875
