,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Omaha Lancers,841,436,51.753,2712,2302,410,50.207,25615,24054,1561,9.625,0.91,100.565
1,Waterloo Black Hawks,839,436,56.124,2852,2460,392,54.732,28107,24010,4097,9.673,0.908,100.502
2,Cedar Rapids RoughRiders,841,415,45.488,2729,2400,329,46.899,25236,25829,-593,9.241,0.901,99.338
3,Green Bay Gamblers,842,409,52.092,2580,2403,177,51.804,25426,24977,449,9.19,0.91,100.172
4,Sioux Falls Stampede,839,400,49.942,2578,2480,98,46.711,25421,26029,-608,9.82,0.915,101.274
5,Lincoln Stars,842,399,51.431,2645,2558,87,51.125,26942,25540,1402,9.269,0.908,100.066
6,Sioux City Musketeers,770,326,48.752,2312,2304,8,50.346,23767,23746,21,8.325,0.91,99.27
7,Chicago Steel,843,324,51.894,2450,2871,-421,50.013,24915,28004,-3089,10.534,0.902,100.749
8,Tri-City Storm,842,322,47.733,2293,2673,-380,49.142,25292,25356,-64,8.515,0.912,99.65
9,Indiana Ice,600,291,55.6,2012,1909,103,53.092,18579,18409,170,10.667,0.903,100.974
10,Fargo Force,604,281,56.561,1801,1710,91,53.174,18477,18131,346,9.397,0.918,101.214
11,Des Moines Buccaneers,843,279,45.492,2388,2924,-536,48.326,25600,27795,-2195,8.712,0.902,98.922
12,Dubuque Fighting Saints,484,271,52.004,1611,1317,294,54.094,15329,12847,2482,9.75,0.894,99.12
13,Youngstown Phantoms,544,235,50.779,1660,1721,-61,48.671,15749,16529,-780,10.047,0.908,100.899
14,Team USA,544,223,51.631,1802,1902,-100,49.68,16460,16613,-153,12.425,0.887,101.101
15,Muskegon Lumberjacks,484,200,50.263,1457,1594,-137,51.752,14938,15746,-808,9.473,0.898,99.2
16,Madison Capitols,240,86,44.26,650,813,-163,43.694,6865,8515,-1650,9.495,0.908,100.228
17,Bloomington Thunder,180,81,48.368,490,507,-17,52.433,5629,5040,589,8.288,0.904,98.688
18,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
19,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
20,Central Illinois Flying Aces,60,12,38.5,159,254,-95,47.48,1725,1908,-183,9.01,0.871,96.15
