,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
0,Alex Barre-Boulet,C,DRU/BLB,19.446,263,140,124,73,264,337,876,16.225,0.632,0.51,0.33,1.135,1.468,3.832,34.085,0.519,1399.198,21.43,1.726,1.416,0.913,3.142,4.055,10.621,1.46,19.244,18.284,56.999,50.612,22.475,66.331,433,240,25,117,23.771,37,162,21.229,78,597,13.504,2453,4808,52.036
1,Conor Garland,RW,MON,18.764,180,98,140,73,238,311,782,12.418,0.562,0.798,0.415,1.36,1.778,4.605,35.88,0.587,1374.445,22.655,1.485,2.092,1.092,3.578,4.67,12.102,1.545,19.165,18.158,54.638,48.31,27.215,66.768,379,186,14,81,12.47,32,152,21.318,52,549,9.538,46,100,44.575
2,Vitalii Abramov,RW,GAT/VIC,18.607,185,129,124,48,253,301,681,19.458,0.725,0.72,0.245,1.442,1.695,3.725,40.352,0.67,1293.388,21.5,2.025,1.995,0.695,4.02,4.715,10.4,1.87,19.16,18.105,59.775,49.602,27.295,73.105,371,149,33,123,29.945,30,135,24.002,66,423,15.72,606,1058,54.4
3,Nicolas Roy,C,CHI/SHE,18.212,367,124,104,57,228,285,889,7.255,0.201,0.186,0.099,0.391,0.492,1.928,14.547,0.256,817.452,14.676,0.629,0.612,0.362,1.241,1.602,7.406,0.904,17.912,17.96,48.946,53.482,-3.038,42.84,402,289,52,194,10.81,30,167,8.053,42,528,5.581,3502,6498,51.514
4,Maxime Fortier,RW,HAL,18.813,263,104,105,61,209,270,906,11.264,0.444,0.447,0.23,0.896,1.127,3.796,32.694,0.53,1236.036,20.258,1.292,1.305,0.691,2.59,3.283,11.18,1.549,18.551,18.145,53.08,50.472,10.458,56.311,378,275,37,147,24.657,26,143,16.28,41,616,6.835,214,576,32.555
5,Antoine Morand,C,BAT/HAL,18.699,238,90,113,66,203,269,581,15.647,0.381,0.489,0.292,0.867,1.16,2.45,19.685,0.324,1079.245,18.136,1.255,1.621,0.968,2.882,3.845,8.095,1.066,19.13,17.735,63.745,48.379,16.602,71.454,394,190,28,123,21.624,28,106,28.404,34,352,9.936,1816,3479,53.45
6,Daniel Sprong,RW,CHA,18.624,199,117,106,38,223,261,815,17.435,0.762,0.556,0.266,1.32,1.585,4.339,20.284,0.518,829.556,20.496,2.249,1.629,0.778,3.879,4.656,12.706,1.514,19.036,17.949,56.745,47.04,18.331,68.444,324,186,26,80,42.626,42,146,34.772,49,589,9.802,52,127,43.261
7,Alexandre Goulet,C,CHA/VIC,19.572,262,133,75,50,208,258,735,17.822,0.532,0.322,0.242,0.861,1.101,3.034,31.018,0.471,1282.466,19.371,1.65,0.997,0.735,2.645,3.38,9.334,1.452,18.476,18.085,52.331,50.491,22.198,62.175,369,234,42,171,24.106,31,139,24.964,60,425,13.71,887,1730,48.604
8,Peter Abbandonato,C,ROU,19.602,255,79,114,56,193,249,550,13.848,0.371,0.548,0.305,0.918,1.224,2.69,19.736,0.318,1209.764,19.398,1.11,1.644,0.911,2.751,3.663,8.088,0.951,18.586,17.908,64.755,49.244,9.958,69.936,370,179,19,84,21.388,24,97,26.541,36,369,8.558,1603,3218,50.502
9,Francis Perron,LW,ROU,18.66,194,86,96,57,182,239,642,13.782,0.502,0.558,0.308,1.062,1.37,3.548,25.678,0.408,1268.508,19.892,1.48,1.645,0.935,3.118,4.058,10.528,1.195,18.958,18.602,58.91,52.48,11.08,63.758,315,188,15,57,26.92,27,84,31.488,44,501,9.29,179,412,42.35
10,Matthew Highmore,C,SNB,19.676,259,86,83,69,169,238,790,12.481,0.408,0.396,0.321,0.806,1.124,3.195,26.875,0.418,1259.035,19.504,1.235,1.201,0.958,2.431,3.39,9.806,1.27,19.016,18.358,58.845,50.512,15.054,65.197,364,229,32,138,25.712,27,124,22.258,27,528,6.512,2632,5162,52.039
11,Mitchell Balmas,LW/RW,CHA/GAT/BAT/CAP,19.556,313,126,57,55,183,238,849,16.168,0.563,0.261,0.213,0.826,1.04,3.348,23.58,0.387,1159.521,19.199,1.7,0.79,0.67,2.488,3.157,10.291,1.188,18.786,17.92,56.86,49.873,16.1,65.517,388,216,20,90,23.427,27,125,22.771,79,634,13.659,816,1687,48.954
12,Maxime Comtois,LW,VIC/DRU,18.811,199,116,62,57,178,235,598,23.734,0.928,0.376,0.334,1.305,1.639,3.742,17.794,0.498,777.158,20.251,2.73,1.108,0.984,3.84,4.824,11.051,1.461,19.032,17.986,62.609,49.691,20.211,74.068,336,192,38,103,43.515,21,95,23.789,57,400,19.014,604,1244,43.71
13,Alexis D'Aoust,RW,SHA,19.576,242,110,75,48,185,233,792,14.728,0.526,0.342,0.241,0.87,1.11,3.504,31.015,0.542,1155.135,20.104,1.541,0.984,0.705,2.524,3.229,10.352,1.59,18.892,18.092,57.696,49.521,25.662,69.189,381,187,38,150,25.16,26,155,18.639,46,487,9.964,35,101,35.239
14,Anthony Richard,C,VDO,17.986,190,105,80,45,185,230,672,15.82,0.578,0.47,0.245,1.047,1.292,3.675,28.518,0.465,1229.918,19.95,1.718,1.375,0.738,3.093,3.828,10.902,1.378,18.885,18.325,59.035,52.262,3.17,59.028,299,216,29,99,29.78,29,101,28.712,47,472,9.958,296,684,42.51
15,Alex Dostie,C,GAT/CHA,18.55,233,86,74,63,160,223,488,17.711,0.419,0.361,0.288,0.78,1.066,2.367,24.6,0.414,1071.99,17.931,1.375,1.196,0.948,2.572,3.515,7.794,1.355,19.062,17.873,57.488,49.522,14.175,64.599,319,177,25,102,26.992,25,126,19.03,36,260,13.652,874,1928,47.138
16,Anthony Beauregard,C,VDO,19.084,203,69,98,54,167,221,431,16.102,0.37,0.515,0.282,0.883,1.165,2.285,21.67,0.322,1175.51,17.43,1.22,1.728,0.965,2.952,3.92,7.855,1.09,19.158,18.105,58.635,51.088,11.635,64.99,304,166,22,66,33.352,18,82,21.248,29,283,10.48,1990,3534,56.002
17,Giovanni Fiore,LW,DRU/SHA/CAP,19.216,252,113,63,45,176,221,860,13.302,0.596,0.308,0.205,0.909,1.114,4.322,37.69,0.607,1157.648,18.581,1.841,0.97,0.659,2.806,3.465,13.488,1.871,18.214,17.854,55.362,50.689,14.885,64.257,299,171,32,122,26.604,22,120,19.429,59,618,9.602,52,117,43.638
18,Filip Chlapik,C,CHA,18.535,173,79,81,60,160,220,603,12.765,0.488,0.508,0.358,0.995,1.352,3.765,23.935,0.415,1144.83,19.885,1.45,1.538,1.072,2.988,4.06,11.305,1.255,19.028,17.958,56.71,48.897,14.925,62.97,286,174,24,75,32.665,19,93,19.05,36,435,8.137,1192,2377,50.8
19,Christophe Boivin,LW,BAT,19.714,255,102,71,46,173,219,883,12.389,0.5,0.354,0.209,0.852,1.062,3.91,33.742,0.519,1207.438,18.625,1.589,1.108,0.68,2.694,3.37,12.47,1.649,18.309,17.675,51.552,49.212,22.559,62.692,306,212,30,102,31.084,19,143,16.426,53,638,8.575,76,192,42.58
20,Cameron Askew,RW,DRU/MON/SHA/CHA,19.405,327,100,62,56,162,218,823,11.129,0.332,0.194,0.159,0.526,0.684,2.954,23.905,0.367,1116.849,17.179,1.139,0.668,0.558,1.807,2.365,10.196,1.257,18.73,18.138,49.723,50.989,10.258,52.741,334,249,30,109,35.908,22,116,16.85,48,598,6.743,1557,3389,46.521
21,Spencer Smallman,RW,SNB,19.142,251,84,71,62,155,217,512,17.855,0.396,0.33,0.299,0.726,1.032,2.172,19.53,0.318,1082.199,17.692,1.332,1.11,1.012,2.442,3.45,7.346,1.08,19.095,18.284,58.709,51.044,9.908,62.859,320,215,32,105,34.912,20,95,19.338,32,312,11.939,122,313,40.728
