,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Travis Morin,C,TEX,32.688,618,167,205,156,372,528,1421,9.576,0.211,0.359,0.26,0.569,0.83,2.209
1,T.J. Hensick,C,LE/PEO/HFD/HAM/UTI/CHA/ONT,30.769,568,147,215,145,362,507,1280,10.151,0.2,0.328,0.221,0.534,0.754,1.992
2,Chris Bourque,LW,HER/PRO/HFD,30.566,446,153,171,136,324,460,1407,9.8,0.294,0.3,0.291,0.59,0.88,2.967
3,Chris Mueller,C,MIL/TEX/HFD/SD/TUC/TOR,30.534,590,184,154,108,338,446,1387,12.945,0.277,0.316,0.218,0.592,0.804,2.166
4,Chris Terry,LW,ALB/CHA/STJ/LAV,27.199,499,183,153,104,336,440,1378,14.241,0.46,0.384,0.189,0.836,1.03,3.16
5,T.J. Brennan,D,POR/RCH/TOR/RFD/LV,27.456,582,148,147,129,295,424,1556,9.48,0.255,0.26,0.257,0.516,0.774,2.71
6,Kris Newbury,C,HFD/GR/CT/HER/ADK/ONT/CHA/BAK,33.578,501,134,153,94,287,381,1167,13.785,0.232,0.196,0.103,0.432,0.531,1.718
7,Matthew Ford,RW,LE/HER/ADK/SPR/OKC/BAK/GR,31.938,573,184,104,88,288,376,1407,13.554,0.312,0.181,0.132,0.492,0.624,2.301
8,Chris Conner,LW,WBS/GR/POR/HER/LV,32.735,458,131,154,84,285,369,975,16.597,0.281,0.274,0.145,0.558,0.702,1.729
9,Andy Miele,C,POR/GR/LV,27.45,420,119,138,111,257,368,831,12.594,0.246,0.318,0.32,0.562,0.884,1.934
10,Phil Varone,C,RCH/BNG/LV,25.798,466,112,157,99,269,368,954,13.435,0.279,0.351,0.243,0.631,0.873,2.082
11,Bracken Kearns,C,RFD/SA/WOR/BRI/BNG,35.228,546,144,120,100,264,364,1011,13.724,0.249,0.215,0.197,0.464,0.662,1.792
12,Ben Street,C,WBS/ABB/LE/SA/GR,29.596,428,144,122,91,266,357,1366,10.534,0.34,0.33,0.282,0.674,0.95,3.267
13,Mark Mancari,RW,POR/CHI/RCH/SA,28.212,404,134,118,84,252,336,1249,8.055,0.223,0.252,0.21,0.476,0.68,2.673
14,Trevor Smith,C,BRI/SYR/SPR/NOR/WBS/TOR/MIL,31.358,456,133,114,89,247,336,995,14.147,0.256,0.241,0.193,0.491,0.684,1.826
15,Jason Akeson,RW,ADK/LV/RCH/BNG/SYR,26.302,406,115,122,96,237,333,1085,7.512,0.198,0.25,0.2,0.45,0.648,2.578
16,Carter Camper,C,PRO/SPR/BNG/HER/ALB/TUC/CLE,28.202,443,87,130,113,217,330,920,9.612,0.196,0.354,0.247,0.55,0.794,2.027
17,Keith Aucoin,C,HER/TOR/CHI,33.922,264,85,147,96,232,328,582,13.59,0.247,0.448,0.305,0.69,0.998,1.876
18,Greg Rallo,LW,TEX/SA,34.562,512,154,95,69,249,318,1352,15.391,0.26,0.17,0.11,0.429,0.536,1.804
19,Cole Schneider,LW,BNG/RCH/HFD,26.072,429,127,115,76,242,318,1031,10.95,0.266,0.295,0.176,0.558,0.738,2.403
20,Zach Boychuk,LW,ALB/CHA/BAK,24.963,405,141,114,61,255,316,1071,10.802,0.278,0.225,0.098,0.502,0.603,2.53
21,Eric Tangradi,LW,WBS/HAM/GR,27.54,426,150,101,65,251,316,1170,12.921,0.375,0.277,0.158,0.654,0.811,2.914
22,Joe Whitney,LW,POR/ALB/BRI/TUC/SA/HER/HFD,28.616,450,128,97,86,225,311,1127,11.007,0.25,0.199,0.162,0.449,0.607,2.21
23,Matt Taormina,D,LOW/ALB/SYR/SPR/WOR/LAV,29.905,491,72,125,110,197,307,1100,5.636,0.126,0.357,0.284,0.486,0.775,2.176
24,Cal O'Reilly,C,MIL/WBS/POR/UTI/RCH/TOR/IA,29.929,373,57,142,102,199,301,553,12.318,0.17,0.37,0.272,0.539,0.808,1.424
25,Ryan Hamilton,LW,TOR/OKC/BAK,31.424,445,155,81,60,236,296,896,12.221,0.251,0.178,0.175,0.43,0.6,2.0
26,Jeff Taffe,C,RCH/RFD/HOU/HER,31.633,353,115,105,74,220,294,940,11.411,0.29,0.274,0.201,0.56,0.767,2.512
27,Colin McDonald,RW,SPR/OKC/WBS/BRI/LV,31.905,478,135,94,64,229,293,1178,11.547,0.227,0.196,0.132,0.422,0.554,1.92
28,Andrew Agozzino,LW,PEO/LE/SA/CHI,25.684,411,120,102,70,222,292,1064,12.131,0.296,0.222,0.152,0.518,0.668,2.45
29,Brett Sutter,C,ABB/CHA/IA/ONT,29.293,600,119,100,67,219,286,1191,11.467,0.218,0.144,0.126,0.363,0.488,1.93
30,Ryan Craig,LW,NOR/WBS/SPR/LE/CLE,33.699,540,128,95,59,223,282,1034,12.241,0.18,0.13,0.069,0.314,0.38,1.518
31,Pat Cannone,C,BNG/CHI/IA,30.11,497,106,96,78,202,280,886,13.128,0.204,0.18,0.172,0.384,0.555,1.594
32,Mike Sislo,RW,ALB/TOR/SA/TUC,28.662,444,129,80,62,209,271,1030,12.382,0.312,0.172,0.174,0.487,0.66,2.476
33,Brett Sterling,LW,CHI/WBS/PEO/POR,31.676,347,141,77,52,218,270,876,15.851,0.331,0.151,0.139,0.481,0.628,2.07
34,Andrew Gordon,RW,HER/CHI/SYR/STJ/LV,27.788,364,130,83,57,213,270,906,12.364,0.282,0.21,0.136,0.487,0.624,2.283
35,Jonathan Marchessault,RW,CT/SPR/SYR,23.781,306,98,99,66,197,263,1018,11.515,0.438,0.306,0.111,0.745,0.858,3.738
