,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Chris Bourque,LW,HER/PRO/HFD,30.558,515,174,196,163,370,533,1651,9.766,0.292,0.299,0.29,0.588,0.877,2.968
1,Travis Morin,C,HER/TEX,32.686,619,167,206,156,373,529,1421,9.547,0.211,0.36,0.26,0.57,0.831,2.206
2,T.J. Hensick,C,LE/PEO/HFD/HAM/UTI/CHA/ONT,30.767,580,154,221,148,375,523,1315,10.164,0.201,0.328,0.221,0.534,0.754,1.993
3,Chris Mueller,C,LE/MIL/TEX/HFD/SD/TUC/TOR,30.532,649,189,163,110,352,462,1459,12.936,0.277,0.316,0.218,0.592,0.804,2.165
4,Chris Terry,LW,ALB/CHA/STJ/LAV,27.199,499,183,153,104,336,440,1378,14.241,0.46,0.384,0.189,0.836,1.03,3.16
5,T.J. Brennan,D,POR/RCH/TOR/RFD/LV,27.456,582,148,147,129,295,424,1556,9.48,0.255,0.26,0.257,0.516,0.774,2.71
6,Keith Aucoin,C,HER/TOR/CHI,33.89,334,110,201,113,311,424,747,13.466,0.243,0.454,0.301,0.691,0.995,1.87
7,Kris Newbury,C,TOR/HFD/GR/CT/HER/ADK/ONT/CHA/BAK,33.575,534,140,173,97,313,410,1261,13.765,0.231,0.196,0.102,0.434,0.531,1.722
8,Mark Mancari,RW,POR/CHI/RCH/SA,28.196,477,163,144,96,307,403,1503,8.044,0.223,0.252,0.209,0.475,0.678,2.679
9,Trevor Smith,C,BRI/SYR/SPR/NOR/WBS/TOR/MIL,31.354,532,163,130,105,293,398,1214,14.159,0.256,0.241,0.194,0.492,0.685,1.828
10,Chris Conner,LW,PEO/WBS/GR/POR/HER/LV,32.733,488,147,161,89,308,397,1056,16.614,0.281,0.274,0.144,0.558,0.702,1.728
11,Bracken Kearns,C,NOR/RFD/SA/WOR/BRI/BNG,35.224,599,156,125,105,281,386,1112,13.726,0.25,0.214,0.197,0.463,0.661,1.792
12,Matthew Ford,RW,HFD/LE/HER/ADK/SPR/OKC/BAK/GR,31.936,603,185,105,89,290,379,1433,13.536,0.311,0.18,0.132,0.491,0.623,2.298
13,Cal O'Reilly,C,MIL/WBS/POR/UTI/RCH/TOR/IA,29.921,440,70,172,128,242,370,650,12.318,0.17,0.368,0.272,0.537,0.806,1.421
14,Jeff Taffe,C,WBS/RCH/RFD/HOU/HER,31.601,427,140,133,96,273,369,1164,11.268,0.286,0.279,0.203,0.562,0.77,2.515
15,Andy Miele,C,POR/GR/LV,27.45,420,119,138,111,257,368,831,12.594,0.246,0.318,0.32,0.562,0.884,1.934
16,Phil Varone,C,RCH/BNG/LV,25.798,466,112,157,99,269,368,954,13.435,0.279,0.351,0.243,0.631,0.873,2.082
17,Ben Street,C,WBS/ABB/LE/SA/GR,29.596,428,144,122,91,266,357,1366,10.534,0.34,0.33,0.282,0.674,0.95,3.267
18,Corey Locke,C,HOU/HFD/BNG/CHI/ABB,27.918,326,97,131,111,228,339,727,10.856,0.223,0.379,0.314,0.605,0.926,2.026
19,Jason Akeson,RW,ADK/LV/RCH/BNG/SYR,26.302,406,115,122,96,237,333,1085,7.512,0.198,0.25,0.2,0.45,0.648,2.578
