,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Tri-City Storm,47,32,61.37,170,107,63,51.66,1414,1323,91,11.33,0.921,103.38
1,Muskegon Lumberjacks,48,32,60.06,191,127,64,52.07,1549,1426,123,11.7,0.912,102.93
2,Waterloo Black Hawks,47,29,57.98,178,129,49,55.11,1601,1304,297,10.56,0.905,101.01
3,Chicago Steel,45,28,53.99,176,150,26,50.79,1226,1188,38,13.86,0.881,101.98
4,Sioux Falls Stampede,45,27,53.31,169,148,21,52.01,1291,1191,100,12.55,0.879,100.42
5,Des Moines Buccaneers,47,24,53.57,150,130,20,49.66,1328,1346,-18,10.69,0.907,101.37
6,Fargo Force,46,22,51.85,140,130,10,51.33,1292,1225,67,10.63,0.897,100.31
7,Youngstown Phantoms,45,21,48.09,151,163,-12,48.93,1212,1265,-53,12.31,0.875,99.84
8,Cedar Rapids RoughRiders,45,21,52.63,130,117,13,48.84,1179,1235,-56,10.19,0.907,100.86
9,Sioux City Musketeers,45,20,49.64,138,140,-2,49.19,1210,1250,-40,10.89,0.894,100.26
10,Dubuque Fighting Saints,46,20,48.96,141,147,-6,52.76,1405,1258,147,9.84,0.887,98.51
11,Team USA,39,16,50.33,151,149,2,51.45,1262,1191,71,11.76,0.878,99.54
12,Omaha Lancers,45,15,44.06,115,146,-31,48.68,1269,1338,-69,8.85,0.895,98.34
13,Central Illinois Flying Aces,45,14,45.27,134,162,-28,47.69,1312,1439,-127,9.8,0.891,98.85
14,Green Bay Gamblers,45,11,42.32,124,169,-45,47.71,1321,1448,-127,9.39,0.887,98.08
15,Lincoln Stars,47,10,39.27,119,184,-65,47.23,1306,1459,-153,9.04,0.88,97.03
16,Madison Capitols,45,7,34.87,91,170,-79,44.87,1272,1563,-291,7.08,0.898,96.89
