,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Waterloo Black Hawks,953,495,56.124,3227,2768,459,54.733,31950,27388,4562,9.673,0.908,100.503
1,Cedar Rapids RoughRiders,960,468,45.487,3085,2760,325,46.899,28909,29376,-467,9.24,0.901,99.337
2,Lincoln Stars,960,452,51.431,3011,2890,121,51.125,30563,29175,1388,9.269,0.908,100.066
3,Green Bay Gamblers,960,448,52.092,2884,2780,104,51.804,29039,28730,309,9.19,0.91,100.172
4,Sioux Falls Stampede,955,436,49.942,2896,2932,-36,46.711,28639,30368,-1729,9.82,0.915,101.274
5,Omaha Lancers,841,436,51.753,2712,2302,410,50.207,25615,24054,1561,9.625,0.91,100.565
6,Tri-City Storm,958,384,47.733,2683,2990,-307,49.142,28884,28454,430,8.515,0.912,99.65
7,Sioux City Musketeers,876,382,48.753,2663,2591,72,50.346,27307,27134,173,8.325,0.91,99.271
8,Chicago Steel,961,372,51.895,2802,3234,-432,50.013,28659,31626,-2967,10.534,0.902,100.749
9,Des Moines Buccaneers,960,324,45.492,2773,3326,-553,48.326,29612,32198,-2586,8.712,0.902,98.922
10,Indiana Ice,600,291,55.6,2012,1909,103,53.092,18579,18409,170,10.667,0.903,100.974
11,Fargo Force,604,281,56.561,1801,1710,91,53.174,18477,18131,346,9.397,0.918,101.214
12,Dubuque Fighting Saints,484,271,52.004,1611,1317,294,54.094,15329,12847,2482,9.75,0.894,99.12
13,Youngstown Phantoms,544,235,50.779,1660,1721,-61,48.671,15749,16529,-780,10.047,0.908,100.899
14,Team USA,544,223,51.631,1802,1902,-100,49.68,16460,16613,-153,12.425,0.887,101.101
15,Muskegon Lumberjacks,484,200,50.263,1457,1594,-137,51.752,14938,15746,-808,9.473,0.898,99.2
16,Madison Capitols,240,86,44.26,650,813,-163,43.694,6865,8515,-1650,9.495,0.908,100.228
17,Bloomington Thunder,180,81,48.368,490,507,-17,52.433,5629,5040,589,8.288,0.904,98.688
18,River City Lancers,117,69,55.77,370,293,77,55.675,3875,3096,779,9.235,0.909,100.115
19,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
20,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
21,Danville Wings,58,26,49.24,161,166,-5,50.33,1656,1634,22,9.56,0.901,99.62
22,Topeka Scarecrows,47,24,53.5,153,133,20,55.43,1496,1203,293,10.17,0.89,99.19
23,St. Louis Heartland Eagles,56,13,36.58,124,215,-91,39.31,1447,2234,-787,8.06,0.907,98.76
24,Central Illinois Flying Aces,60,12,38.5,159,254,-95,47.48,1725,1908,-183,9.01,0.871,96.15
