,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Chris Bourque,LW,HER/PRO/HFD,30.554,588,202,216,178,418,596,1906,9.776,0.292,0.299,0.29,0.588,0.876,2.968
1,T.J. Hensick,C,LE/PEO/HFD/HAM/UTI/CHA/ONT,30.766,630,166,240,162,406,568,1482,10.152,0.2,0.328,0.221,0.534,0.754,1.993
2,Travis Morin,C,HER/TEX,32.685,623,167,206,156,373,529,1428,9.547,0.211,0.359,0.26,0.569,0.83,2.207
3,Keith Aucoin,C,ALB/HER/TOR/CHI,33.874,372,118,220,131,338,469,846,13.356,0.24,0.449,0.305,0.684,0.992,1.874
4,Chris Mueller,C,GR/LE/MIL/TEX/HFD/SD/TUC/TOR,30.53,651,189,163,110,352,462,1462,12.929,0.277,0.316,0.218,0.592,0.804,2.165
5,Mark Mancari,RW,RCH/POR/CHI/SA,28.188,557,184,161,115,345,460,1729,8.028,0.222,0.25,0.21,0.473,0.676,2.673
6,Kris Newbury,C,TOR/HFD/GR/CT/HER/ADK/ONT/CHA/BAK,33.573,588,156,187,110,343,453,1394,13.776,0.232,0.196,0.103,0.433,0.531,1.721
7,Cal O'Reilly,C,MIL/WBS/POR/UTI/RCH/TOR/IA,29.917,520,86,210,153,296,449,735,12.34,0.17,0.368,0.272,0.538,0.806,1.419
8,Chris Terry,LW,ALB/CHA/STJ/LAV,27.191,500,183,153,104,336,440,1379,14.191,0.459,0.383,0.188,0.834,1.027,3.157
9,Chris Conner,LW,IOW/PEO/WBS/GR/POR/HER/LV,32.732,543,160,180,96,340,436,1171,16.606,0.281,0.274,0.144,0.558,0.702,1.728
10,Trevor Smith,C,BRI/SYR/SPR/NOR/WBS/TOR/MIL,31.352,585,183,139,113,322,435,1355,14.16,0.256,0.241,0.193,0.492,0.685,1.827
11,T.J. Brennan,D,POR/RCH/TOR/RFD/LV,27.456,582,148,147,129,295,424,1556,9.48,0.255,0.26,0.257,0.516,0.774,2.71
12,Corey Locke,C,HAM/HOU/HFD/BNG/CHI/ABB,27.886,404,127,151,133,278,411,933,10.897,0.225,0.377,0.311,0.605,0.922,2.032
13,Bracken Kearns,C,NOR/RFD/SA/WOR/BRI/BNG,35.222,652,165,134,112,299,411,1198,13.724,0.25,0.214,0.197,0.463,0.661,1.792
14,Alexandre Giroux,LW,CHI/HER/OKC/SPR,29.311,341,203,116,81,319,400,1235,14.661,0.505,0.31,0.215,0.816,1.03,3.417
15,Martin St. Pierre,C,RFD/PRO/BNG/SPR/HAM,29.004,427,107,168,122,275,397,870,10.748,0.21,0.31,0.249,0.52,0.778,1.913
16,Darren Haydar,RW,CHI/GR/LE,31.932,414,141,139,110,280,390,1006,12.538,0.304,0.316,0.232,0.628,0.85,2.434
17,Jeff Taffe,C,WBS/RCH/RFD/HOU/HER,31.586,454,151,140,99,291,390,1244,11.308,0.287,0.277,0.2,0.562,0.766,2.514
18,Brett Sterling,LW,CHI/WBS/PEO/POR,31.652,469,195,108,77,303,380,1224,15.738,0.328,0.152,0.14,0.479,0.626,2.072
19,Matthew Ford,RW,HFD/LE/HER/ADK/SPR/OKC/BAK/GR,31.936,603,185,105,89,290,379,1433,13.536,0.311,0.18,0.132,0.491,0.623,2.298
20,Andy Miele,C,POR/GR/LV,27.45,420,119,138,111,257,368,831,12.594,0.246,0.318,0.32,0.562,0.884,1.934
21,Phil Varone,C,RCH/BNG/LV,25.798,466,112,157,99,269,368,954,13.435,0.279,0.351,0.243,0.631,0.873,2.082
22,Andrew Gordon,RW,HER/CHI/SYR/STJ/LV,27.764,502,167,125,74,292,366,1233,12.247,0.278,0.212,0.135,0.485,0.621,2.281
23,Ryan Hamilton,LW,HOU/TOR/OKC/BAK,31.42,582,190,94,76,284,360,1132,12.222,0.251,0.178,0.175,0.43,0.6,1.999
24,Jon DiSalvatore,RW,SA/LOW/HOU/HER/SYR/SPR,32.97,513,149,119,90,268,358,1127,9.0,0.16,0.238,0.123,0.397,0.518,1.535
25,Ben Street,C,WBS/ABB/LE/SA/GR,29.596,428,144,122,91,266,357,1366,10.534,0.34,0.33,0.282,0.674,0.95,3.267
26,Ben Walter,C,BRI/LOW/LE/ABB,27.379,431,119,142,91,261,352,911,13.258,0.246,0.325,0.198,0.574,0.772,1.878
27,Jason Krog,C,CHI/MTB,34.061,312,102,143,103,245,348,744,11.738,0.277,0.432,0.322,0.702,1.03,2.285
28,Jerome Samson,RW,ALB/CHA/STJ/SYR,26.04,450,161,114,69,275,344,1635,6.078,0.194,0.211,0.118,0.404,0.521,2.708
29,Colin McDonald,RW,SPR/OKC/WBS/BRI/LV,31.899,628,157,110,71,267,338,1477,11.551,0.227,0.196,0.132,0.422,0.554,1.919
30,Greg Rallo,LW,MTB/RFD/ALB/TEX/SA,34.556,587,162,101,73,263,336,1456,15.375,0.259,0.17,0.11,0.428,0.535,1.802
31,Jason Akeson,RW,ADK/LV/RCH/BNG/SYR,26.302,406,115,122,96,237,333,1085,7.512,0.198,0.25,0.2,0.45,0.648,2.578
32,Carter Camper,C,PRO/SPR/BNG/HER/ALB/TUC/CLE,28.202,443,87,130,113,217,330,920,9.612,0.196,0.354,0.247,0.55,0.794,2.027
33,Tim Kennedy,C,POR/CT/RCH/SA/WOR/HER/BNG,30.13,442,79,149,101,228,329,672,7.948,0.103,0.298,0.215,0.398,0.616,1.205
34,Nick Drazenovic,C,PEO/SPR/WBS/SA,27.674,504,123,117,85,240,325,1096,8.232,0.172,0.192,0.154,0.364,0.522,2.051
35,Jon Matsumoto,C,PHI/ADK/CHA/SA/CHI/WOR,25.94,470,143,120,58,263,321,1111,12.098,0.241,0.17,0.094,0.413,0.508,1.973
36,Brett Sutter,C,QC/ABB/CHA/IA/ONT,29.29,746,133,115,73,248,321,1413,11.465,0.218,0.144,0.126,0.363,0.488,1.928
37,Jason Jaffray,LW,MTB/ABB/STJ,32.218,401,132,107,81,239,320,948,14.529,0.294,0.213,0.174,0.507,0.681,2.038
38,Cole Schneider,LW,BNG/RCH/HFD,26.072,429,127,115,76,242,318,1031,10.95,0.266,0.295,0.176,0.558,0.738,2.403
39,Zach Boychuk,LW,ALB/CHA/BAK,24.956,407,141,115,61,256,317,1074,10.71,0.275,0.226,0.096,0.502,0.601,2.523
40,Eric Tangradi,LW,WBS/HAM/GR,27.54,426,150,101,65,251,316,1170,12.921,0.375,0.277,0.158,0.654,0.811,2.914
41,Matt Taormina,D,BNG/LOW/ALB/SYR/SPR/WOR/LAV,29.902,502,74,126,112,200,312,1119,5.656,0.126,0.356,0.284,0.485,0.774,2.172
42,Joe Whitney,LW,POR/ALB/BRI/TUC/SA/HER/HFD,28.616,450,128,97,86,225,311,1127,11.007,0.25,0.199,0.162,0.449,0.607,2.21
43,Kevin Porter,C,SA/LE/RCH/GR/WBS,30.49,423,112,109,71,221,292,785,12.849,0.243,0.214,0.182,0.459,0.639,1.882
44,Andrew Agozzino,LW,PEO/LE/SA/CHI,25.684,411,120,102,70,222,292,1064,12.131,0.296,0.222,0.152,0.518,0.668,2.45
45,Dustin Jeffrey,C,WBS/TEX/UTI/BRI/SPR,26.44,336,101,110,81,211,292,863,12.394,0.29,0.337,0.253,0.63,0.883,2.367
46,Ryan Potulny,C,PHI/SPR/BNG/RFD/HER/HFD,29.035,403,140,85,62,225,287,1121,7.324,0.15,0.13,0.074,0.278,0.353,1.78
47,Danny Syvret,D,HER/SPR/PHI/ADK/SYR/PEO/HFD/WBS/IA/UTI,29.261,525,59,114,113,173,286,975,10.147,0.149,0.184,0.092,0.332,0.427,1.534
48,Ryan Craig,LW,NOR/WBS/SPR/LE/CLE,33.691,542,129,97,59,226,285,1044,12.24,0.18,0.133,0.068,0.318,0.384,1.525
49,Pat Cannone,C,BNG/CHI/IA,30.11,497,106,96,78,202,280,886,13.128,0.204,0.18,0.172,0.384,0.555,1.594
50,Patrick Maroon,LW,PHI/ADK/SYR/NOR,23.428,353,118,92,68,210,278,902,13.513,0.38,0.268,0.162,0.643,0.806,2.699
51,Pascal Pelletier,C,PRO/RFD/PEO/SYR/UTI,30.564,345,115,95,68,210,278,887,13.45,0.259,0.239,0.196,0.502,0.698,1.946
52,Mike Blunden,RW,RFD/SYR/SPR/HAM/BNG/BEL,29.753,545,132,79,66,211,277,1364,10.156,0.21,0.113,0.128,0.324,0.458,2.021
53,Blair Jones,C,NOR/ABB/LV/UTI/CHA,27.972,420,111,100,62,211,273,1201,11.085,0.29,0.176,0.112,0.468,0.58,2.588
54,Spencer Machacek,RW,CHI/STJ/SPR/WBS,23.951,415,117,97,58,214,272,1039,12.906,0.296,0.213,0.107,0.509,0.615,2.318
55,Mike Angelidis,C,ALB/NOR/SYR/STK,30.221,654,129,82,60,211,271,1160,10.328,0.164,0.142,0.091,0.31,0.401,1.604
56,Mike Sislo,RW,ALB/TOR/SA/TUC,28.662,444,129,80,62,209,271,1030,12.382,0.312,0.172,0.174,0.487,0.66,2.476
57,Adam Cracknell,RW,QC/PEO/CHI/SPR/LAV/HFD,30.174,478,125,76,67,201,268,1106,15.476,0.363,0.158,0.161,0.52,0.682,2.374
58,Michael Kostka,D,RCH/POR/NOR/SA/TOR/RFD/HFD/BNG/STK,29.8,517,50,115,102,165,267,1026,3.142,0.07,0.249,0.165,0.318,0.479,2.184
59,Kyle Greentree,LW,PHI/QC/RFD/HER,26.896,339,129,73,64,202,266,998,11.565,0.312,0.192,0.236,0.506,0.742,2.641
60,Marc-Andre Gragnani,D,RCH/POR/CHA/ALB,26.297,382,51,106,108,157,265,552,5.478,0.072,0.295,0.269,0.367,0.639,1.182
61,Kyle Wilson,C,HER/SPR/MIL/SYR/NOR,26.781,366,124,85,55,209,264,875,11.578,0.292,0.194,0.115,0.486,0.602,2.488
62,David Van der Gulik,LW,QC/ABB/LE/MCH,30.414,455,121,88,55,209,264,1032,13.089,0.266,0.176,0.102,0.444,0.545,2.019
63,Jonathan Marchessault,RW,CT/SPR/SYR,23.781,306,98,99,66,197,263,1018,11.515,0.438,0.306,0.111,0.745,0.858,3.738
64,John McCarthy,LW,WOR/CHI/SJ,30.106,492,113,84,66,197,263,1061,10.476,0.218,0.174,0.109,0.392,0.496,2.079
65,Graham Mink,RW,WOR/HER/RCH/PEO/PRO,32.353,357,126,80,55,206,261,915,14.251,0.319,0.208,0.137,0.528,0.67,2.286
66,Brandon Mashinter,LW,WOR/CT/HFD/RFD/SJ,27.99,535,126,80,54,206,260,1008,13.855,0.219,0.184,0.079,0.402,0.481,1.574
67,Jeff Hoggan,LW,PRO/SA/GR/IA,37.566,540,128,83,48,211,259,1299,8.427,0.142,0.073,0.042,0.216,0.266,1.709
68,Alex Grant,D,WBS/BNG/NOR/SPR/PRO/IA,27.656,466,73,90,96,163,259,1130,7.057,0.184,0.188,0.189,0.372,0.561,2.6
69,Boyd Kane,LW,PHI/HER,33.444,406,117,78,63,195,258,740,14.072,0.249,0.172,0.148,0.421,0.568,1.783
70,Dane Byers,LW,HFD/CT/SA/SPR/OKC/HER,27.572,481,111,85,60,196,256,880,10.642,0.178,0.119,0.149,0.302,0.446,1.651
71,Andrew Ebbett,C,POR/IOW/SA/CHI/WBS,30.546,264,80,105,70,185,255,631,15.976,0.345,0.3,0.324,0.639,0.962,2.152
72,Denis Hamel,LW,BNG/ADK,33.412,343,127,83,42,210,252,1311,8.791,0.342,0.223,0.128,0.566,0.688,3.898
73,Brandon Pirri,C,RFD/CHI,23.996,295,97,83,72,180,252,823,13.358,0.429,0.27,0.227,0.697,0.92,3.186
74,Jamie Tardif,RW,GR/PRO/RCH,27.66,459,132,72,47,204,251,1230,12.626,0.362,0.209,0.105,0.576,0.682,2.873
75,Maxime Fortunus,D,MTB/TEX/IA/SPR,33.137,709,71,71,109,142,251,1045,5.102,0.061,0.086,0.112,0.149,0.258,1.145
76,Justin Dowling,C,ABB/TEX,25.965,373,86,107,55,193,248,752,10.804,0.202,0.298,0.151,0.502,0.653,1.869
77,Bryan Lerg,LW,SPR/WBS/LE/WOR/SJ,28.656,412,110,69,67,179,246,932,11.544,0.292,0.226,0.2,0.518,0.718,2.525
78,Seth Griffith,RW,PRO/TOR/RCH,23.759,249,81,93,69,174,243,478,19.01,0.32,0.414,0.263,0.734,0.998,1.742
79,Alexandre Bolduc,C,MTB/POR/CHI,28.23,372,106,90,47,196,243,808,15.214,0.338,0.286,0.138,0.624,0.762,2.197
