,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,748,441,51.91,2881,2303,578,50.13,25410,25193,217,10.451,0.904,100.808
1,Kitchener Rangers,748,435,54.173,2749,2263,486,52.776,27850,24213,3637,9.992,0.906,100.556
2,Plymouth Whalers,748,418,53.549,2660,2178,482,49.509,24552,24757,-205,10.44,0.912,101.626
3,Windsor Spitfires,748,395,56.597,2833,2510,323,56.411,27251,24431,2820,10.446,0.896,100.068
4,Barrie Colts,748,389,48.651,2566,2364,202,47.861,26089,25633,456,10.805,0.894,100.197
5,Guelph Storm,748,389,49.801,2511,2311,200,48.891,24734,23809,925,10.356,0.9,100.294
6,Ottawa 67's,742,388,55.034,2749,2414,335,49.696,26422,25376,1046,10.994,0.91,102.036
7,Brampton Battalion,748,364,49.702,2426,2333,93,55.749,25570,23720,1850,8.124,0.896,97.749
8,Belleville Bulls,742,359,44.528,2422,2424,-2,47.294,24121,25772,-1651,9.118,0.899,98.987
9,Sault Ste. Marie Greyhounds,748,336,47.816,2365,2511,-146,47.821,24295,24695,-400,10.625,0.894,99.941
10,Owen Sound Attack,748,336,51.341,2521,2627,-106,52.206,27352,25227,2125,9.812,0.899,99.619
11,Peterborough Petes,746,334,42.385,2394,2645,-251,46.364,24282,26955,-2673,9.127,0.893,98.456
12,Erie Otters,748,325,50.944,2478,2756,-278,49.943,25203,25819,-616,10.535,0.899,100.369
13,Sarnia Sting,748,310,43.605,2444,2711,-267,46.69,25211,25979,-768,10.271,0.886,98.804
14,Kingston Frontenacs,748,299,46.194,2490,2862,-372,47.908,25510,27579,-2069,9.712,0.896,99.328
15,Sudbury Wolves,748,278,44.451,2231,2647,-416,45.046,23574,26071,-2497,10.318,0.895,99.792
16,Oshawa Generals,744,276,48.558,2475,2905,-430,50.532,25024,25847,-823,10.218,0.89,99.184
17,Saginaw Spirit,612,253,52.524,1935,2099,-164,48.453,19761,21411,-1650,10.287,0.912,101.381
18,Toronto St. Michael's Majors,474,239,44.69,1510,1568,-58,46.083,15848,16479,-631,9.954,0.895,99.444
19,Mississauga IceDogs,476,188,50.747,1518,1853,-335,52.606,16335,17119,-784,10.13,0.892,99.287
20,Niagara IceDogs,272,128,52.955,938,899,39,51.549,9368,9036,332,10.135,0.906,100.748
21,Mississauga St. Michael's Majors,204,99,52.232,641,619,22,53.397,6880,6249,631,9.025,0.904,99.45
22,North Bay Centennials,136,55,47.075,417,467,-50,49.9,4811,4836,-25,8.455,0.906,98.99
23,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
