,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Vincent Trocheck,C,SAG/PLY,18.306,264,120,112,67,232,299,0.582,0.489,0.314,1.071,1.385
1,Ryan Strome,C,BAR/NIAG,18.306,225,105,125,65,230,295,0.562,0.692,0.262,1.256,1.514
2,Nick Cousins,C,SSM,18.282,264,102,107,82,209,291,0.419,0.496,0.406,0.921,1.328
3,Tyler  Toffoli,RW,OTT,18.644,198,146,89,52,235,287,0.752,0.442,0.277,1.195,1.473
4,Greg McKegg,C,ER/LDN,18.496,198,117,91,44,208,252,0.562,0.475,0.202,1.038,1.24
5,Daniel Catenacci,C,SSM/OS,18.646,266,107,84,61,191,252,0.475,0.356,0.216,0.834,1.047
6,Charles Sarault,C,KGN/SAR,19.694,265,59,106,84,165,249,0.264,0.554,0.395,0.824,1.219
7,Boone Jenner,C,OSH,18.377,227,111,86,49,197,246,0.614,0.397,0.229,1.011,1.24
8,Michael Sgarbossa,C,BAR/SAG/SBY,18.392,196,103,86,47,189,236,0.572,0.455,0.262,1.027,1.295
9,Christian Thomas,RW,OSH,18.556,185,129,67,36,196,232,0.675,0.385,0.182,1.062,1.242
10,Seth Griffith,RW,LDN,18.821,207,102,66,63,168,231,0.525,0.316,0.358,0.842,1.199
11,Steven Shipley,LW,OS/NIAG,19.524,262,95,82,52,177,229,0.405,0.31,0.198,0.714,0.918
12,Andrew  Agozzino,LW,NIAG,19.95,201,120,64,44,184,228,0.597,0.353,0.227,0.95,1.178
13,Freddie Hamilton,RW,NIAG,18.956,193,98,85,41,183,224,0.522,0.475,0.225,1.0,1.225
14,Riley Brace,LW,MISS,19.65,255,86,89,47,175,222,0.353,0.431,0.221,0.784,1.005
15,Stefan Noesen,LW,PLY,18.714,215,99,69,52,168,220,0.468,0.306,0.238,0.772,1.016
16,Ryan Murphy,D,KIT,18.586,228,53,85,82,138,220,0.214,0.414,0.332,0.622,0.955
17,Brett  Thompson,C,SSM/ER/SAR,19.873,195,118,62,39,180,219,0.582,0.35,0.2,0.932,1.13
18,Alan Quine,C,KGN/PBO/BELV,18.678,252,90,80,48,170,218,0.399,0.38,0.262,0.778,1.041
19,Mark Scheifele,C,BAR,18.754,158,84,80,53,164,217,0.64,0.53,0.328,1.168,1.5
20,Alex Aleardi,RW,KIT/BELV/PLY/WSR,19.253,256,99,79,38,178,216,0.408,0.346,0.175,0.759,0.935
21,Josh Shalla,LW,SAG,19.224,189,119,59,35,178,213,0.665,0.365,0.188,1.035,1.22
22,Matt Puempel,LW,PBO/KIT,18.766,195,119,54,40,173,213,0.635,0.234,0.164,0.864,1.026
23,Shane Prince,LW,KIT/OTT,18.08,181,83,80,45,163,208,0.538,0.478,0.255,1.022,1.278
24,Sean Monahan,C,OTT,17.177,185,84,77,42,161,203,0.475,0.455,0.238,0.933,1.165
25,Ryan  Spooner,C,PBO/KGN/SAR,18.876,168,83,74,44,157,201,0.492,0.432,0.26,0.923,1.185
26,Mike Cazzola,C,ER/OTT,19.774,158,66,76,56,142,198,0.368,0.48,0.37,0.842,1.21
27,Alex Friesen,C,NIAG,19.876,182,75,73,49,148,197,0.412,0.387,0.295,0.8,1.1
28,Garrett Meurs,RW,PLY,18.799,265,78,69,46,147,193,0.361,0.286,0.17,0.648,0.821
29,Alexander Khokhlachev,C,WSR,18.267,152,81,68,44,149,193,0.62,0.505,0.298,1.12,1.42
30,Brett Ritchie,RW,SAR/NIAG,18.334,220,99,51,41,150,191,0.576,0.288,0.224,0.864,1.089
31,Eric Locke,C,WSR/BAR/SAG,18.067,185,90,64,37,154,191,0.52,0.385,0.208,0.905,1.115
32,Austin Watson,C,WSR/PBO/LDN,18.922,181,79,63,48,142,190,0.425,0.358,0.288,0.782,1.065
33,Tobias  Rieder,RW,KIT,18.929,177,92,52,46,144,190,0.522,0.282,0.275,0.805,1.082
34,Taylor Beck,RW,GUE,18.844,123,81,67,40,148,188,0.66,0.545,0.325,1.205,1.525
35,Jason Akeson,RW,KIT,19.786,132,48,87,53,135,188,0.365,0.655,0.4,1.02,1.42
36,Colin Behenna,C,BAR,19.528,183,66,70,51,136,187,0.37,0.378,0.3,0.748,1.045
37,Dougie  Hamilton,D,NIAG,18.371,213,40,68,79,108,187,0.239,0.422,0.479,0.66,1.14
38,Steven Beyers,RW,BAR,19.51,188,55,74,56,129,185,0.28,0.397,0.32,0.675,0.998
39,Kerby Rychel,LW,MISS/WSR,17.191,198,88,55,39,143,182,0.472,0.292,0.23,0.765,0.998
40,Andy Andreoff,LW,OSH,19.582,190,70,77,34,147,181,0.375,0.422,0.18,0.792,0.975
41,Jared Knight,RW,LDN,18.914,183,87,58,34,145,179,0.485,0.3,0.198,0.785,0.982
42,Joshua Leivo,LW,SBY/KIT,18.557,193,74,57,45,131,176,0.4,0.315,0.255,0.718,0.975
43,Cody Ceci,RD,OTT/OS,17.86,265,49,63,58,112,170,0.231,0.318,0.242,0.541,0.786
44,Nail Yakupov,RW,SAR,17.442,107,80,57,33,137,170,0.745,0.535,0.32,1.285,1.595
45,Garret Ross,LW,SAG,19.432,217,82,54,34,136,170,0.498,0.33,0.204,0.83,1.032
46,Ivan Telegin,C,SAG/BAR,18.796,156,81,50,38,131,169,0.592,0.33,0.248,0.922,1.168
47,Ryan O'Connor,D,BAR/SAG,19.801,249,48,55,65,103,168,0.216,0.242,0.26,0.459,0.719
48,Peter Holland,C,GUE,19.17,126,67,59,42,126,168,0.53,0.47,0.335,1.0,1.335
49,Andrew Fritsch,RW,NIAG/OS/SSM,18.604,212,79,57,29,136,165,0.419,0.3,0.146,0.719,0.87
50,Justin Shugg,RW,WSR/MISS,18.228,133,80,55,30,135,165,0.6,0.415,0.225,1.015,1.24
51,Brendan Gaunce,C,BELV,17.727,193,72,61,31,133,164,0.42,0.302,0.165,0.722,0.888
52,Andy Bathgate,C,BELV/PLY,19.801,191,57,66,40,123,163,0.292,0.36,0.218,0.652,0.87
53,Michael Fine,RW,SSM/KGN/SAG,19.602,190,58,61,44,119,163,0.308,0.352,0.222,0.66,0.888
54,Barclay Goodrow,RW,BRA,18.676,250,94,50,18,144,162,0.471,0.205,0.068,0.675,0.75
55,Ryan Ellis,D,WSR,19.2,106,36,77,49,113,162,0.33,0.715,0.46,1.05,1.505
56,Michael Latta,C,GUE,18.81,126,67,58,37,125,162,0.535,0.455,0.29,0.99,1.285
57,Zack Mitchell,RW,GUE,18.812,255,71,54,35,125,160,0.322,0.252,0.176,0.58,0.75
58,Michael Catenacci,C,KIT,19.84,175,59,69,32,128,160,0.378,0.452,0.21,0.83,1.04
59,Taylor  Carnevale,C,BAR/WSR/SAR,19.754,162,70,48,41,118,159,0.355,0.34,0.272,0.69,0.968
60,Francis Menard,C,GUE/BRA/PBO,19.664,263,61,59,37,120,157,0.272,0.279,0.158,0.552,0.708
61,Matt  Petgrave,D,NIAG/OS/OSH,19.754,243,34,58,65,92,157,0.165,0.31,0.32,0.475,0.795
62,Brandon Alderson,RW,SAR/SSM,19.774,267,69,50,38,119,157,0.319,0.216,0.191,0.539,0.73
63,Mike Halmo,LW,OS,19.588,185,71,54,32,125,157,0.435,0.312,0.2,0.742,0.948
