,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Waterloo Black Hawks,664,354,56.125,2313,1958,355,54.734,22408,19281,3127,9.672,0.908,100.502
1,Green Bay Gamblers,664,345,52.088,2101,1813,288,51.803,20214,19150,1064,9.189,0.91,100.171
2,Omaha Lancers,664,337,51.756,2110,1804,306,50.208,19913,19020,893,9.625,0.91,100.566
3,Cedar Rapids RoughRiders,664,314,45.488,2078,1907,171,46.899,19439,19937,-498,9.241,0.901,99.338
4,Sioux Falls Stampede,664,314,49.943,2049,1983,66,46.711,20235,20585,-350,9.82,0.915,101.275
5,Lincoln Stars,664,302,51.43,1982,2009,-27,51.124,21105,20273,832,9.268,0.908,100.066
6,Fargo Force,604,281,56.561,1801,1710,91,53.174,18477,18131,346,9.397,0.918,101.214
7,Sioux City Musketeers,664,280,48.752,1962,1955,7,50.346,20364,20096,268,8.324,0.91,99.27
8,Chicago Steel,664,275,51.901,1983,2201,-218,50.015,19727,21455,-1728,10.535,0.902,100.751
9,Dubuque Fighting Saints,484,271,52.004,1611,1317,294,54.094,15329,12847,2482,9.75,0.894,99.12
10,Tri-City Storm,664,240,47.728,1756,2187,-431,49.138,19720,21109,-1389,8.514,0.912,99.649
11,Youngstown Phantoms,544,235,50.779,1660,1721,-61,48.671,15749,16529,-780,10.047,0.908,100.899
12,Indiana Ice,424,225,55.664,1493,1275,218,53.088,13336,12883,453,10.681,0.903,101.0
13,Team USA,544,223,51.631,1802,1902,-100,49.68,16460,16613,-153,12.425,0.887,101.101
14,Des Moines Buccaneers,664,210,45.486,1804,2318,-514,48.325,19699,21964,-2265,8.712,0.902,98.92
15,Muskegon Lumberjacks,484,200,50.263,1457,1594,-137,51.752,14938,15746,-808,9.473,0.898,99.2
16,Madison Capitols,240,86,44.26,650,813,-163,43.694,6865,8515,-1650,9.495,0.908,100.228
17,Bloomington Thunder,180,81,48.368,490,507,-17,52.433,5629,5040,589,8.288,0.904,98.688
18,Ohio Jr Blue Jackets,60,23,45.78,179,212,-33,46.66,1748,1998,-250,9.83,0.897,99.53
19,Central Illinois Flying Aces,60,12,38.5,159,254,-95,47.48,1725,1908,-183,9.01,0.871,96.15
