,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Andy Miele,C,POR/GR,26.542,286,90,93,74,183,257,607,14.23,0.295,0.321,0.271,0.612,0.886,2.056
1,Travis Morin,C,TEX,30.809,251,81,87,81,168,249,660,11.64,0.292,0.353,0.294,0.64,0.94,2.46
2,T.J. Brennan,D,RCH/TOR/RFD,25.576,254,76,83,68,159,227,776,11.328,0.31,0.32,0.279,0.631,0.912,2.84
3,Jason Akeson,RW,ADK/LV/RCH/BNG,24.41,262,80,80,62,160,222,731,9.645,0.272,0.296,0.244,0.57,0.808,2.788
4,Cole Schneider,LW,BNG/RCH,24.18,271,87,68,48,155,203,665,12.379,0.321,0.26,0.184,0.581,0.765,2.648
5,T.J. Hensick,C,PEO/HFD/HAM/UTI/CHA,28.89,258,58,87,56,145,201,574,8.849,0.196,0.321,0.204,0.518,0.721,2.234
6,Jonathan Marchessault,RW,SPR/SYR,23.844,230,74,73,52,147,199,781,11.445,0.435,0.304,0.12,0.74,0.862,3.74
7,Joe Whitney,LW,ALB/BRI,26.732,241,85,57,55,142,197,662,13.825,0.369,0.224,0.278,0.593,0.875,2.674
8,Phil Varone,C,RCH/BNG,23.906,251,63,76,56,139,195,552,12.246,0.267,0.309,0.226,0.581,0.805,2.202
9,Andrew Agozzino,LW,LE/SA,23.824,266,79,66,49,145,194,744,10.296,0.309,0.225,0.206,0.535,0.736,2.985
10,Kael Mouillierat,LW,STJ/BRI/WBS,26.894,247,73,69,48,142,190,594,12.795,0.286,0.264,0.178,0.55,0.725,2.28
11,Chris Mueller,C,MIL/TEX/HFD/SD,28.654,242,77,69,44,146,190,628,11.954,0.309,0.31,0.194,0.614,0.805,2.542
12,Kris Newbury,C,CT/HER/ADK/ONT,32.695,245,66,67,52,133,185,538,13.368,0.252,0.258,0.17,0.51,0.681,1.922
13,Chris Bourque,LW,PRO/HFD/HER,28.628,184,69,63,52,132,184,535,12.83,0.375,0.353,0.305,0.722,1.022,2.95
14,Carter Camper,C,PRO/SPR/BNG/HER,26.318,256,46,67,71,113,184,489,9.831,0.168,0.236,0.244,0.404,0.646,1.73
15,Matthew Ford,RW,SPR/ADK/OKC/BAK,30.059,259,80,50,45,130,175,656,12.899,0.344,0.204,0.184,0.546,0.729,2.629
16,Brad Hunt,D,CHI/OKC/BAK,26.184,250,47,64,64,111,175,608,7.999,0.221,0.27,0.235,0.49,0.724,2.641
17,Brian O'Neill,RW,MCH/ALB,26.414,222,64,62,48,126,174,413,15.599,0.294,0.284,0.22,0.578,0.798,1.852
18,Eric O'Dell,C,STJ/RCH/BNG,24.36,205,85,54,35,139,174,511,16.659,0.391,0.239,0.16,0.636,0.796,2.409
19,Justin Dowling,C,TEX,24.082,229,63,73,37,136,173,507,12.636,0.27,0.341,0.204,0.612,0.811,2.11
20,Jordan Weal,C,MCH,21.668,212,58,70,44,128,172,473,12.18,0.27,0.345,0.218,0.62,0.835,2.278
21,Zach Boychuk,LW,CHA/BAK,25.073,229,83,59,29,142,171,614,11.061,0.286,0.226,0.094,0.512,0.609,2.544
22,Alexander Khokhlachev,C,PRO,21.142,197,61,70,40,131,171,488,12.462,0.315,0.362,0.208,0.675,0.884,2.564
23,Greg Rallo,LW,SA/TEX,33.18,264,82,48,37,130,167,711,13.715,0.351,0.196,0.151,0.545,0.692,2.591
24,Gabriel Dumont,C,HAM/STJ,24.068,266,74,58,29,132,161,673,11.022,0.279,0.255,0.118,0.53,0.646,2.526
25,Max Reinhart,C,ABB/ADK/MIL,22.738,275,66,56,39,122,161,678,10.188,0.268,0.161,0.132,0.43,0.56,2.558
26,Mike Sislo,RW,ALB,26.778,242,83,47,30,130,160,597,14.529,0.387,0.214,0.156,0.601,0.76,2.64
27,Chris Conner,LW,POR/WBS/HER/LV,30.855,196,54,64,40,118,158,418,13.274,0.289,0.372,0.191,0.664,0.852,2.157
28,Pat Cannone,C,BNG/CHI,28.226,270,60,50,48,110,158,466,13.218,0.241,0.208,0.206,0.448,0.652,1.822
29,Seth Griffith,RW,PRO,21.946,165,56,56,46,112,158,338,16.55,0.36,0.375,0.322,0.735,1.052,2.178
30,Luke Adam,C,RCH/SPR/HFD,24.37,258,72,52,33,124,157,567,11.291,0.244,0.188,0.13,0.432,0.562,2.132
31,Ben Street,C,ABB/LE/SA,27.712,186,59,56,42,115,157,644,8.964,0.372,0.42,0.324,0.795,1.119,4.195
32,Mark Arcobello,C,OKC/TOR,25.843,138,57,52,46,109,155,461,14.19,0.498,0.397,0.408,0.895,1.297,3.455
33,Will O'Neill,D,STJ/WBS,26.508,273,30,55,69,85,154,554,5.15,0.112,0.231,0.272,0.339,0.616,2.186
34,Craig Cunningham,RW,PRO/SPR,24.13,232,77,45,32,122,154,649,11.683,0.322,0.22,0.166,0.542,0.708,2.82
35,Tom Kostopoulos,RW,WBS,35.766,235,60,58,32,118,150,454,12.851,0.241,0.252,0.14,0.491,0.631,1.89
36,Jeremy Morin,RW,RFD/TOR/SJ,23.542,176,71,42,35,113,148,609,10.162,0.338,0.194,0.14,0.531,0.672,3.336
37,Shane Prince,LW,BNG,21.08,206,67,51,30,118,148,502,13.593,0.34,0.255,0.167,0.595,0.76,2.49
38,Yanni Gourde,LW,WOR/SYR,22.876,238,57,51,39,108,147,479,11.855,0.241,0.241,0.17,0.483,0.653,2.009
39,Spencer Abbott,RW,TOR/RFD,25.627,184,49,61,37,110,147,386,12.902,0.272,0.318,0.178,0.587,0.765,2.102
40,Sean Collins,C,SPR/HER,25.836,270,60,45,42,105,147,524,11.91,0.224,0.171,0.144,0.395,0.536,1.919
41,Freddie Hamilton,RW,WOR/LE/STK,22.83,259,64,45,37,109,146,559,10.576,0.256,0.21,0.158,0.47,0.621,2.5
42,Sean Backman,RW,BRI/MCH/ONT,28.506,282,61,48,37,109,146,774,8.04,0.255,0.221,0.155,0.478,0.635,3.14
43,Mike Sgarbossa,C,LE/NOR/SD,22.266,228,51,55,40,106,146,442,11.149,0.231,0.265,0.165,0.497,0.66,2.141
44,Brandon DeFazio,LW,BRI/UTI/PRO,26.13,291,71,46,28,117,145,727,10.565,0.272,0.178,0.092,0.451,0.549,2.565
45,Casey Wellman,RW,HER/SA,26.161,201,59,49,36,108,144,499,12.442,0.305,0.235,0.178,0.54,0.72,2.475
46,Brendan Ranford,LW,TEX,22.618,214,49,66,28,115,143,420,11.655,0.232,0.322,0.138,0.555,0.692,1.992
47,Michael Chaput,C,SPR/LE,22.559,236,58,40,45,98,143,410,13.572,0.246,0.171,0.21,0.42,0.63,1.831
48,Brett Sutter,C,CHA/IA/ONT,27.414,277,55,54,33,109,142,589,8.105,0.166,0.145,0.105,0.318,0.418,2.045
49,Curtis McKenzie,LW,TEX,23.688,172,57,50,35,107,142,440,12.042,0.288,0.256,0.208,0.544,0.754,2.359
50,Alexandre Bolduc,C,POR/CHI,28.472,177,65,53,22,118,140,396,16.377,0.37,0.302,0.132,0.673,0.805,2.247
51,Danny Kristo,RW,HAM/HFD/CHI,24.37,217,72,31,37,103,140,509,12.268,0.3,0.138,0.179,0.44,0.624,2.344
52,Mark Mancari,RW,RCH/CHI/SA,28.432,205,44,54,42,98,140,584,7.358,0.202,0.255,0.21,0.458,0.66,2.712
53,Andrew Miller,RW,OKC/CHA/BAK,26.241,170,53,54,32,107,139,367,14.155,0.31,0.298,0.202,0.607,0.81,2.148
54,Dustin Jeffrey,C,TEX/UTI/BRI/WBS/SPR,26.8,154,49,53,36,102,138,350,12.688,0.292,0.352,0.205,0.648,0.852,2.392
55,Justin Shugg,RW,CHA,22.852,238,57,38,42,95,137,520,10.835,0.239,0.164,0.186,0.405,0.591,2.204
56,Drew Shore,C,SA/ADK/STK,23.753,197,38,55,44,93,137,473,8.128,0.195,0.281,0.218,0.471,0.689,2.458
57,Ryan Craig,LW,SPR/LE,32.816,257,64,47,26,111,137,437,12.305,0.213,0.154,0.095,0.365,0.456,1.768
58,Alan Quine,C,BRI,21.803,192,50,46,40,96,136,350,13.968,0.28,0.275,0.19,0.552,0.742,1.948
59,Ty Rattie,RW,CHI,21.858,193,69,40,27,109,136,566,11.675,0.332,0.228,0.158,0.558,0.715,2.85
60,Bryan Lerg,LW,LE/WOR/SJ,28.778,195,55,45,35,100,135,490,11.636,0.295,0.227,0.195,0.522,0.718,2.536
61,Cal O'Reilly,C,UTI/RCH,28.21,175,23,62,50,85,135,255,8.552,0.13,0.322,0.272,0.448,0.728,1.55
