,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,John Tavares,C,OSH/LDN,17.112,247,215,128,90,343,433,0.91,0.535,0.385,1.442,1.828
1,Kevin Baker,RW/C,BELV/OS/SBY/OSH,19.629,515,202,126,82,328,410,0.384,0.306,0.136,0.688,0.831
2,Eric Himelfarb,C,SAR/BAR/KGN,19.767,312,148,164,75,312,387,0.509,0.608,0.258,1.12,1.378
3,Rob Schremp,C,MISS/LDN,18.334,247,154,131,99,285,384,0.775,0.682,0.471,1.458,1.924
4,Corey Perry,RW,LDN,18.46,253,140,154,86,294,380,0.648,0.734,0.394,1.381,1.78
5,Dylan Hunter,LW,LDN,19.383,315,106,143,120,249,369,0.443,0.593,0.521,1.036,1.556
6,Jason Spezza,C,BRA/MISS/WSR/BELV,17.384,226,130,138,82,268,350,0.691,0.699,0.401,1.396,1.796
7,Patrick O'Sullivan,C,MISS,18.744,234,148,120,77,268,345,0.624,0.582,0.318,1.21,1.528
8,Bryan Little,C,BAR,17.968,247,153,111,78,264,342,0.664,0.564,0.384,1.226,1.616
9,Kyle Wellwood,C/D,BELV/WSR/TOR,18.752,260,117,130,93,247,340,0.392,0.428,0.223,0.82,1.043
10,Derek Roy,C,KIT,18.493,242,147,123,65,270,335,0.604,0.574,0.299,1.18,1.476
11,Tyler  Toffoli,RW,OTT,18.519,252,163,103,67,266,333,0.72,0.425,0.281,1.145,1.426
12,Nathan Moon,C,KGN,19.759,316,139,119,74,258,332,0.461,0.42,0.214,0.881,1.095
13,Daniel Sisca,C,OS/MISS/SAR,19.313,314,140,112,80,252,332,0.502,0.421,0.368,0.919,1.287
14,Michael Zigomanis,C,KGN,18.786,240,132,136,62,268,330,0.655,0.518,0.272,1.172,1.445
15,Zack Torquato,C,SAG/ER,19.334,330,134,117,78,251,329,0.434,0.426,0.293,0.861,1.152
16,Wojtek Wolski,LW,BRA,18.682,253,130,132,66,262,328,0.631,0.72,0.305,1.351,1.661
17,Bobby Ryan,RW,OS,18.624,249,133,123,69,256,325,0.59,0.58,0.3,1.168,1.468
18,Bryan Cameron,RW,BELV/BAR,19.616,318,184,94,46,278,324,0.699,0.33,0.15,1.03,1.18
19,Martin St. Pierre,C,GUE,19.222,257,108,150,62,258,320,0.476,0.655,0.215,1.138,1.352
20,Miguel Delisle,RW,OTT/OS/KGN,19.507,298,156,83,79,239,318,0.587,0.31,0.305,0.896,1.202
21,Ryan Ellis,D,WSR,18.824,226,73,140,101,213,314,0.346,0.692,0.469,1.041,1.507
22,Cory Pecker,RW,SSM/ER,19.552,279,155,111,47,266,313,0.736,0.473,0.2,1.21,1.412
23,Brad Boyes,C,ER,18.539,233,141,122,46,263,309,0.692,0.554,0.238,1.241,1.481
24,Rob Hisey,C,SSM/ER/BAR,19.1,270,115,119,75,234,309,0.454,0.469,0.331,0.923,1.254
25,Daniel Ryder,C,PBO/PLY,18.8,253,127,110,71,237,308,0.589,0.462,0.324,1.05,1.375
26,Kris Newbury,C,BELV/SAR,19.633,306,122,132,52,254,306,0.5,0.569,0.216,1.069,1.284
27,Andrew  Agozzino,LW,NIAG,19.762,318,159,91,56,250,306,0.568,0.346,0.218,0.914,1.132
28,Corey Locke,C,OTT,18.605,182,127,92,85,219,304,0.702,0.495,0.47,1.198,1.67
29,Norm Milley,RW,SBY,18.835,196,135,104,63,239,302,0.702,0.548,0.308,1.25,1.558
30,Tyler Donati,RW,OSH/TOR/BELV,19.038,252,131,118,51,249,300,0.631,0.562,0.262,1.193,1.449
31,David Bolland,RW,LDN,18.405,254,135,92,72,227,299,0.7,0.497,0.388,1.195,1.585
32,Vincent Trocheck,C,SAG/PLY,18.306,264,120,112,67,232,299,0.582,0.489,0.314,1.071,1.385
33,Andre Benoit,D,KIT,19.754,324,99,109,91,208,299,0.344,0.412,0.318,0.756,1.07
34,Evan McGrath,C,KIT,18.794,266,96,116,87,212,299,0.439,0.544,0.379,0.982,1.36
35,Peter Tsimikalis,C,OTT/OSH/KIT,19.742,284,94,132,70,226,296,0.432,0.569,0.33,1.006,1.336
36,Ryan Strome,C,BAR/NIAG,18.306,225,105,125,65,230,295,0.562,0.692,0.262,1.256,1.514
37,Dale Mitchell,RW,OSH/WSR,19.498,293,136,98,60,234,294,0.482,0.404,0.282,0.886,1.162
38,Michael Richards,C,KIT,18.716,233,115,112,65,227,292,0.518,0.536,0.272,1.061,1.331
39,Nick Cousins,C,SSM,18.282,264,102,107,82,209,291,0.419,0.496,0.406,0.921,1.328
40,Evan Brophey,C,BAR/BELV/PLY,18.847,321,109,103,78,212,290,0.423,0.449,0.356,0.873,1.221
41,Chris Terry,C,PLY,18.566,253,114,111,64,225,289,0.59,0.518,0.331,1.105,1.434
42,Jamie Tardif,RW,PBO,19.707,322,155,69,65,224,289,0.564,0.234,0.205,0.799,1.0
43,Justin Azevedo,C,KIT,18.582,235,107,97,84,204,288,0.504,0.499,0.43,1.002,1.432
44,Brett MacLean,LW,ER/OSH,17.85,245,131,100,57,231,288,0.726,0.486,0.29,1.214,1.505
45,Justin DiBenedetto,LW,TOR/SAR,19.12,303,132,99,57,231,288,0.613,0.481,0.235,1.093,1.326
46,Logan Couture,C,OTT,18.594,232,111,112,64,223,287,0.525,0.502,0.265,1.03,1.288
47,Patrick Jarrett,C,MISS/OS,19.67,305,90,124,72,214,286,0.353,0.398,0.28,0.752,1.031
48,Ryan McDonough,C,SBY/SAG,18.828,258,133,102,49,235,284,0.574,0.416,0.194,0.987,1.181
49,John Hughes,RW,BELV/BRA,18.816,256,93,139,51,232,283,0.382,0.594,0.234,0.976,1.208
50,Michael Swift,C,MISS/NIAG,19.537,276,111,102,70,213,283,0.478,0.442,0.324,0.92,1.244
51,Ryan Ramsay,C,PBO/KIT/PLY,19.392,295,115,110,58,225,283,0.466,0.5,0.226,0.961,1.187
52,Taylor Hall,LW,WSR,17.087,183,123,100,57,223,280,0.678,0.6,0.342,1.28,1.62
53,Michael Sgarbossa,C,BAR/SAG/SBY,18.266,263,113,104,62,217,279,0.554,0.448,0.271,1.001,1.277
54,Hunter Tremblay,LW,BAR,19.728,317,115,107,53,222,275,0.469,0.449,0.24,0.91,1.15
55,Charlie Stephens,C,TOR/GUE/LDN,19.51,309,113,95,65,208,273,0.412,0.338,0.226,0.749,0.97
56,Joey Tenute,C,BAR/SAR,19.58,253,95,102,74,197,271,0.402,0.478,0.361,0.88,1.241
57,Greg McKegg,C,ER/LDN,18.37,262,125,97,48,222,270,0.509,0.43,0.176,0.94,1.116
58,Justin Papineau,C,BELV,18.917,194,133,82,54,215,269,0.68,0.402,0.272,1.085,1.355
59,Justin Donati,C,OSH/TOR/SBY,19.038,213,120,89,60,209,269,0.636,0.439,0.281,1.075,1.358
60,Ryan Wilson,D,TOR/SAR,19.677,316,52,109,108,161,269,0.161,0.42,0.488,0.58,1.064
61,Steven Shipley,LW,OS/NIAG,19.462,325,111,93,64,204,268,0.399,0.298,0.194,0.698,0.898
62,Taylor Beck,RW,GUE,18.468,246,110,97,60,207,267,0.556,0.45,0.299,1.006,1.301
63,Kevin Dallman,D,GUE,19.676,268,69,110,81,179,260,0.304,0.505,0.304,0.809,1.112
64,Darryl Bootland,RW,TOR/BAR,18.994,246,126,84,50,210,260,0.58,0.466,0.229,1.048,1.275
65,Ryan  Spooner,C,PBO/KGN/SAR,18.75,230,113,88,58,201,259,0.502,0.4,0.256,0.9,1.159
66,Peter Holland,C,GUE,18.794,256,103,94,61,197,258,0.47,0.422,0.274,0.89,1.165
67,Charles Sarault,C,KGN/SAR,19.632,333,61,111,86,172,258,0.262,0.555,0.388,0.823,1.211
68,Mike Stathopoulos,C,LDN,19.304,255,78,104,76,182,258,0.36,0.435,0.371,0.798,1.165
69,Nazem Kadri,C,KIT/LDN,18.068,242,92,110,56,202,258,0.482,0.549,0.308,1.032,1.341
70,Christian Thomas,RW,LDN/OSH,18.43,244,137,74,46,211,257,0.612,0.371,0.184,0.984,1.166
71,Matt Caria,C,TOR/SSM/MISS/PLY,19.207,239,99,104,54,203,257,0.464,0.478,0.265,0.935,1.2
72,Chris MacKinnon,LW,SSM/OS/LDN/KIT,19.317,250,85,99,72,184,256,0.382,0.46,0.338,0.848,1.186
73,Brett  Thompson,C,SBY/SSM/ER/SAR,19.685,310,139,69,47,208,255,0.526,0.331,0.191,0.857,1.046
74,Joey Hishon,C,OS,18.03,214,110,92,53,202,255,0.591,0.54,0.263,1.134,1.398
75,Cory Emmerton,LW,KGN/BRA,18.414,218,97,83,75,180,255,0.495,0.381,0.345,0.886,1.23
76,Jason Akeson,RW,KIT,19.41,201,68,108,78,176,254,0.318,0.58,0.379,0.896,1.274
77,Chris Kelly,LW,LDN/SBY,18.968,235,106,95,53,201,254,0.476,0.491,0.286,0.966,1.254
78,Bobby Hughes,C,KGN,17.97,243,103,96,54,199,253,0.55,0.475,0.282,1.021,1.309
79,Daniel Catenacci,C,SSM/OS,18.646,266,107,84,61,191,252,0.475,0.356,0.216,0.834,1.047
80,Dustin Jeffrey,C,MISS/SSM,18.675,246,100,88,64,188,252,0.521,0.496,0.318,1.018,1.33
81,Freddie Hamilton,RW,NIAG,18.83,258,108,93,51,201,252,0.492,0.456,0.219,0.952,1.171
82,Peter Sarno,C,WSR/SAR,18.641,132,70,116,65,186,251,0.53,0.88,0.49,1.41,1.9
83,Jason Jaspers,C,SBY,18.688,197,116,84,51,200,251,0.612,0.428,0.248,1.04,1.292
84,Luke Pither,C,KGN/GUE/BELV/BAR,19.452,307,104,91,55,195,250,0.46,0.43,0.242,0.885,1.126
85,Kevin Mitchell,D,GUE/OSH,19.404,253,65,99,86,164,250,0.231,0.364,0.312,0.595,0.909
86,Jonathan Cheechoo,RW,BELV,18.418,193,111,90,48,201,249,0.6,0.47,0.24,1.072,1.312
87,Derek MacKenzie,C,SBY,18.388,255,93,101,55,194,249,0.466,0.431,0.225,0.9,1.122
88,Jamie Johnson,C,SAR/OSH,19.769,258,55,124,70,179,249,0.269,0.616,0.288,0.884,1.172
89,Brent Gauvreau,RW,OSH,18.462,193,92,90,67,182,249,0.507,0.465,0.368,0.972,1.34
90,Dennis Wideman,D,SBY/LDN,19.554,290,94,78,76,172,248,0.37,0.306,0.286,0.678,0.962
91,Greg Nemisz,RW,WSR,18.405,246,115,74,59,189,248,0.558,0.32,0.294,0.876,1.172
92,Daniel Paille,C,GUE,18.542,239,116,84,47,200,247,0.552,0.414,0.198,0.961,1.164
93,Michael Latta,C,OTT/GUE,18.435,241,103,87,57,190,247,0.47,0.415,0.26,0.885,1.15
94,Boone Jenner,C,OSH,18.377,227,111,86,49,197,246,0.614,0.397,0.229,1.011,1.24
95,John Vigilante,LW,PLY,19.438,254,93,89,64,182,246,0.392,0.465,0.278,0.855,1.131
96,Jeff Carter,C,SSM,18.83,236,123,81,42,204,246,0.575,0.4,0.198,0.978,1.18
97,Adam Perry,LW,LDN/BELV,19.8,222,107,89,49,196,245,0.472,0.385,0.22,0.854,1.079
98,Craig Kennedy,RW,WSR,19.458,303,104,87,53,191,244,0.402,0.332,0.175,0.737,0.91
99,Tyler Haskins,C,GUE/TOR/SAG,19.37,300,72,92,80,164,244,0.242,0.424,0.347,0.668,1.014
100,Alex Friesen,C,NIAG,19.688,292,91,96,57,187,244,0.382,0.362,0.276,0.746,1.026
101,Cody Hodgson,C,BRA,18.698,197,114,76,53,190,243,0.633,0.488,0.332,1.116,1.453
102,Randy Rowe,LW,BELV,19.39,244,119,74,50,193,243,0.671,0.332,0.198,1.002,1.203
103,Jonathan Zion,D,OTT,19.383,284,56,117,67,173,240,0.274,0.414,0.264,0.688,0.95
104,Craig Voakes,C,SBY/KIT/SAR/WSR,19.764,324,92,80,66,172,238,0.316,0.314,0.222,0.633,0.847
105,Anthony Stewart,RW,KGN,18.818,248,118,75,45,193,238,0.52,0.324,0.18,0.844,1.024
106,Sheldon Keefe,RW,TOR/BAR,18.493,132,99,95,43,194,237,0.75,0.72,0.325,1.465,1.795
107,Ryan Callahan,RW,GUE,19.613,249,130,72,35,202,237,0.634,0.306,0.159,0.936,1.091
108,Steve Ott,C,WSR,18.325,174,116,70,51,186,237,0.72,0.408,0.332,1.128,1.46
109,Robby Mignardi,RW,KGN/OS,19.28,324,99,96,42,195,237,0.39,0.309,0.143,0.698,0.848
110,Brett Gibson,C,ER/NB/LDN,19.33,194,109,69,57,178,235,0.54,0.35,0.277,0.89,1.172
111,Jack Combs,C,KIT/SAG,19.7,298,96,67,72,163,235,0.456,0.322,0.318,0.769,1.088
112,Riley Brace,LW,MISS,19.588,304,89,93,52,182,234,0.34,0.425,0.221,0.765,0.986
113,Cody Lindsay,C,OTT,19.362,331,112,76,46,188,234,0.418,0.289,0.154,0.7,0.854
114,Steve Downie,C,WSR/PBO/KIT,18.578,190,82,98,54,180,234,0.585,0.649,0.359,1.231,1.589
115,Scott Sheppard,RW,KIT/OTT/KGN/LDN,19.09,258,90,81,63,171,234,0.396,0.4,0.281,0.796,1.078
116,Greg Jacina,C,GUE/OS/MISS,19.381,246,86,94,54,180,234,0.367,0.475,0.216,0.842,1.058
117,Bryan Rodney,D,OTT/KGN/LDN,19.462,309,47,103,84,150,234,0.241,0.362,0.318,0.606,0.922
118,John Hecimovic,RW,SAR/MISS,19.522,306,122,69,43,191,234,0.462,0.256,0.139,0.718,0.85
119,Josh Shalla,LW,BRA/GUE/SAG,19.036,256,133,62,38,195,233,0.62,0.328,0.17,0.954,1.12
120,Seth Griffith,RW,LDN,18.821,207,102,66,63,168,231,0.525,0.316,0.358,0.842,1.199
121,Dan Tessier,C,OTT,19.95,187,101,78,51,179,230,0.587,0.452,0.28,1.04,1.32
122,John Mitchell,C,PLY,18.772,258,80,90,60,170,230,0.359,0.406,0.284,0.764,1.047
123,Phil Varone,C,KIT/LDN/ER,18.844,228,78,92,60,170,230,0.422,0.416,0.3,0.834,1.134
124,Nathan Robinson,C,BELV,18.832,240,107,78,45,185,230,0.541,0.432,0.238,0.974,1.211
125,Preston Mizzi,C,PBO/PLY/SAR/SSM,18.856,266,100,82,47,182,229,0.391,0.322,0.171,0.714,0.889
126,Dusty Jamieson,LW,GUE/SAR,19.37,298,92,82,55,174,229,0.434,0.379,0.213,0.812,1.031
127,Adam Henrique,C,WSR,18.731,238,111,69,48,180,228,0.569,0.355,0.241,0.924,1.168
128,Cody Thornton,RW,BELV/SSM,19.23,326,110,65,53,175,228,0.429,0.251,0.196,0.68,0.885
129,Alex Aleardi,RW,KIT/BELV/PLY/WSR,19.191,321,104,84,39,188,227,0.397,0.338,0.166,0.739,0.906
130,Branko Radivojevic,RW,BELV,19.058,186,73,100,54,173,227,0.425,0.6,0.32,1.02,1.338
131,Lou Dickenson,C,MISS/LDN/KGN/GUE/OTT,19.148,313,90,74,63,164,227,0.296,0.224,0.235,0.518,0.752
132,Jamie McGinn,LW,OTT,18.236,243,111,81,34,192,226,0.526,0.355,0.172,0.881,1.054
133,Mike Cazzola,C,ER/OTT,19.586,219,77,87,61,164,225,0.313,0.442,0.333,0.75,1.082
134,Damian Surma,LW,PLY,19.772,241,105,72,48,177,225,0.47,0.312,0.199,0.782,0.981
135,Stephen Weiss,C,PLY,17.703,172,89,86,48,175,223,0.528,0.51,0.325,1.042,1.368
136,Raffi Torres,LW,BRA,18.188,185,111,71,41,182,223,0.597,0.425,0.2,1.022,1.22
137,Ryan O'Marra,RW,ER/SAG,18.394,234,94,74,55,168,223,0.475,0.351,0.235,0.821,1.056
138,Sean Avery,C,OS/KGN,18.682,163,77,88,57,165,222,0.473,0.545,0.375,1.018,1.398
139,Wes Goldie,RW,OS,19.697,193,121,56,45,177,222,0.62,0.298,0.225,0.915,1.14
140,Cory Stillman,C,KGN/BAR,19.603,283,97,80,45,177,222,0.359,0.32,0.22,0.684,0.896
141,Joe Talbot,C,OTT,19.522,266,107,65,50,172,222,0.491,0.264,0.218,0.756,0.972
142,Jeffrey Doyle,RW,TOR/NB/ER/SSM,19.742,306,85,83,54,168,222,0.317,0.277,0.204,0.594,0.799
143,Jadran Beljo,LW,PBO/MISS/LDN,19.616,267,101,60,60,161,221,0.502,0.269,0.261,0.774,1.035
144,Matt Beleskey,LW,BELV,18.398,257,98,67,56,165,221,0.493,0.351,0.262,0.842,1.108
145,Rob Hennigar,C,WSR,19.574,246,83,80,58,163,221,0.39,0.362,0.248,0.752,1.001
146,Andrew Ianiero,LW,KGN,19.804,258,95,81,44,176,220,0.406,0.321,0.17,0.729,0.899
147,Stefan Noesen,LW,PLY,18.714,215,99,69,52,168,220,0.468,0.306,0.238,0.772,1.016
148,Ryan Murphy,D,KIT,18.586,228,53,85,82,138,220,0.214,0.414,0.332,0.622,0.955
149,Michael Henrich,RW,BAR,18.783,194,117,57,46,174,220,0.597,0.322,0.26,0.918,1.175
150,Shane Prince,LW,KIT/OTT,17.954,244,86,86,48,172,220,0.515,0.471,0.251,0.992,1.244
151,Julian Talbot,C,OTT,19.604,261,83,78,59,161,220,0.376,0.346,0.259,0.721,0.981
152,Chris Hulit,RW,OSH/OTT,19.728,277,92,86,41,178,219,0.406,0.41,0.179,0.81,0.994
153,Tim Brent,C,TOR,18.642,237,78,84,57,162,219,0.401,0.425,0.252,0.828,1.08
154,Austin Watson,C,WSR/PBO/LDN,18.798,244,89,74,56,163,219,0.397,0.335,0.265,0.732,0.992
155,Daniel Erlich,LW,LDN/GUE/BAR,19.573,260,68,89,62,157,219,0.253,0.382,0.238,0.63,0.868
156,Jeff Heerema,RW,SAR,18.911,192,99,68,52,167,219,0.522,0.363,0.258,0.885,1.142
157,Jason Baird,LW,ER,19.122,245,87,79,52,166,218,0.402,0.402,0.252,0.805,1.059
158,Alan Quine,C,KGN/PBO/BELV,18.678,252,90,80,48,170,218,0.399,0.38,0.262,0.778,1.041
159,Michael Fine,RW,SSM/KGN/SAG,19.414,314,82,80,55,162,217,0.298,0.348,0.204,0.646,0.855
160,Mark Scheifele,C,BAR,18.754,158,84,80,53,164,217,0.64,0.53,0.328,1.168,1.5
161,Vern Cooper,LW,PLY/SSM,18.773,306,94,82,41,176,217,0.386,0.376,0.167,0.757,0.926
162,Justin Hodgman,C,ER,19.344,254,87,83,47,170,217,0.375,0.344,0.235,0.716,0.952
163,Sean O'Connor,C,ER/PLY/LDN,19.685,307,75,86,56,161,217,0.292,0.335,0.2,0.628,0.828
164,Justin Shugg,RW,OSH/WSR/MISS,17.852,262,101,69,45,170,215,0.495,0.352,0.194,0.846,1.041
165,Luke Lynes,LW,BRA,18.923,269,100,64,51,164,215,0.365,0.308,0.206,0.672,0.872
166,John Scott Dickson,RW,WSR,19.494,306,94,71,49,165,214,0.395,0.283,0.202,0.68,0.888
167,Brad Richardson,C,OS,18.736,208,87,73,53,160,213,0.494,0.401,0.282,0.896,1.179
168,Bobby Chaumont,RW,SBY,18.941,272,109,66,38,175,213,0.431,0.221,0.119,0.648,0.768
169,Matt Puempel,LW,PBO/KIT,18.766,195,119,54,40,173,213,0.635,0.234,0.164,0.864,1.026
170,Thomas Nesbitt,RW,OTT,19.302,331,104,75,34,179,213,0.426,0.282,0.128,0.713,0.841
171,Mike Renzi,C,BELV,19.287,242,93,74,45,167,212,0.478,0.396,0.242,0.869,1.115
172,Bobby Sanguinetti,D,OS/BRA,18.668,263,70,80,62,150,212,0.359,0.351,0.226,0.71,0.938
173,Taylor  Carnevale,C,PLY/OSH/BAR/WSR/SAR,19.567,287,89,71,52,160,212,0.321,0.336,0.252,0.652,0.909
174,Bradley Snetsinger,LW,MISS/WSR,19.502,253,105,62,44,167,211,0.47,0.309,0.246,0.783,1.03
175,Liam Reddox,LW,PBO,18.758,208,86,76,48,162,210,0.33,0.329,0.231,0.659,0.89
176,Howie Martin,LW,SBY/BRA/OS,18.888,313,83,78,49,161,210,0.328,0.295,0.193,0.619,0.811
177,Jordan Skellett,C,MISS/ER/SAG,18.876,281,73,77,60,150,210,0.304,0.416,0.261,0.72,0.986
178,Jared Knight,RW,LDN,18.79,250,102,69,38,171,209,0.441,0.292,0.191,0.735,0.926
179,Sergei Kostitsyn,RW,LDN,18.992,122,66,77,66,143,209,0.545,0.64,0.545,1.185,1.73
180,Pat Daley,RW,OTT/PBO,19.5,303,85,80,43,165,208,0.35,0.371,0.206,0.723,0.922
181,Alex Hutchings,RW,BAR,17.981,229,111,53,44,164,208,0.538,0.246,0.201,0.788,0.985
182,Kale Kerbashian,LW,LDN/MISS/SAR,19.504,252,87,84,36,171,207,0.424,0.417,0.212,0.844,1.052
183,Ryan Martindale,C,OTT,18.011,243,85,75,47,160,207,0.409,0.381,0.234,0.791,1.03
184,Eric O'Dell,C,SBY,19.361,198,100,72,35,172,207,0.509,0.391,0.192,0.898,1.09
185,Andy Andreoff,LW,OSH,19.395,281,81,86,40,167,207,0.358,0.391,0.166,0.744,0.911
186,Eric Staal,C,PBO,17.13,184,80,80,47,160,207,0.47,0.475,0.26,0.945,1.208
187,Mike Lomas,LW,BRA/OS/PBO/SBY,19.146,304,82,74,50,156,206,0.332,0.31,0.211,0.64,0.852
188,Chris Lawrence,RW,SSM/MISS,18.734,261,88,61,56,149,205,0.484,0.274,0.241,0.761,1.007
189,Matt Kang,LW,OS/KGN/BRA,18.912,269,87,76,42,163,205,0.348,0.307,0.177,0.65,0.827
190,Jordan Szwarz,RW,SAG,18.466,262,82,83,39,165,204,0.364,0.359,0.153,0.724,0.876
191,Brent Kelly,C,GUE/SSM,18.914,232,86,70,48,156,204,0.424,0.304,0.179,0.729,0.904
192,Chris Thorburn,C,NB/PLY/SAG,18.414,251,79,70,54,149,203,0.359,0.331,0.234,0.685,0.921
193,Sean Monahan,C,OTT,17.177,185,84,77,42,161,203,0.475,0.455,0.238,0.933,1.165
194,Casey Cizikas,C,MISS,18.674,237,88,79,36,167,203,0.445,0.375,0.189,0.821,1.006
195,Ryan O'Connor,D,BAR/SAG,19.739,311,58,71,74,129,203,0.214,0.251,0.253,0.465,0.718
196,Colin Behenna,C,BAR,19.402,240,72,77,53,149,202,0.368,0.363,0.294,0.731,1.021
197,Cal Clutterbuck,RW,TOR/OSH,17.952,256,93,61,48,154,202,0.448,0.324,0.26,0.766,1.03
198,Justin Taylor,LW,LDN,19.725,231,102,63,37,165,202,0.461,0.268,0.161,0.73,0.891
199,Brett Trudell,RW,SSM/GUE/OSH,19.646,320,94,40,67,134,201,0.348,0.155,0.254,0.504,0.76
200,Nick Lees,C,OSH/GUE/BAR/SAG,18.962,327,105,62,34,167,201,0.476,0.246,0.146,0.717,0.868
