,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,544,335,60.084,2239,1639,600,51.414,19100,17692,1408,12.463,0.912,103.652
1,Sault Ste. Marie Greyhounds,544,284,56.26,2083,1831,252,52.515,18340,17700,640,11.324,0.902,101.532
2,Erie Otters,544,276,60.738,2114,1869,245,56.727,18323,17318,1005,12.201,0.897,101.864
3,Owen Sound Attack,544,273,56.589,1897,1689,208,55.145,18945,17573,1372,10.068,0.905,100.557
4,Kitchener Rangers,544,267,51.009,1899,1767,132,49.772,19064,18297,767,10.866,0.9,100.874
5,Barrie Colts,544,266,48.192,2054,1856,198,48.805,18216,18394,-178,10.306,0.894,99.661
6,Windsor Spitfires,544,264,53.349,1971,1889,82,51.343,18949,17722,1227,10.535,0.904,100.928
7,Oshawa Generals,544,263,51.944,1882,1736,146,51.23,18948,17239,1709,9.525,0.907,100.134
8,Guelph Storm,544,245,42.346,1895,1963,-68,46.293,18258,19146,-888,9.093,0.893,98.313
9,Niagara IceDogs,544,244,47.348,1876,1812,64,48.422,18675,17832,843,9.374,0.902,99.585
10,Ottawa 67's,544,233,47.377,1889,1955,-66,47.515,16965,18785,-1820,10.959,0.892,100.096
11,Kingston Frontenacs,544,230,50.273,1779,1906,-127,52.481,18776,18469,307,8.677,0.906,99.251
12,Saginaw Spirit,544,229,44.872,1848,1987,-139,49.242,18046,19045,-999,9.187,0.889,98.007
13,Peterborough Petes,544,210,49.08,1737,2095,-358,47.954,18150,19619,-1469,9.875,0.904,100.293
14,Sarnia Sting,544,204,49.313,1845,2154,-309,48.339,16881,18832,-1951,11.362,0.893,100.628
15,Plymouth Whalers,408,196,47.0,1429,1300,129,46.406,13778,14317,-539,9.459,0.91,100.457
16,Sudbury Wolves,544,185,40.69,1620,2137,-517,45.052,16988,19812,-2824,8.996,0.893,98.22
17,Belleville Bulls,408,145,45.638,1176,1433,-257,47.613,13346,14316,-970,8.721,0.906,99.244
18,Mississauga Steelheads,340,126,48.757,963,1177,-214,49.205,10423,11531,-1108,9.644,0.902,99.846
19,North Bay Battalion,272,122,47.611,877,859,18,51.116,8852,7864,988,9.446,0.892,98.626
20,Brampton Battalion,272,112,50.524,740,747,-7,55.718,9190,7283,1907,8.006,0.902,98.205
21,Mississauga St. Michael's Majors,136,66,51.835,414,386,28,50.735,4352,4237,115,9.3,0.91,100.34
22,Hamilton Bulldogs,136,54,47.27,431,481,-50,49.025,4145,4314,-169,10.1,0.892,99.22
23,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
24,Flint Firebirds,136,48,44.285,409,514,-105,49.26,4307,4433,-126,9.15,0.888,97.875
