,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,John Tavares,C,OSH/LDN,17.112,247,215,128,90,343,433,0.91,0.535,0.385,1.442,1.828
1,Tyler  Toffoli,RW,OTT,18.519,252,163,103,67,266,333,0.72,0.425,0.281,1.145,1.426
2,Nathan Moon,C,KGN,19.759,316,139,119,74,258,332,0.461,0.42,0.214,0.881,1.095
3,Zack Torquato,C,SAG/ER,19.334,330,134,117,78,251,329,0.434,0.426,0.293,0.861,1.152
4,Bryan Cameron,RW,BELV/BAR,19.616,318,184,94,46,278,324,0.699,0.33,0.15,1.03,1.18
5,Ryan Ellis,D,WSR,18.824,226,73,140,101,213,314,0.346,0.692,0.469,1.041,1.507
6,Andrew  Agozzino,LW,NIAG,19.762,318,159,91,56,250,306,0.568,0.346,0.218,0.914,1.132
7,Vincent Trocheck,C,SAG/PLY,18.306,264,120,112,67,232,299,0.582,0.489,0.314,1.071,1.385
8,Ryan Strome,C,BAR/NIAG,18.306,225,105,125,65,230,295,0.562,0.692,0.262,1.256,1.514
9,Dale Mitchell,RW,OSH/WSR,19.498,293,136,98,60,234,294,0.482,0.404,0.282,0.886,1.162
10,Nick Cousins,C,SSM,18.282,264,102,107,82,209,291,0.419,0.496,0.406,0.921,1.328
11,Chris Terry,C,PLY,18.566,253,114,111,64,225,289,0.59,0.518,0.331,1.105,1.434
12,Logan Couture,C,OTT,18.594,232,111,112,64,223,287,0.525,0.502,0.265,1.03,1.288
13,Taylor Hall,LW,WSR,17.087,183,123,100,57,223,280,0.678,0.6,0.342,1.28,1.62
14,Michael Sgarbossa,C,BAR/SAG/SBY,18.266,263,113,104,62,217,279,0.554,0.448,0.271,1.001,1.277
15,Justin DiBenedetto,LW,TOR/SAR,19.182,239,129,96,54,225,279,0.628,0.484,0.239,1.111,1.348
