,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Keith Aucoin,C,HER/TOR,32.984,202,74,128,83,202,285,472,17.181,0.314,0.587,0.4,0.901,1.306,1.982
1,T.J. Hensick,C,LE/PEO,25.89,259,81,118,77,199,276,620,12.774,0.292,0.432,0.277,0.725,1.002,2.288
2,Mark Mancari,RW,POR/CHI/RCH,26.306,275,112,88,57,200,257,944,10.681,0.371,0.309,0.2,0.682,0.878,3.512
3,Darren Haydar,RW,LE/CHI,32.025,284,91,89,72,180,252,694,12.501,0.302,0.312,0.231,0.621,0.844,2.426
4,Jeff Taffe,C,RCH/RFD/HOU/HER,30.696,278,94,92,61,186,247,753,11.592,0.299,0.377,0.232,0.671,0.904,2.534
5,Kris Newbury,C,HFD/GR/CT,29.696,274,77,102,59,179,238,718,11.352,0.298,0.358,0.236,0.651,0.892,2.631
6,Ben Walter,C,LOW/LE/ABB,27.472,298,79,95,62,174,236,587,13.34,0.245,0.321,0.195,0.57,0.764,1.854
7,Alexandre Giroux,LW,HER/OKC/SPR,29.499,204,110,74,51,184,235,704,14.945,0.51,0.332,0.222,0.845,1.065,3.392
8,Chris Terry,LW,ALB/CHA,22.566,304,92,77,61,169,230,732,12.315,0.314,0.259,0.23,0.572,0.804,2.549
9,Patrick Maroon,LW,ADK/SYR/NOR,23.522,272,95,74,55,169,224,733,13.518,0.381,0.273,0.175,0.65,0.826,2.782
10,Jon DiSalvatore,RW,HOU/HER,30.588,303,95,68,60,163,223,661,14.491,0.3,0.21,0.224,0.514,0.738,2.07
11,Brett Sterling,LW,CHI/WBS/PEO/POR,27.52,241,115,63,38,178,216,694,16.464,0.483,0.264,0.166,0.746,0.912,2.931
12,Trevor Smith,C,BRI/SYR/SPR/NOR/WBS,26.726,284,90,66,57,156,213,657,14.488,0.328,0.256,0.201,0.584,0.785,2.252
13,Corey Locke,C,HFD/BNG,26.605,183,62,84,66,146,212,421,13.475,0.308,0.435,0.382,0.748,1.132,2.3
14,Travis Morin,C,TEX,27.81,279,67,82,58,149,207,578,10.366,0.216,0.308,0.231,0.526,0.761,2.117
15,Jon Matsumoto,C,ADK/CHA/SA/CHI/WOR,25.05,286,88,78,37,166,203,679,12.604,0.276,0.244,0.118,0.522,0.643,2.198
16,Chris Bourque,LW,HER/PRO,25.628,161,59,78,64,137,201,590,9.408,0.335,0.422,0.408,0.752,1.16,3.525
17,Tomas Tatar,LW,GR,20.916,265,87,64,45,151,196,690,12.169,0.348,0.275,0.143,0.617,0.76,2.92
18,Martin St. Pierre,C,BNG/SPR/RFD,28.098,226,61,76,58,137,195,535,11.542,0.285,0.315,0.238,0.6,0.845,2.442
19,Bracken Kearns,C,RFD/SA/WOR,30.47,287,78,65,49,143,192,536,15.115,0.298,0.204,0.192,0.496,0.692,1.954
20,Spencer Machacek,RW,CHI/STJ/SPR,23.046,282,75,74,42,149,191,715,10.25,0.25,0.25,0.142,0.499,0.641,2.438
21,Francis Pare,RW,GR,24.338,300,78,57,54,135,189,713,11.988,0.276,0.189,0.18,0.468,0.646,2.338
22,Steve Zalewski,C,WOR/ALB,25.197,301,67,70,51,137,188,689,9.066,0.204,0.242,0.15,0.445,0.594,2.19
23,Zach Boychuk,LW,ALB/CHA,22.073,225,81,70,37,151,188,594,14.721,0.4,0.3,0.131,0.7,0.834,2.694
24,Jerome Samson,RW,ALB/CHA,24.157,221,90,62,35,152,187,915,8.006,0.306,0.25,0.106,0.556,0.666,3.671
25,Greg Rallo,LW,TEX/SA,30.18,285,90,50,40,140,180,779,12.395,0.329,0.15,0.14,0.474,0.616,2.666
26,Nick Drazenovic,C,PEO/SPR,24.796,236,72,58,49,130,179,590,11.834,0.295,0.282,0.26,0.575,0.835,2.496
27,Brian Connelly,D,RFD/ABB/HOU,25.392,284,26,62,90,88,178,593,4.35,0.089,0.216,0.374,0.311,0.678,2.099
28,Colton Sceviour,RW,TEX,22.53,294,67,65,45,132,177,733,9.408,0.28,0.272,0.158,0.552,0.712,2.938
29,Brandon Pirri,C,RFD,20.684,212,57,62,55,119,174,543,10.49,0.275,0.308,0.278,0.578,0.86,2.595
30,Matt Anderson,RW,CHI/ALB,29.0,262,62,54,58,116,174,581,9.404,0.209,0.196,0.229,0.41,0.637,2.314
31,Chris Mueller,C,MIL,25.654,262,87,51,35,138,173,618,13.79,0.344,0.222,0.108,0.568,0.674,2.455
32,Andrew Gordon,RW,HER/CHI/SYR,25.882,212,89,49,33,138,171,555,15.464,0.346,0.191,0.105,0.538,0.645,2.301
33,Boyd Kane,LW,HER,33.538,291,82,51,38,133,171,536,14.228,0.25,0.166,0.141,0.416,0.558,1.772
34,Ryan Craig,LW,NOR/WBS/SPR,29.816,287,73,60,37,133,170,613,14.709,0.248,0.23,0.109,0.473,0.588,1.818
35,Brian Willsie,RW,LE/HER/HAM,32.751,219,74,50,45,124,169,710,9.695,0.315,0.222,0.2,0.54,0.738,3.372
36,Ryan Keller,RW,BNG/OKC,26.941,214,87,50,31,137,168,657,12.53,0.38,0.252,0.125,0.635,0.76,2.99
37,Jamie Johnson,C,RCH/GR,28.894,234,60,64,43,124,167,387,15.65,0.262,0.275,0.19,0.535,0.725,1.655
38,Ryan Potulny,C,SPR/BNG/RFD/HER,27.152,212,76,50,37,126,163,591,12.136,0.344,0.23,0.162,0.57,0.735,2.775
39,Brett MacLean,RW,SA/POR,21.976,190,78,58,27,136,163,688,11.28,0.41,0.28,0.148,0.69,0.84,3.645
40,Jamie Tardif,RW,GR/PRO,26.77,273,88,45,29,133,162,706,13.738,0.375,0.17,0.089,0.546,0.639,2.691
41,Chad Kolarik,C,SA/SYR/CT/SPR/WBS,25.386,201,78,51,30,129,159,619,12.652,0.397,0.275,0.148,0.675,0.82,3.133
42,Chris Conner,LW,WBS/GR/POR,27.856,187,51,67,40,118,158,454,11.294,0.254,0.304,0.23,0.558,0.789,2.259
43,Jacob Micflikier,F,ALB/CHA/HER,26.43,194,68,57,32,125,157,442,15.1,0.355,0.308,0.195,0.662,0.855,2.468
44,Colin McDonald,RW,SPR/OKC/WBS/BRI,27.084,259,74,51,32,125,157,722,7.805,0.223,0.29,0.18,0.514,0.692,2.8
45,Mike Zigomanis,C,TOR,30.786,204,40,60,56,100,156,454,6.856,0.152,0.329,0.34,0.476,0.819,2.073
46,Rob Klinkhammer,LW,RFD/BNG/POR,25.22,254,55,60,39,115,154,618,9.205,0.24,0.289,0.194,0.531,0.724,2.635
47,Ryan Hamilton,LW,TOR,26.544,222,87,41,25,128,153,446,21.708,0.442,0.181,0.128,0.622,0.749,2.022
48,Michael Kostka,D,POR/RCH/NOR/SA/TOR,25.924,260,33,61,59,94,153,540,6.294,0.151,0.312,0.304,0.462,0.765,2.265
49,Matthew Ford,RW,LE/HER/ADK/SPR,27.06,244,77,42,33,119,152,591,11.226,0.266,0.188,0.126,0.452,0.579,2.315
50,Aaron Gagnon,C,TEX/STJ,25.52,242,66,46,40,112,152,462,15.185,0.259,0.165,0.162,0.424,0.585,1.736
51,Zach Hamill,C,PRO/MIL/SA/HER,23.104,256,50,53,49,103,152,500,10.964,0.22,0.17,0.192,0.395,0.585,2.018
52,Clay Wilson,D,RCH/ABB,27.697,207,42,56,53,98,151,504,8.61,0.212,0.227,0.267,0.438,0.708,2.478
53,Ben Maxwell,C,HAM/CHI/STJ,23.588,223,46,54,50,100,150,554,7.665,0.185,0.225,0.209,0.41,0.616,2.406
54,Jason Krog,C,CHI,34.436,158,33,66,51,99,150,333,9.855,0.21,0.42,0.32,0.625,0.95,2.105
55,Brandon Kozun,RW,MCH,21.774,221,69,49,32,118,150,447,15.565,0.322,0.235,0.145,0.555,0.7,2.065
56,Derek Nesbitt,LW,RFD/PEO/WBS,29.542,220,69,49,31,118,149,593,11.509,0.328,0.196,0.132,0.526,0.655,2.836
57,Jonathan Cheechoo,RW,BNG/WOR/PEO/OKC,31.294,185,64,49,36,113,149,540,12.753,0.356,0.274,0.202,0.635,0.831,2.809
58,Bill Thomas,RW,SPR/RCH/SA/LE,28.357,227,70,44,34,114,148,565,11.969,0.306,0.19,0.14,0.494,0.635,2.508
59,Graham Mink,RW,RCH/PEO/HER/PRO,32.447,218,70,44,33,114,147,523,14.112,0.312,0.198,0.138,0.511,0.653,2.265
60,Dane Byers,LW,HFD/CT/SA/SPR/OKC/HER,25.69,283,62,49,36,111,147,522,10.024,0.18,0.132,0.08,0.315,0.395,1.68
61,Denis Hamel,LW,BNG/ADK,33.6,213,70,52,25,122,147,808,8.485,0.325,0.23,0.125,0.555,0.675,3.84
62,Adam Cracknell,RW,PEO,26.296,258,63,47,35,110,145,605,11.215,0.295,0.162,0.16,0.459,0.619,2.564
63,Kyle Wilson,C,HER/SPR/MIL/SYR/NOR,26.876,206,66,51,28,117,145,501,11.558,0.289,0.195,0.114,0.485,0.599,2.47
64,Jason Jaffray,LW,ABB/MTB/STJ,30.336,190,58,47,37,105,142,471,11.912,0.27,0.249,0.19,0.518,0.708,2.269
65,Kyle Greentree,LW,RFD/HER,27.084,188,66,38,38,104,142,510,11.69,0.31,0.188,0.23,0.498,0.728,2.593
66,Andre Deveaux,RW,TOR/CHI/CT/SA,27.686,250,66,35,40,101,141,447,14.206,0.227,0.116,0.132,0.342,0.47,1.58
67,Chad Rau,C,HOU,24.784,266,62,52,26,114,140,444,15.982,0.245,0.17,0.089,0.41,0.499,1.578
68,Zac Dalpe,C,ALB/CHA,21.996,180,68,40,31,108,139,553,13.241,0.406,0.2,0.154,0.606,0.76,3.13
69,David Van der Gulik,LW,ABB/LE,28.532,212,61,46,32,107,139,519,12.219,0.295,0.204,0.143,0.499,0.636,2.436
70,Riley Holzapfel,C,CHI/STJ/SYR/WBS,23.201,261,56,48,34,104,138,344,18.065,0.248,0.198,0.151,0.442,0.595,1.364
71,Greg Scott,RW,TOR,23.41,270,54,47,37,101,138,587,9.65,0.205,0.172,0.121,0.378,0.499,2.13
72,Francis Wathier,C,TEX,26.898,280,60,41,36,101,137,649,6.845,0.161,0.15,0.122,0.306,0.435,2.194
73,Paul Postma,D,CHI/STJ,22.686,215,47,44,45,91,136,534,8.894,0.239,0.222,0.21,0.461,0.672,2.714
74,Chad Wiseman,LW,SPR/ALB,30.602,188,48,41,46,89,135,452,7.311,0.161,0.151,0.221,0.31,0.532,2.116
75,Casey Wellman,RW,HOU/CT/HER/SA,24.161,169,53,48,34,101,135,457,11.028,0.298,0.29,0.2,0.588,0.792,2.698
76,Danny Syvret,D,ADK/SYR/PEO,26.384,225,28,55,52,83,135,493,5.355,0.125,0.24,0.232,0.365,0.599,2.33
77,Mark Barberio,D,NOR/SYR,21.733,215,30,48,56,78,134,509,5.75,0.132,0.22,0.258,0.353,0.61,2.472
78,Aaron Palushaj,RW,HAM/PEO,22.148,186,52,46,36,98,134,445,11.392,0.329,0.166,0.162,0.496,0.66,2.855
79,Kyle Palmieri,RW,SYR/NOR,20.87,146,75,34,25,109,134,547,12.892,0.475,0.205,0.188,0.682,0.87,3.648
80,Tyler Johnson,C,NOR/SYR,21.632,137,68,35,30,103,133,413,16.665,0.505,0.26,0.215,0.765,0.98,3.02
81,Benn Ferriero,RW,WOR/WBS/CT,24.508,178,52,39,42,91,133,453,10.718,0.27,0.182,0.261,0.452,0.719,2.555
82,Mark Arcobello,C,OKC,23.343,173,50,52,31,102,133,494,10.725,0.312,0.31,0.195,0.622,0.82,2.93
83,Michal Repik,RW,RCH/SA,21.956,168,47,56,30,103,133,502,9.282,0.27,0.325,0.155,0.598,0.752,3.03
84,Patrick Rissmiller,LW,HFD/GR/LE/CHI/RCH/WOR,33.014,206,50,54,28,104,132,433,9.309,0.185,0.262,0.122,0.44,0.562,1.864
85,Marc-Andre Gragnani,D,POR/CHA,24.266,171,27,56,48,83,131,228,9.852,0.128,0.328,0.275,0.455,0.735,1.255
86,Jonathan Marchessault,RW,CT/SPR,21.219,150,45,48,38,93,131,470,9.57,0.3,0.32,0.25,0.62,0.875,3.135
87,Mathieu Beaudoin,RW,TEX/SA/POR/RFD/HER,27.568,235,49,46,36,95,131,501,7.014,0.141,0.14,0.148,0.275,0.425,1.826
88,Justin Azevedo,C,MCH,22.706,188,60,43,27,103,130,457,14.375,0.353,0.215,0.143,0.568,0.71,2.465
89,Derek Whitmore,LW,POR/RCH/STJ,26.87,240,74,29,26,103,129,581,8.776,0.234,0.204,0.122,0.438,0.561,2.806
90,Garrett Stafford,D,TEX/SA/POR/HAM/OKC/HER,31.758,229,31,44,54,75,129,360,6.408,0.1,0.175,0.234,0.274,0.505,1.372
91,Hugh Jessiman,RW,MIL/RFD/RCH/ABB/LE/BNG,27.594,263,65,35,28,100,128,566,10.198,0.227,0.145,0.105,0.372,0.48,2.144
92,Ryan Stoa,C,LE/HER,24.551,223,66,35,27,101,128,526,11.959,0.267,0.14,0.103,0.406,0.503,2.246
93,T.J. Brennan,D,POR/RCH,22.578,225,51,41,35,92,127,532,9.985,0.31,0.229,0.205,0.534,0.741,3.01
94,Bryan Rodney,D,ALB/CHA/OKC/SYR/MCH,27.524,242,26,43,58,69,127,390,6.215,0.099,0.144,0.196,0.241,0.44,1.595
95,Brandon Mashinter,LW,WOR/CT,23.112,271,64,36,27,100,127,573,10.795,0.216,0.142,0.081,0.356,0.438,2.058
96,Paul Szczechura,C,NOR/RCH,25.042,171,50,43,33,93,126,434,12.65,0.31,0.265,0.2,0.568,0.775,2.445
97,John McCarthy,LW,WOR,25.227,229,51,42,33,93,126,514,9.172,0.208,0.169,0.125,0.376,0.501,2.228
98,Tim Kennedy,C,CT/RCH/SA/WOR,25.629,157,38,54,34,92,126,259,16.495,0.282,0.33,0.26,0.61,0.87,1.692
99,Jon Rheault,RW,MCH/ABB/PRO/SA,25.25,237,54,47,25,101,126,520,12.15,0.271,0.239,0.111,0.509,0.62,2.206
100,Sean Sullivan,D,SA/WOR/LE,27.59,245,31,54,40,85,125,472,4.31,0.08,0.18,0.124,0.258,0.385,1.703
101,Joe Colborne,C,PRO/TOR,21.75,211,50,42,33,92,125,386,10.624,0.206,0.216,0.165,0.418,0.586,1.759
102,Dwight King,LW,MCH,22.322,202,50,46,28,96,124,424,9.994,0.21,0.294,0.098,0.506,0.602,2.091
103,Bobby Sanguinetti,D,HFD/CHA,23.67,188,28,49,47,77,124,387,6.752,0.159,0.269,0.215,0.428,0.635,2.338
104,Greg Mauldin,LW,BRI/LE,28.516,179,59,32,32,91,123,551,10.468,0.32,0.17,0.172,0.49,0.668,3.052
105,Matt Watkins,C,SA/POR/BRI,24.94,253,49,42,32,91,123,475,9.684,0.179,0.182,0.111,0.362,0.47,1.844
106,David Desharnais,C,HAM,23.504,95,37,57,29,94,123,225,15.855,0.37,0.615,0.31,0.98,1.295,2.29
107,J.T. Wyman,RW,HAM/NOR/SYR,25.674,261,54,47,22,101,123,516,10.166,0.194,0.195,0.084,0.386,0.47,1.906
108,Paul Byron,C,POR/ABB,22.511,201,53,46,23,99,122,310,14.816,0.205,0.216,0.08,0.422,0.501,1.349
109,Gustav Nyquist,RW,GR,22.288,122,46,44,32,90,122,335,12.208,0.328,0.302,0.265,0.633,0.9,2.57
110,Brett Sutter,C,ABB/CHA,24.414,259,50,47,25,97,122,493,11.429,0.224,0.222,0.102,0.448,0.549,1.941
111,Marc-Andre Cliche,C,MCH,24.608,258,52,41,28,93,121,503,9.608,0.199,0.125,0.112,0.322,0.435,2.052
112,Alexandre Picard,LW,SA/SYR/NOR,25.184,159,56,42,23,98,121,426,10.805,0.285,0.28,0.143,0.562,0.71,2.495
113,Eric Tangradi,LW,WBS,22.72,178,60,34,27,94,121,465,12.312,0.334,0.156,0.158,0.49,0.649,2.798
114,Patrick McNeill,D,HER,24.626,231,29,45,46,74,120,339,7.639,0.114,0.159,0.194,0.266,0.461,1.452
