,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Rob Schremp,C,MISS/LDN,18.334,247,154,131,99,285,384,0.775,0.682,0.471,1.458,1.924
1,Corey Perry,RW,LDN,18.46,253,140,154,86,294,380,0.648,0.734,0.394,1.381,1.78
2,Dylan Hunter,LW,LDN,19.383,315,106,143,120,249,369,0.443,0.593,0.521,1.036,1.556
3,Patrick O'Sullivan,C,MISS,18.744,234,148,120,77,268,345,0.624,0.582,0.318,1.21,1.528
4,Bryan Little,C,BAR,17.968,247,153,111,78,264,342,0.664,0.564,0.384,1.226,1.616
5,John Tavares,C,OSH,16.236,191,157,101,71,258,329,0.78,0.59,0.43,1.365,1.795
6,Wojtek Wolski,LW,BRA,18.682,253,130,132,66,262,328,0.631,0.72,0.305,1.351,1.661
7,Bobby Ryan,RW,OS,18.624,249,133,123,69,256,325,0.59,0.58,0.3,1.168,1.468
8,Rob Hisey,C,SSM/ER/BAR,19.1,270,115,119,75,234,309,0.454,0.469,0.331,0.923,1.254
9,Daniel Ryder,C,PBO/PLY,18.8,253,127,110,71,237,308,0.589,0.462,0.324,1.05,1.375
10,Corey Locke,C,OTT,18.605,182,127,92,85,219,304,0.702,0.495,0.47,1.198,1.67
11,Tyler Donati,RW,OSH/TOR/BELV,19.038,252,131,118,51,249,300,0.631,0.562,0.262,1.193,1.449
12,Evan McGrath,C,KIT,18.794,266,96,116,87,212,299,0.439,0.544,0.379,0.982,1.36
13,David Bolland,RW,LDN,18.405,254,135,92,72,227,299,0.7,0.497,0.388,1.195,1.585
14,Peter Tsimikalis,C,OTT/OSH/KIT,19.742,284,94,132,70,226,296,0.432,0.569,0.33,1.006,1.336
15,Michael Richards,C,KIT,18.716,233,115,112,65,227,292,0.518,0.536,0.272,1.061,1.331
16,Evan Brophey,C,BAR/BELV/PLY,18.847,321,109,103,78,212,290,0.423,0.449,0.356,0.873,1.221
17,Jamie Tardif,RW,PBO,19.707,322,155,69,65,224,289,0.564,0.234,0.205,0.799,1.0
18,Justin Azevedo,C,KIT,18.582,235,107,97,84,204,288,0.504,0.499,0.43,1.002,1.432
19,Brett MacLean,LW,ER/OSH,17.85,245,131,100,57,231,288,0.726,0.486,0.29,1.214,1.505
20,Ryan McDonough,C,SBY/SAG,18.828,258,133,102,49,235,284,0.574,0.416,0.194,0.987,1.181
21,John Hughes,RW,BELV/BRA,18.816,256,93,139,51,232,283,0.382,0.594,0.234,0.976,1.208
22,Michael Swift,C,MISS/NIAG,19.537,276,111,102,70,213,283,0.478,0.442,0.324,0.92,1.244
23,Hunter Tremblay,LW,BAR,19.728,317,115,107,53,222,275,0.469,0.449,0.24,0.91,1.15
24,Ryan Wilson,D,TOR/SAR,19.677,316,52,109,108,161,269,0.161,0.42,0.488,0.58,1.064
25,Justin Donati,C,OSH/TOR/SBY,19.038,213,120,89,60,209,269,0.636,0.439,0.281,1.075,1.358
26,Eric Himelfarb,C,SAR/BAR/KGN,19.954,201,103,112,50,215,265,0.52,0.605,0.26,1.13,1.39
27,Andre Benoit,D,KIT,19.817,259,83,101,80,184,264,0.341,0.424,0.32,0.765,1.082
28,Cory Emmerton,LW,KGN/BRA,18.414,218,97,83,75,180,255,0.495,0.381,0.345,0.886,1.23
29,Bobby Hughes,C,KGN,17.97,243,103,96,54,199,253,0.55,0.475,0.282,1.021,1.309
30,Dustin Jeffrey,C,MISS/SSM,18.675,246,100,88,64,188,252,0.521,0.496,0.318,1.018,1.33
31,Martin St. Pierre,C,GUE,19.347,189,88,113,50,201,251,0.5,0.643,0.238,1.148,1.388
32,John Vigilante,LW,PLY,19.438,254,93,89,64,182,246,0.392,0.465,0.278,0.855,1.131
33,Jeff Carter,C,SSM,18.83,236,123,81,42,204,246,0.575,0.4,0.198,0.978,1.18
34,Adam Perry,LW,LDN/BELV,19.8,222,107,89,49,196,245,0.472,0.385,0.22,0.854,1.079
35,Tyler Haskins,C,GUE/TOR/SAG,19.37,300,72,92,80,164,244,0.242,0.424,0.347,0.668,1.014
36,Joey Tenute,C,BAR/SAR,19.706,192,82,90,68,172,240,0.412,0.49,0.37,0.903,1.272
37,Craig Voakes,C,SBY/KIT/SAR/WSR,19.764,324,92,80,66,172,238,0.316,0.314,0.222,0.633,0.847
38,Anthony Stewart,RW,KGN,18.818,248,118,75,45,193,238,0.52,0.324,0.18,0.844,1.024
39,Ryan Callahan,RW,GUE,19.613,249,130,72,35,202,237,0.634,0.306,0.159,0.936,1.091
40,Steve Downie,C,WSR/PBO/KIT,18.578,190,82,98,54,180,234,0.585,0.649,0.359,1.231,1.589
41,Patrick Jarrett,C,OS/MISS,19.732,245,75,98,60,173,233,0.345,0.394,0.278,0.74,1.016
42,Daniel Sisca,C,OS/MISS/SAR,19.5,179,93,73,66,166,232,0.518,0.43,0.39,0.942,1.332
43,John Mitchell,C,PLY,18.772,258,80,90,60,170,230,0.359,0.406,0.284,0.764,1.047
44,Cody Thornton,RW,BELV/SSM,19.23,326,110,65,53,175,228,0.429,0.251,0.196,0.68,0.885
45,Kevin Baker,C,OS/SBY/OSH,19.534,324,109,77,42,186,228,0.372,0.3,0.131,0.67,0.809
46,Jamie McGinn,LW,OTT,18.236,243,111,81,34,192,226,0.526,0.355,0.172,0.881,1.054
47,Ryan O'Marra,RW,ER/SAG,18.394,234,94,74,55,168,223,0.475,0.351,0.235,0.821,1.056
48,Matt Beleskey,LW,BELV,18.398,257,98,67,56,165,221,0.493,0.351,0.262,0.842,1.108
49,Jadran Beljo,LW,PBO/MISS/LDN,19.616,267,101,60,60,161,221,0.502,0.269,0.261,0.774,1.035
50,Julian Talbot,C,OTT,19.604,261,83,78,59,161,220,0.376,0.346,0.259,0.721,0.981
51,Bryan Rodney,D,OTT/KGN/LDN,19.524,246,47,95,77,142,219,0.248,0.366,0.32,0.616,0.935
52,Chris Hulit,RW,OSH/OTT,19.728,277,92,86,41,178,219,0.406,0.41,0.179,0.81,0.994
53,Sean O'Connor,C,ER/PLY/LDN,19.685,307,75,86,56,161,217,0.292,0.335,0.2,0.628,0.828
54,John Hecimovic,RW,SAR/MISS,19.584,244,116,63,38,179,217,0.485,0.258,0.143,0.745,0.88
55,Luke Lynes,LW,BRA,18.923,269,100,64,51,164,215,0.365,0.308,0.206,0.672,0.872
56,Ryan Ramsay,C,KIT/PLY,19.58,174,86,81,46,167,213,0.49,0.502,0.238,0.988,1.225
57,Bobby Chaumont,RW,SBY,18.941,272,109,66,38,175,213,0.431,0.221,0.119,0.648,0.768
58,Brad Richardson,C,OS,18.736,208,87,73,53,160,213,0.494,0.401,0.282,0.896,1.179
59,Bobby Sanguinetti,D,OS/BRA,18.668,263,70,80,62,150,212,0.359,0.351,0.226,0.71,0.938
60,Bradley Snetsinger,LW,MISS/WSR,19.502,253,105,62,44,167,211,0.47,0.309,0.246,0.783,1.03
61,Liam Reddox,LW,PBO,18.758,208,86,76,48,162,210,0.33,0.329,0.231,0.659,0.89
62,John Scott Dickson,RW,WSR,19.558,262,91,70,49,161,210,0.404,0.295,0.213,0.7,0.918
63,Howie Martin,LW,SBY/BRA/OS,18.888,313,83,78,49,161,210,0.328,0.295,0.193,0.619,0.811
64,Sergei Kostitsyn,RW,LDN,18.992,122,66,77,66,143,209,0.545,0.64,0.545,1.185,1.73
65,Scott Sheppard,RW,OTT/KGN/KIT/LDN,19.216,191,79,73,55,152,207,0.418,0.412,0.292,0.83,1.122
66,Chris Lawrence,RW,SSM/MISS,18.734,261,88,61,56,149,205,0.484,0.274,0.241,0.761,1.007
67,Cal Clutterbuck,RW,TOR/OSH,17.952,256,93,61,48,154,202,0.448,0.324,0.26,0.766,1.03
68,Rob Hennigar,C,WSR,19.7,203,76,74,51,150,201,0.397,0.382,0.25,0.78,1.03
69,Tom Pyatt,C,SAG,18.71,240,94,58,48,152,200,0.529,0.305,0.232,0.834,1.066
70,Logan Couture,C,OTT,17.718,170,72,80,48,152,200,0.42,0.485,0.27,0.91,1.175
