,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,618,356,56.037,2474,1906,568,49.109,19845,18809,1036,12.01,0.908,102.81
1,Drummondville Voltigeurs,618,324,54.022,2272,1981,291,54.722,20835,17134,3701,10.668,0.892,99.816
2,Moncton Wildcats,618,322,51.178,2188,1876,312,50.287,19721,18803,918,10.432,0.901,100.481
3,Gatineau Olympiques,618,296,50.48,2189,2066,123,51.137,17948,17857,91,11.578,0.88,99.574
4,Rouyn-Noranda Huskies,618,281,49.32,2218,2320,-102,51.769,18778,18179,599,11.646,0.872,98.9
5,Victoriaville Tigres,618,278,52.167,2222,2143,79,49.552,19689,20052,-363,10.936,0.902,101.119
6,Cape Breton Screaming Eagles,618,278,44.593,2043,2147,-104,49.654,19633,18718,915,10.099,0.876,97.639
7,Halifax Mooseheads,618,275,59.077,2202,2191,11,55.544,19974,18712,1262,11.792,0.897,101.517
8,Shawinigan Cataractes,618,273,42.596,2079,2132,-53,45.987,18995,19896,-901,9.018,0.897,98.703
9,Saint John Sea Dogs,618,273,44.602,2098,2167,-69,45.371,19181,20340,-1159,9.571,0.902,99.807
10,Chicoutimi Sagueneens,618,261,44.562,1975,2028,-53,48.27,18131,18682,-551,9.212,0.894,98.566
11,Baie-Comeau Drakkar,618,257,55.592,2064,2211,-147,54.994,19048,18736,312,10.158,0.901,100.167
12,Rimouski Oceanic,618,252,54.518,2121,2273,-152,50.77,18714,19456,-742,11.577,0.899,101.444
13,Val-d'Or Foreurs,618,248,53.696,2121,2340,-219,52.53,19039,19843,-804,11.728,0.889,100.607
14,Acadie-Bathurst Titan,618,248,41.811,2113,2234,-121,47.034,19304,20226,-922,8.796,0.894,98.135
15,PEI Rocket,550,225,48.728,1850,2044,-194,48.238,16353,18878,-2525,10.84,0.89,99.908
16,Lewiston MAINEiacs,414,191,49.274,1394,1400,-6,50.068,13155,12789,366,10.893,0.889,99.8
17,Blainville-Boisbriand Armada,204,112,56.43,763,584,179,52.573,6170,5462,708,12.132,0.896,101.732
18,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
19,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
20,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
21,Sherbrooke Phoenix,136,30,38.75,361,571,-210,41.97,3567,4931,-1364,9.92,0.887,98.535
22,Charlottetown Islanders,68,15,41.76,180,251,-71,46.66,2189,2502,-313,8.1,0.906,98.72
