"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Connor Roberts","RW","FLNT","18.563","14","3","2","0","5","5","23","13.04","0.21","0.14","0.0","0.36","0.36","1.64","2.09","0.15","175.97","12.57","1.02","0.68","0.0","1.7","1.7","7.84","0.71","14.53","14.05","35.73","48.39","3.97","35.0","7","13","0","2","0.0","1","3","33.33","2","18","11.11","38","75","50.67"
"","Hayden Davis","D","SAG","19.154","41","0","4","8","4","12","46","0.0","0.0","0.1","0.2","0.1","0.29","1.12","1.28","0.03","680.66","16.6","0.0","0.35","0.71","0.35","1.06","4.05","0.11","14.12","13.97","55.13","47.95","1.07","52.5","42","38","0","0","0.0","0","0","0.0","0","46","0.0","0","0","0.0"
"","Holden Wale","D","SSM","18.133","51","3","1","6","4","10","54","5.56","0.06","0.02","0.12","0.08","0.2","1.06","2.81","0.06","686.36","13.46","0.26","0.09","0.52","0.35","0.87","4.72","0.25","13.82","14.15","55.39","50.89","-10.66","47.54","29","32","1","5","20.0","0","3","0.0","2","46","4.35","0","0","0.0"
"","Hakon Nilsen","D","FLNT","20.611","56","1","3","6","4","10","43","2.33","0.02","0.05","0.11","0.07","0.18","0.77","1.08","0.02","955.79","17.07","0.06","0.19","0.38","0.25","0.63","2.7","0.07","13.83","14.06","40.54","51.38","5.46","43.41","56","73","0","0","0.0","0","2","0.0","1","41","2.44","0","0","0.0"
"","Liam Ham","D","MISS/NIAG","19.614","41","2","2","6","4","10","78","2.56","0.05","0.05","0.15","0.1","0.24","1.9","3.05","0.07","772.54","18.84","0.16","0.16","0.47","0.31","0.78","6.06","0.24","13.67","14.15","49.36","49.86","-2.57","46.43","39","45","0","1","0.0","0","3","0.0","2","74","2.7","0","0","0.0"
"","Jake Gravelle","D","HAM","18.374","52","1","3","4","4","8","61","1.64","0.02","0.06","0.08","0.08","0.15","1.17","1.82","0.03","799.55","15.38","0.08","0.23","0.3","0.3","0.6","4.58","0.14","13.64","13.99","43.97","49.77","2.44","46.15","36","42","0","0","0.0","0","0","0.0","1","61","1.64","0","0","0.0"
"","Eric Guest","C","KIT","18.391","45","1","3","4","4","8","59","1.69","0.02","0.07","0.09","0.09","0.18","1.31","4.4","0.1","572.37","12.72","0.1","0.31","0.42","0.42","0.84","6.18","0.46","14.47","14.17","43.37","52.04","-7.14","35.0","21","39","0","2","0.0","0","12","0.0","1","45","2.22","61","124","49.19"
"","Daniel Bukac","D","NIAG","19.382","39","2","2","4","4","8","47","4.26","0.05","0.05","0.1","0.1","0.21","1.21","1.82","0.05","512.8","13.15","0.23","0.23","0.47","0.47","0.94","5.5","0.21","13.48","13.87","57.73","47.22","13.58","69.05","29","13","0","1","0.0","1","2","50.0","1","44","2.27","0","1","0.0"
"","Ashton Reesor","D","SAR","17.673","53","1","3","4","4","8","34","2.94","0.02","0.06","0.08","0.08","0.15","0.64","0.98","0.02","746.59","14.09","0.08","0.24","0.32","0.32","0.64","2.73","0.08","13.47","14.29","47.88","49.72","6.78","49.43","43","44","0","0","0.0","0","3","0.0","1","31","3.23","0","0","0.0"
"","Manuel Alberg","RW","OS","17.528","43","1","3","3","4","7","37","2.7","0.02","0.07","0.07","0.09","0.16","0.86","3.3","0.08","394.82","9.18","0.15","0.46","0.46","0.61","1.06","5.62","0.5","13.79","13.82","45.68","48.59","-8.17","39.29","11","17","0","4","0.0","0","4","0.0","1","29","3.45","8","16","50.0"
"","Trenton Bourque","D","OS","20.263","48","3","1","3","4","7","66","4.55","0.06","0.02","0.06","0.08","0.15","1.38","2.36","0.05","863.85","18.0","0.21","0.07","0.21","0.28","0.49","4.58","0.16","13.72","14.31","47.21","51.94","4.37","45.92","45","53","0","1","0.0","0","1","0.0","3","64","4.69","1","2","50.0"
"","Tag Bertuzzi","LW","GUE/HAM","17.572","30","3","1","3","4","7","45","6.67","0.1","0.03","0.1","0.13","0.23","1.5","3.87","0.13","323.46","10.78","0.56","0.19","0.56","0.74","1.3","8.35","0.72","14.31","13.77","50.41","48.95","-23.44","31.25","10","22","0","5","0.0","2","10","20.0","1","30","3.33","1","3","33.33"
"","Blake McConville","RW","SBY","18.451","38","1","3","3","4","7","24","4.17","0.03","0.08","0.08","0.11","0.18","0.63","1.58","0.04","317.23","8.35","0.19","0.57","0.57","0.76","1.32","4.54","0.3","13.03","13.73","56.77","47.57","5.44","61.9","13","8","0","2","0.0","0","3","0.0","1","19","5.26","4","7","57.14"
"","Josh Wainman","D","HAM","19.568","50","0","4","3","4","7","41","0.0","0.0","0.08","0.06","0.08","0.14","0.82","1.55","0.03","734.75","14.69","0.0","0.33","0.24","0.33","0.57","3.35","0.13","13.97","14.25","45.23","49.78","4.76","46.58","34","39","0","1","0.0","0","1","0.0","0","39","0.0","0","1","0.0"
"","Luke Beamish","D","ER","18.251","23","2","2","2","4","6","17","11.76","0.09","0.09","0.09","0.17","0.26","0.74","0.9","0.04","356.25","15.49","0.34","0.34","0.34","0.67","1.01","2.86","0.15","13.75","14.18","49.19","51.3","-0.26","44.74","17","21","0","0","0.0","2","3","66.67","0","14","0.0","0","0","0.0"
"","Alec Belanger","D","OTT","16.299","21","2","2","2","4","6","9","22.22","0.1","0.1","0.1","0.19","0.29","0.43","0.55","0.03","247.92","11.81","0.48","0.48","0.48","0.97","1.45","2.18","0.13","13.83","13.4","64.78","42.4","-7.08","63.16","12","7","1","1","100.0","0","1","0.0","1","7","14.29","1","1","100.0"
"","Kyle Bollers","LW","OSH","19.513","37","1","3","2","4","6","40","2.5","0.03","0.08","0.05","0.11","0.16","1.08","4.24","0.11","354.28","9.58","0.17","0.51","0.34","0.68","1.02","6.77","0.72","13.1","13.28","51.92","48.59","-6.27","48.28","14","15","0","11","0.0","0","3","0.0","1","26","3.85","11","21","52.38"
"","Robert Calisti","D","SSM","17.638","52","1","3","1","4","5","29","3.45","0.02","0.06","0.02","0.08","0.1","0.56","1.33","0.03","561.26","10.79","0.11","0.32","0.11","0.43","0.53","3.1","0.14","13.56","13.73","54.7","49.36","-14.77","42.11","16","22","1","2","50.0","0","1","0.0","0","26","0.0","0","0","0.0"
"","Bryce Caruk","C","OS","17.684","27","2","2","1","4","5","12","16.67","0.07","0.07","0.04","0.15","0.19","0.44","0.98","0.04","235.33","8.72","0.51","0.51","0.25","1.02","1.27","3.06","0.25","13.97","13.59","46.13","50.61","3.4","46.67","7","8","2","3","66.67","0","1","0.0","0","8","0.0","14","34","41.18"
"","Matthew Maggio","RW","OTT","15.806","33","2","2","1","4","5","14","14.29","0.06","0.06","0.03","0.12","0.15","0.42","0.92","0.03","289.68","8.78","0.41","0.41","0.21","0.83","1.04","2.9","0.19","13.57","13.21","61.01","44.65","-15.87","50.0","10","10","0","1","0.0","0","2","0.0","2","11","18.18","0","5","0.0"
"","Filip Reisnecker","LW","MISS","16.759","32","4","0","1","4","5","36","11.11","0.12","0.0","0.03","0.12","0.16","1.12","2.45","0.08","314.23","9.82","0.76","0.0","0.19","0.76","0.95","6.87","0.47","13.34","14.19","44.03","51.52","-9.65","37.5","9","15","2","5","40.0","0","5","0.0","2","26","7.69","1","4","25.0"
"","William Portokalis","C","MISS","16.449","45","3","1","1","4","5","25","12.0","0.07","0.02","0.02","0.09","0.11","0.56","2.12","0.05","349.73","7.77","0.51","0.17","0.17","0.69","0.86","4.29","0.36","13.55","13.22","44.14","48.01","-8.4","42.11","8","11","0","4","0.0","2","6","33.33","1","15","6.67","27","72","37.5"
"","Patrick Brown","C","NB","18.486","48","2","2","1","4","5","31","6.45","0.04","0.04","0.02","0.08","0.1","0.65","2.01","0.04","395.55","8.24","0.3","0.3","0.15","0.61","0.76","4.7","0.3","13.4","13.52","39.1","52.21","-24.05","25.0","6","18","2","7","28.57","0","3","0.0","0","21","0.0","41","90","45.56"
"","Braden Henderson","D","NB","18.339","53","0","4","1","4","5","42","0.0","0.0","0.08","0.02","0.08","0.09","0.79","0.94","0.02","834.79","15.75","0.0","0.29","0.07","0.29","0.36","3.02","0.07","14.3","13.98","46.69","50.71","-5.01","42.39","39","53","0","0","0.0","0","0","0.0","0","42","0.0","0","0","0.0"
"","Theo Hill","C","SAR","16.449","52","2","2","1","4","5","15","13.33","0.04","0.04","0.02","0.08","0.1","0.29","1.25","0.02","409.5","7.88","0.29","0.29","0.15","0.59","0.73","2.2","0.18","12.79","13.65","42.18","49.65","-16.48","31.25","10","22","1","2","50.0","0","0","0.0","1","13","7.69","159","332","47.89"
"","Justin McCombs","C","SAR","17.219","37","3","1","1","4","5","18","16.67","0.08","0.03","0.03","0.11","0.14","0.49","1.89","0.05","321.45","8.69","0.56","0.19","0.19","0.75","0.93","3.36","0.35","13.04","13.68","43.9","49.15","-22.5","25.0","7","21","1","6","16.67","1","4","25.0","1","8","12.5","37","97","38.14"
"","Emmet Pierce","RW","FLNT","17.295","12","4","0","1","4","5","15","26.67","0.33","0.0","0.08","0.33","0.42","1.25","1.14","0.09","127.18","10.6","1.89","0.0","0.47","1.89","2.36","7.08","0.54","13.79","13.67","38.7","52.77","-18.0","31.25","5","11","0","1","0.0","2","4","50.0","2","10","20.0","1","3","33.33"
"","Evan Brand","D","KGN","17.506","50","0","4","0","4","4","35","0.0","0.0","0.08","0.0","0.08","0.08","0.7","1.66","0.03","707.25","14.15","0.0","0.34","0.0","0.34","0.34","2.97","0.14","13.02","13.87","30.99","51.76","9.4","36.51","23","40","0","1","0.0","0","3","0.0","0","31","0.0","0","0","0.0"
"","Alexandre Hogue","D","SAR","17.583","48","2","2","0","4","4","26","7.69","0.04","0.04","0.0","0.08","0.08","0.54","1.27","0.03","524.71","10.93","0.23","0.23","0.0","0.46","0.46","2.97","0.15","12.85","13.5","44.95","51.3","-19.13","30.23","13","30","0","1","0.0","0","2","0.0","2","23","8.7","0","2","0.0"
"","Matt McNamara","D","PBO","18.349","48","1","2","7","3","10","57","1.75","0.02","0.04","0.15","0.06","0.21","1.19","1.62","0.03","693.47","14.45","0.09","0.17","0.61","0.26","0.87","4.93","0.14","13.34","13.72","47.99","47.86","-8.49","42.42","28","38","0","1","0.0","1","1","100.0","0","55","0.0","0","0","0.0"
"","Mathew Hill","D","BAR","17.375","51","2","1","7","3","10","30","6.67","0.04","0.02","0.14","0.06","0.2","0.59","0.78","0.02","673.72","13.21","0.18","0.09","0.62","0.27","0.89","2.67","0.07","13.25","13.87","50.82","49.6","4.08","54.39","31","26","1","1","100.0","0","0","0.0","1","29","3.45","0","0","0.0"
"","Drew Hunter","D","NIAG","19.606","36","1","2","6","3","9","52","1.92","0.03","0.06","0.17","0.08","0.25","1.44","1.76","0.05","617.38","17.15","0.1","0.19","0.58","0.29","0.87","5.05","0.17","13.96","14.16","59.83","49.48","-10.43","52.94","36","32","0","0","0.0","0","1","0.0","1","51","1.96","0","0","0.0"
"","Mark Woolley","D","GUE/OS","16.803","43","2","1","4","3","7","30","6.67","0.05","0.02","0.09","0.07","0.16","0.7","0.59","0.01","626.4","14.57","0.19","0.1","0.38","0.29","0.67","2.87","0.06","13.29","13.94","50.55","48.27","14.81","57.58","38","28","0","0","0.0","0","0","0.0","2","30","6.67","1","1","100.0"
"","Dylan Robinson","LW","OSH","16.208","32","2","1","4","3","7","28","7.14","0.06","0.03","0.12","0.09","0.22","0.88","2.31","0.07","292.38","9.14","0.41","0.21","0.82","0.62","1.44","5.75","0.47","13.85","13.96","52.67","46.62","9.64","68.18","15","7","1","4","25.0","1","3","33.33","0","21","0.0","60","158","37.97"
"","Marko Jakovljevic","D","SAR","17.807","45","0","3","4","3","7","29","0.0","0.0","0.07","0.09","0.07","0.16","0.64","0.76","0.02","542.03","12.05","0.0","0.33","0.44","0.33","0.77","3.21","0.08","12.63","13.5","45.22","47.48","1.06","48.15","26","28","0","0","0.0","0","1","0.0","0","28","0.0","0","0","0.0"
"","Zayde Wisdom","C","KGN","16.323","47","2","1","3","3","6","54","3.7","0.04","0.02","0.06","0.06","0.13","1.15","4.18","0.09","535.76","11.4","0.22","0.11","0.34","0.34","0.67","6.05","0.47","13.73","14.11","32.1","50.47","-10.13","24.0","12","38","1","8","12.5","0","8","0.0","1","38","2.63","33","74","44.59"
"","William Lochead","D","LDN","20.463","46","3","0","3","3","6","66","4.55","0.07","0.0","0.07","0.07","0.13","1.43","3.0","0.07","663.02","14.41","0.27","0.0","0.27","0.27","0.54","5.97","0.27","13.48","14.35","60.1","49.09","7.95","66.67","44","22","1","3","33.33","0","4","0.0","2","59","3.39","0","0","0.0"
"","Jaromir Pytlik","RW","SSM","16.972","12","3","0","3","3","6","16","18.75","0.25","0.0","0.25","0.25","0.5","1.33","1.77","0.15","134.16","11.18","1.34","0.0","1.34","1.34","2.68","7.16","0.79","15.45","13.91","55.57","55.3","3.4","60.0","9","6","2","5","40.0","0","1","0.0","1","10","10.0","1","1","100.0"
"","Payton Vescio","D","HAM/NB","17.49","32","0","3","2","3","5","16","0.0","0.0","0.09","0.06","0.09","0.16","0.5","0.26","0.01","390.98","12.22","0.0","0.46","0.31","0.46","0.77","2.46","0.04","13.9","13.9","44.94","50.3","-2.73","42.86","15","20","0","0","0.0","0","0","0.0","0","16","0.0","0","0","0.0"
"","Ian Blacker","D","OSH","19.305","42","1","2","2","3","5","47","2.13","0.02","0.05","0.05","0.07","0.12","1.12","1.47","0.04","592.33","14.1","0.1","0.2","0.2","0.3","0.51","4.76","0.15","13.44","13.99","53.92","47.15","-2.94","54.72","29","24","0","0","0.0","0","1","0.0","1","46","2.17","0","0","0.0"
"","Zack Malik","D","NB/SBY","18.117","25","1","2","2","3","5","33","3.03","0.04","0.08","0.08","0.12","0.2","1.32","0.9","0.04","364.6","14.58","0.16","0.33","0.33","0.49","0.82","5.43","0.15","13.27","13.72","53.08","46.72","6.25","56.25","18","14","0","1","0.0","0","0","0.0","1","32","3.12","0","0","0.0"
"","Riley Coome","D","LDN","19.193","31","1","2","2","3","5","29","3.45","0.03","0.06","0.06","0.1","0.16","0.94","0.77","0.02","410.52","13.24","0.15","0.29","0.29","0.44","0.73","4.24","0.11","13.14","14.01","59.99","50.17","0.53","60.53","23","15","0","0","0.0","0","0","0.0","1","29","3.45","0","0","0.0"
"","Dennis Busby","D","FLNT","18.692","15","0","3","2","3","5","23","0.0","0.0","0.2","0.13","0.2","0.33","1.53","0.75","0.05","241.15","16.08","0.0","0.75","0.5","0.75","1.24","5.72","0.19","13.9","14.17","41.46","52.72","2.94","47.06","16","18","0","1","0.0","0","0","0.0","0","22","0.0","0","0","0.0"
"","John Parker-Jones","RW","PBO","18.44","30","0","3","1","3","4","30","0.0","0.0","0.1","0.03","0.1","0.13","1.0","0.79","0.03","350.87","11.7","0.0","0.51","0.17","0.51","0.68","5.13","0.13","13.69","14.07","47.27","50.34","-8.93","37.5","15","25","0","0","0.0","0","0","0.0","0","30","0.0","2","2","100.0"
"","Michael Bianconi","D","FLNT","16.326","47","1","2","1","3","4","34","2.94","0.02","0.04","0.02","0.06","0.09","0.72","0.93","0.02","617.64","13.14","0.1","0.19","0.1","0.29","0.39","3.3","0.09","13.85","13.97","40.56","50.21","-3.17","35.48","22","40","0","0","0.0","0","0","0.0","1","34","2.94","0","0","0.0"
"","Gerard Keane","D","LDN","16.625","22","3","0","1","3","4","17","17.65","0.14","0.0","0.05","0.14","0.18","0.77","0.4","0.02","268.32","12.2","0.67","0.0","0.22","0.67","0.89","3.8","0.09","12.68","13.45","57.86","45.23","-3.15","59.09","13","9","0","0","0.0","0","0","0.0","3","17","17.65","0","0","0.0"
"","Jonah De Simone","RW","NIAG","16.556","43","3","0","1","3","4","20","15.0","0.07","0.0","0.02","0.07","0.09","0.47","1.19","0.03","336.81","7.83","0.53","0.0","0.18","0.53","0.71","3.56","0.21","12.88","13.13","52.87","48.85","-27.94","31.58","6","13","0","1","0.0","1","4","25.0","2","15","13.33","0","0","0.0"
"","Owen Burnell","C","HAM","20.061","9","2","1","1","3","4","9","22.22","0.22","0.11","0.11","0.33","0.44","1.0","0.97","0.11","95.96","10.66","1.25","0.63","0.63","1.88","2.5","5.63","0.61","13.01","13.72","40.89","50.26","-8.88","36.36","4","7","1","2","50.0","0","2","0.0","1","5","20.0","21","45","46.67"
"","Pacey Schlueting","D","NB","16.701","47","0","3","0","3","3","20","0.0","0.0","0.06","0.0","0.06","0.06","0.43","0.68","0.01","524.8","11.17","0.0","0.34","0.0","0.34","0.34","2.29","0.08","13.66","13.37","43.14","48.92","-4.34","41.03","16","23","0","0","0.0","0","1","0.0","0","19","0.0","0","0","0.0"
"","Brendan Kischnick","D","ER","17.471","37","1","2","0","3","3","28","3.57","0.03","0.05","0.0","0.08","0.08","0.76","1.18","0.03","486.35","13.14","0.12","0.25","0.0","0.37","0.37","3.45","0.15","13.85","14.23","47.88","48.2","-7.91","40.48","17","25","0","1","0.0","1","2","50.0","0","25","0.0","0","0","0.0"
"","Kelton Hatcher","D","SAR","19.409","45","2","1","0","3","3","31","6.45","0.04","0.02","0.0","0.07","0.07","0.69","1.46","0.03","795.8","17.68","0.15","0.08","0.0","0.23","0.23","2.34","0.11","13.99","14.3","47.59","50.13","-4.37","43.22","51","67","0","2","0.0","1","3","33.33","1","26","3.85","1","3","33.33"
"","Kurtis Evans","RW","NB","17.402","21","1","2","0","3","3","14","7.14","0.05","0.1","0.0","0.14","0.14","0.67","1.02","0.05","192.2","9.15","0.31","0.62","0.0","0.94","0.94","4.37","0.32","13.66","13.64","38.77","52.43","-26.23","17.65","3","14","0","2","0.0","1","2","50.0","0","10","0.0","1","3","33.33"
"","Elias Cohen","C","ER","16.041","6","3","0","0","3","3","10","30.0","0.5","0.0","0.0","0.5","0.5","1.67","0.98","0.16","70.82","11.8","2.54","0.0","0.0","2.54","2.54","8.47","0.83","13.65","13.33","41.05","45.07","-23.64","36.36","4","7","1","2","50.0","0","3","0.0","2","5","40.0","0","1","0.0"
"","Egor Postnov","LW","NB","18.407","17","1","1","5","2","7","21","4.76","0.06","0.06","0.29","0.12","0.41","1.24","1.71","0.1","231.16","13.6","0.26","0.26","1.3","0.52","1.82","5.45","0.45","15.83","14.37","48.22","50.02","22.97","53.33","16","14","0","3","0.0","1","2","50.0","0","16","0.0","2","2","100.0"
"","Duncan Penman","D","SAG/MISS","17.197","45","1","1","4","2","6","45","2.22","0.02","0.02","0.09","0.04","0.13","1.0","1.23","0.03","686.71","15.26","0.09","0.09","0.35","0.17","0.52","3.93","0.11","13.91","14.05","52.99","50.02","-0.05","49.35","38","39","0","0","0.0","0","1","0.0","1","44","2.27","0","0","0.0"
"","Jakob Brahaney","D","KGN","19.475","55","1","1","4","2","6","61","1.64","0.02","0.02","0.07","0.04","0.11","1.11","2.73","0.05","850.75","15.47","0.07","0.07","0.28","0.14","0.42","4.3","0.19","13.35","14.23","33.68","52.11","5.01","33.33","26","52","0","3","0.0","0","3","0.0","1","55","1.82","0","0","0.0"
"","Sean Allen","D","WSR","20.403","47","1","1","3","2","5","25","4.0","0.02","0.02","0.06","0.04","0.11","0.53","0.97","0.02","658.53","14.01","0.09","0.09","0.27","0.18","0.46","2.28","0.09","13.3","13.84","49.92","49.76","4.01","55.56","35","28","0","0","0.0","0","2","0.0","1","23","4.35","0","0","0.0"
"","Conor Ali","D","HAM/KGN","19.521","37","0","2","3","2","5","17","0.0","0.0","0.05","0.08","0.05","0.14","0.46","0.47","0.01","440.97","11.92","0.0","0.27","0.41","0.27","0.68","2.31","0.06","13.32","13.97","41.7","51.36","10.77","46.67","14","16","0","0","0.0","0","1","0.0","0","16","0.0","1","1","100.0"
"","Igor Chibrikov","D","OS","16.792","51","0","2","3","2","5","48","0.0","0.0","0.04","0.06","0.04","0.1","0.94","1.67","0.03","723.34","14.18","0.0","0.17","0.25","0.17","0.41","3.98","0.14","13.94","13.99","46.26","50.84","5.23","49.25","33","34","0","3","0.0","0","0","0.0","0","45","0.0","0","0","0.0"
"","Lev Starikov","D","WSR","17.994","32","2","0","2","2","4","33","6.06","0.06","0.0","0.06","0.06","0.12","1.03","1.3","0.04","423.09","13.22","0.28","0.0","0.28","0.28","0.57","4.68","0.18","13.53","14.01","53.06","52.66","-10.51","41.18","14","20","1","2","50.0","1","1","100.0","0","30","0.0","0","0","0.0"
"","Nolan Seed","D","OS","16.395","46","1","1","2","2","4","21","4.76","0.02","0.02","0.04","0.04","0.09","0.46","1.17","0.03","502.24","10.92","0.12","0.12","0.24","0.24","0.48","2.51","0.14","13.91","13.46","47.12","48.35","-7.04","39.39","13","20","0","1","0.0","0","2","0.0","1","18","5.56","0","0","0.0"
"","Cameron Peters","C","NB","16.187","36","1","1","2","2","4","28","3.57","0.03","0.03","0.06","0.06","0.11","0.78","2.16","0.06","342.1","9.5","0.18","0.18","0.35","0.35","0.7","4.91","0.38","13.9","13.75","41.08","54.05","-24.33","27.59","8","21","1","3","33.33","0","2","0.0","0","23","0.0","35","118","29.66"
"","Paul Larabie","C","KGN","18.631","27","2","0","1","2","3","25","8.0","0.07","0.0","0.04","0.07","0.11","0.93","1.7","0.06","269.08","9.97","0.45","0.0","0.22","0.45","0.67","5.57","0.38","13.82","14.02","31.45","54.26","-11.34","19.05","4","17","0","1","0.0","0","4","0.0","2","20","10.0","60","110","54.55"
"","Jake Partridge","LW","BAR/PBO","17.41","32","0","2","1","2","3","21","0.0","0.0","0.06","0.03","0.06","0.09","0.66","2.27","0.07","251.64","7.86","0.0","0.48","0.24","0.48","0.72","5.01","0.54","12.65","13.65","47.74","47.83","-2.17","45.45","5","6","0","8","0.0","0","2","0.0","0","11","0.0","2","7","28.57"
"","Michael Renwick","D","HAM","16.636","18","1","1","1","2","3","21","4.76","0.06","0.06","0.06","0.11","0.17","1.17","0.46","0.03","243.95","13.55","0.25","0.25","0.25","0.49","0.74","5.16","0.11","13.06","14.12","43.88","48.86","8.57","50.0","11","11","0","0","0.0","0","0","0.0","1","21","4.76","0","0","0.0"
"","Ben Garagan","C","HAM/WSR","19.691","45","2","0","1","2","3","45","4.44","0.04","0.0","0.02","0.04","0.07","1.0","3.88","0.09","401.94","8.93","0.3","0.0","0.15","0.3","0.45","6.72","0.58","14.19","13.92","46.53","52.42","-25.4","19.23","5","21","1","5","20.0","0","5","0.0","1","35","2.86","92","197","46.7"
"","Shawn Spearing","D","PBO","16.14","29","2","0","1","2","3","18","11.11","0.07","0.0","0.03","0.07","0.1","0.62","1.49","0.05","308.71","10.65","0.39","0.0","0.19","0.39","0.58","3.5","0.29","13.66","13.39","47.67","44.17","6.61","52.63","10","9","0","7","0.0","0","1","0.0","2","10","20.0","0","1","0.0"
"","Dominic Mufarreh","C","SSM","16.553","9","2","0","1","2","3","4","50.0","0.22","0.0","0.11","0.22","0.33","0.44","0.26","0.03","83.64","9.29","1.43","0.0","0.72","1.43","2.15","2.87","0.19","13.54","13.47","52.33","43.13","-5.72","57.14","4","3","0","0","0.0","1","1","100.0","1","3","33.33","0","0","0.0"
"","Kyle Jackson","LW","NB","15.913","9","2","0","1","2","3","7","28.57","0.22","0.0","0.11","0.22","0.33","0.78","0.69","0.08","85.89","9.54","1.4","0.0","0.7","1.4","2.1","4.89","0.48","14.12","13.6","47.87","47.93","23.48","62.5","5","3","1","1","100.0","1","2","50.0","0","4","0.0","15","39","38.46"
"","Dennis Golovatchev","LW","KGN","17.569","48","1","1","0","2","2","25","4.0","0.02","0.02","0.0","0.04","0.04","0.52","1.95","0.04","431.58","8.99","0.14","0.14","0.0","0.28","0.28","3.48","0.27","13.52","13.65","30.85","51.03","-7.99","23.33","7","23","0","1","0.0","0","4","0.0","1","20","5.0","47","124","37.9"
"","Zack Terry","D","GUE","16.447","40","1","1","0","2","2","17","5.88","0.03","0.03","0.0","0.05","0.05","0.42","0.8","0.02","415.2","10.38","0.14","0.14","0.0","0.29","0.29","2.46","0.11","13.41","13.28","53.06","46.41","-2.57","53.33","16","14","0","2","0.0","0","0","0.0","1","15","6.67","0","1","0.0"
"","Kallaway Mercer","LW","KGN","16.165","35","2","0","0","2","2","23","8.7","0.06","0.0","0.0","0.06","0.06","0.66","2.05","0.06","331.61","9.47","0.36","0.0","0.0","0.36","0.36","4.16","0.37","13.44","13.62","32.32","52.93","-16.49","12.5","3","21","0","3","0.0","1","7","14.29","1","13","7.69","10","25","40.0"
"","Danyk Drouin","C","OSH","17.564","29","2","0","0","2","2","18","11.11","0.07","0.0","0.0","0.07","0.07","0.62","1.67","0.06","215.5","7.43","0.56","0.0","0.0","0.56","0.56","5.01","0.47","13.05","14.08","51.58","51.03","-8.2","50.0","5","5","1","4","25.0","1","1","100.0","0","13","0.0","7","16","43.75"
"","Jake Cella","D","MISS","18.081","19","1","1","0","2","2","7","14.29","0.05","0.05","0.0","0.11","0.11","0.37","0.32","0.02","225.75","11.88","0.27","0.27","0.0","0.53","0.53","1.86","0.09","12.6","13.81","45.75","51.87","8.82","47.06","8","9","0","0","0.0","0","0","0.0","1","7","14.29","0","0","0.0"
"","Ryan O'Bonsawin","D","SBY","19.51","36","1","1","0","2","2","15","6.67","0.03","0.03","0.0","0.06","0.06","0.42","1.32","0.04","355.61","9.88","0.17","0.17","0.0","0.34","0.34","2.53","0.22","13.07","13.25","57.99","48.14","-10.48","54.55","12","10","0","1","0.0","1","3","33.33","0","11","0.0","13","28","46.43"
"","Mason Howard","D","NIAG","17.613","41","1","1","0","2","2","49","2.04","0.02","0.02","0.0","0.05","0.05","1.2","1.31","0.03","476.22","11.62","0.13","0.13","0.0","0.25","0.25","6.17","0.17","12.89","13.15","54.11","46.49","3.79","61.29","19","12","0","0","0.0","0","0","0.0","1","49","2.04","0","0","0.0"
"","Yanic Crete","C","OTT","16.359","14","0","2","0","2","2","10","0.0","0.0","0.14","0.0","0.14","0.14","0.71","0.7","0.05","119.27","8.52","0.0","1.01","0.0","1.01","1.01","5.03","0.35","13.87","13.98","62.89","49.13","-32.61","42.86","3","4","0","1","0.0","0","0","0.0","0","9","0.0","24","38","63.16"
"","Ryan Bangs","D","FLNT","18.683","42","1","0","6","1","7","19","5.26","0.02","0.0","0.14","0.02","0.17","0.45","1.16","0.03","616.11","14.67","0.1","0.0","0.58","0.1","0.68","1.85","0.11","14.16","13.99","39.27","51.69","0.38","40.0","28","42","0","0","0.0","0","2","0.0","1","17","5.88","0","0","0.0"
"","Cole Cameron","D","KIT/NB","20.354","53","0","1","5","1","6","59","0.0","0.0","0.02","0.09","0.02","0.11","1.11","1.68","0.03","972.87","18.36","0.0","0.06","0.31","0.06","0.37","3.64","0.1","14.1","14.23","45.07","51.39","0.57","42.98","52","69","0","0","0.0","0","0","0.0","0","59","0.0","0","2","0.0"
"","Marcus Gretz","D","FLNT","16.813","22","0","1","3","1","4","18","0.0","0.0","0.05","0.14","0.05","0.18","0.82","0.56","0.03","382.67","17.39","0.0","0.16","0.47","0.16","0.63","2.82","0.09","14.2","14.28","38.42","53.7","-7.59","31.37","16","35","0","0","0.0","0","2","0.0","0","16","0.0","0","0","0.0"
"","Mitchell Byrne","D","KGN","20.534","26","0","1","2","1","3","12","0.0","0.0","0.04","0.08","0.04","0.12","0.46","0.56","0.02","398.51","15.33","0.0","0.15","0.3","0.15","0.45","1.81","0.09","13.66","14.52","38.22","53.97","-5.8","30.0","12","28","0","1","0.0","0","1","0.0","0","10","0.0","0","0","0.0"
