,Stat 1,Stat 2,Stat 3,Stat 4,Cluster,Slope,R-Squared
1662,G,A2,A1/GP,MD Sh,2,0.142,0.021
1663,G,A2,A1/GP,MD Sh,3,0.142,0.021
1668,G,A2,A1/GP,LD G,0,0.142,0.021
1669,G,A2,A1/GP,LD G,1,0.142,0.021
1670,G,A2,A1/GP,LD G,2,0.142,0.021
1671,G,A2,A1/GP,LD G,3,0.142,0.021
1672,G,A2,A1/GP,LD Sh,0,0.142,0.021
1673,G,A2,A1/GP,LD Sh,1,0.142,0.021
1674,G,A2,A1/GP,LD Sh,2,0.142,0.021
1675,G,A2,A1/GP,LD Sh,3,0.142,0.021
3344,G,P,Sh,xG,0,0.103,0.021
3345,G,P,Sh,xG,1,0.103,0.021
3346,G,P,Sh,xG,2,0.103,0.021
3347,G,P,Sh,xG,3,0.103,0.021
728,G,A1,P/GP,xG/GP,0,0.098,0.021
729,G,A1,P/GP,xG/GP,1,0.098,0.021
730,G,A1,P/GP,xG/GP,2,0.098,0.021
731,G,A1,P/GP,xG/GP,3,0.098,0.021
1676,G,A2,A1/GP,LD Sh%,0,0.097,0.021
1677,G,A2,A1/GP,LD Sh%,1,0.097,0.021
1678,G,A2,A1/GP,LD Sh%,2,0.097,0.021
1679,G,A2,A1/GP,LD Sh%,3,0.097,0.021
3568,G,P,A1/GP,Sh/GP,0,0.092,0.021
3569,G,P,A1/GP,Sh/GP,1,0.092,0.021
3570,G,P,A1/GP,Sh/GP,2,0.092,0.021
3571,G,P,A1/GP,Sh/GP,3,0.092,0.021
3360,G,P,Sh,HD Sh%,0,0.085,0.021
3361,G,P,Sh,HD Sh%,1,0.085,0.021
3362,G,P,Sh,HD Sh%,2,0.085,0.021
3363,G,P,Sh,HD Sh%,3,0.085,0.021
416,G,A1,Sh%,LD G,0,0.078,0.021
417,G,A1,Sh%,LD G,1,0.078,0.021
418,G,A1,Sh%,LD G,2,0.078,0.021
419,G,A1,Sh%,LD G,3,0.078,0.021
3468,G,P,Sh%,FOW,0,0.099,0.02
3469,G,P,Sh%,FOW,1,0.099,0.02
3470,G,P,Sh%,FOW,2,0.099,0.02
3471,G,P,Sh%,FOW,3,0.099,0.02
508,G,A1,G/GP,FOT,0,0.098,0.02
509,G,A1,G/GP,FOT,1,0.098,0.02
510,G,A1,G/GP,FOT,2,0.098,0.02
511,G,A1,G/GP,FOT,3,0.098,0.02
3744,G,P,P1/GP,LD Sh%,0,0.097,0.02
3745,G,P,P1/GP,LD Sh%,1,0.097,0.02
3746,G,P,P1/GP,LD Sh%,2,0.097,0.02
3747,G,P,P1/GP,LD Sh%,3,0.097,0.02
2776,G,P1,P1/GP,Sh/GP,0,0.094,0.02
2777,G,P1,P1/GP,Sh/GP,1,0.094,0.02
2778,G,P1,P1/GP,Sh/GP,2,0.094,0.02
2779,G,P1,P1/GP,Sh/GP,3,0.094,0.02
1624,G,A2,A1/GP,P1/GP,0,0.104,0.019
1625,G,A2,A1/GP,P1/GP,1,0.104,0.019
1626,G,A2,A1/GP,P1/GP,2,0.104,0.019
1627,G,A2,A1/GP,P1/GP,3,0.104,0.019
216,G,A1,P,Sh/GP,0,0.101,0.019
217,G,A1,P,Sh/GP,1,0.101,0.019
218,G,A1,P,Sh/GP,2,0.101,0.019
219,G,A1,P,Sh/GP,3,0.101,0.019
3864,G,P,Sh/GP,FOW,0,0.1,0.019
3865,G,P,Sh/GP,FOW,1,0.1,0.019
3866,G,P,Sh/GP,FOW,2,0.1,0.019
3867,G,P,Sh/GP,FOW,3,0.1,0.019
3516,G,P,G/GP,HD Sh%,0,0.093,0.019
3517,G,P,G/GP,HD Sh%,1,0.093,0.019
3518,G,P,G/GP,HD Sh%,2,0.093,0.019
3519,G,P,G/GP,HD Sh%,3,0.093,0.019
1868,G,A2,P/GP,LD Sh%,0,0.087,0.019
1869,G,A2,P/GP,LD Sh%,1,0.087,0.019
1870,G,A2,P/GP,LD Sh%,2,0.087,0.019
1871,G,A2,P/GP,LD Sh%,3,0.087,0.019
872,G,A1,xG,LD Sh%,0,0.123,0.018
873,G,A1,xG,LD Sh%,1,0.123,0.018
874,G,A1,xG,LD Sh%,2,0.123,0.018
875,G,A1,xG,LD Sh%,3,0.123,0.018
2616,G,P1,G/GP,LD Sh%,0,0.095,0.018
2617,G,P1,G/GP,LD Sh%,1,0.095,0.018
2618,G,P1,G/GP,LD Sh%,2,0.095,0.018
2619,G,P1,G/GP,LD Sh%,3,0.095,0.018
516,G,A1,A1/GP,A2/GP,0,0.091,0.018
517,G,A1,A1/GP,A2/GP,1,0.091,0.018
518,G,A1,A1/GP,A2/GP,2,0.091,0.018
519,G,A1,A1/GP,A2/GP,3,0.091,0.018
3552,G,P,G/GP,FOW%,0,0.088,0.018
3553,G,P,G/GP,FOW%,1,0.088,0.018
3554,G,P,G/GP,FOW%,2,0.088,0.018
3555,G,P,G/GP,FOW%,3,0.088,0.018
8,G,A1,A2,Sh,0,-0.128,0.018
9,G,A1,A2,Sh,1,-0.128,0.018
10,G,A1,A2,Sh,2,-0.128,0.018
11,G,A1,A2,Sh,3,-0.128,0.018
936,G,A1,HD G,HD Sh,0,0.1,0.017
937,G,A1,HD G,HD Sh,1,0.1,0.017
938,G,A1,HD G,HD Sh,2,0.1,0.017
939,G,A1,HD G,HD Sh,3,0.1,0.017
944,G,A1,HD G,MD G,0,0.1,0.017
945,G,A1,HD G,MD G,1,0.1,0.017
946,G,A1,HD G,MD G,2,0.1,0.017
947,G,A1,HD G,MD G,3,0.1,0.017
948,G,A1,HD G,MD Sh,0,0.1,0.017
949,G,A1,HD G,MD Sh,1,0.1,0.017
950,G,A1,HD G,MD Sh,2,0.1,0.017
951,G,A1,HD G,MD Sh,3,0.1,0.017
956,G,A1,HD G,LD G,0,0.1,0.017
957,G,A1,HD G,LD G,1,0.1,0.017
958,G,A1,HD G,LD G,2,0.1,0.017
959,G,A1,HD G,LD G,3,0.1,0.017
960,G,A1,HD G,LD Sh,0,0.1,0.017
961,G,A1,HD G,LD Sh,1,0.1,0.017
962,G,A1,HD G,LD Sh,2,0.1,0.017
963,G,A1,HD G,LD Sh,3,0.1,0.017
984,G,A1,HD Sh,MD G,0,0.1,0.017
985,G,A1,HD Sh,MD G,1,0.1,0.017
986,G,A1,HD Sh,MD G,2,0.1,0.017
987,G,A1,HD Sh,MD G,3,0.1,0.017
988,G,A1,HD Sh,MD Sh,0,0.1,0.017
989,G,A1,HD Sh,MD Sh,1,0.1,0.017
990,G,A1,HD Sh,MD Sh,2,0.1,0.017
991,G,A1,HD Sh,MD Sh,3,0.1,0.017
996,G,A1,HD Sh,LD G,0,0.1,0.017
997,G,A1,HD Sh,LD G,1,0.1,0.017
998,G,A1,HD Sh,LD G,2,0.1,0.017
999,G,A1,HD Sh,LD G,3,0.1,0.017
1000,G,A1,HD Sh,LD Sh,0,0.1,0.017
1001,G,A1,HD Sh,LD Sh,1,0.1,0.017
1002,G,A1,HD Sh,LD Sh,2,0.1,0.017
1003,G,A1,HD Sh,LD Sh,3,0.1,0.017
1056,G,A1,MD G,MD Sh,0,0.1,0.017
1057,G,A1,MD G,MD Sh,1,0.1,0.017
1058,G,A1,MD G,MD Sh,2,0.1,0.017
1059,G,A1,MD G,MD Sh,3,0.1,0.017
1064,G,A1,MD G,LD G,0,0.1,0.017
1065,G,A1,MD G,LD G,1,0.1,0.017
1066,G,A1,MD G,LD G,2,0.1,0.017
1067,G,A1,MD G,LD G,3,0.1,0.017
1068,G,A1,MD G,LD Sh,0,0.1,0.017
1069,G,A1,MD G,LD Sh,1,0.1,0.017
1070,G,A1,MD G,LD Sh,2,0.1,0.017
1071,G,A1,MD G,LD Sh,3,0.1,0.017
1092,G,A1,MD Sh,LD G,0,0.1,0.017
1093,G,A1,MD Sh,LD G,1,0.1,0.017
1094,G,A1,MD Sh,LD G,2,0.1,0.017
1095,G,A1,MD Sh,LD G,3,0.1,0.017
1096,G,A1,MD Sh,LD Sh,0,0.1,0.017
1097,G,A1,MD Sh,LD Sh,1,0.1,0.017
1098,G,A1,MD Sh,LD Sh,2,0.1,0.017
1099,G,A1,MD Sh,LD Sh,3,0.1,0.017
1140,G,A1,LD G,LD Sh,0,0.1,0.017
1141,G,A1,LD G,LD Sh,1,0.1,0.017
1142,G,A1,LD G,LD Sh,2,0.1,0.017
1143,G,A1,LD G,LD Sh,3,0.1,0.017
400,G,A1,Sh%,HD Sh%,0,0.091,0.017
401,G,A1,Sh%,HD Sh%,1,0.091,0.017
402,G,A1,Sh%,HD Sh%,2,0.091,0.017
403,G,A1,Sh%,HD Sh%,3,0.091,0.017
2024,G,A2,xG/GP,LD Sh%,0,-0.089,0.017
2025,G,A2,xG/GP,LD Sh%,1,-0.089,0.017
2026,G,A2,xG/GP,LD Sh%,2,-0.089,0.017
2027,G,A2,xG/GP,LD Sh%,3,-0.089,0.017
2820,G,P1,P1/GP,LD Sh%,0,0.096,0.016
2821,G,P1,P1/GP,LD Sh%,1,0.096,0.016
2822,G,P1,P1/GP,LD Sh%,2,0.096,0.016
2823,G,P1,P1/GP,LD Sh%,3,0.096,0.016
2904,G,P1,Sh/GP,HD G,0,0.092,0.016
2905,G,P1,Sh/GP,HD G,1,0.092,0.016
2906,G,P1,Sh/GP,HD G,2,0.092,0.016
2907,G,P1,Sh/GP,HD G,3,0.092,0.016
2908,G,P1,Sh/GP,HD Sh,0,0.092,0.016
2909,G,P1,Sh/GP,HD Sh,1,0.092,0.016
2910,G,P1,Sh/GP,HD Sh,2,0.092,0.016
2911,G,P1,Sh/GP,HD Sh,3,0.092,0.016
2916,G,P1,Sh/GP,MD G,0,0.092,0.016
2917,G,P1,Sh/GP,MD G,1,0.092,0.016
2918,G,P1,Sh/GP,MD G,2,0.092,0.016
2919,G,P1,Sh/GP,MD G,3,0.092,0.016
2920,G,P1,Sh/GP,MD Sh,0,0.092,0.016
2921,G,P1,Sh/GP,MD Sh,1,0.092,0.016
2922,G,P1,Sh/GP,MD Sh,2,0.092,0.016
2923,G,P1,Sh/GP,MD Sh,3,0.092,0.016
2928,G,P1,Sh/GP,LD G,0,0.092,0.016
2929,G,P1,Sh/GP,LD G,1,0.092,0.016
2930,G,P1,Sh/GP,LD G,2,0.092,0.016
2931,G,P1,Sh/GP,LD G,3,0.092,0.016
2932,G,P1,Sh/GP,LD Sh,0,0.092,0.016
2933,G,P1,Sh/GP,LD Sh,1,0.092,0.016
2934,G,P1,Sh/GP,LD Sh,2,0.092,0.016
2935,G,P1,Sh/GP,LD Sh,3,0.092,0.016
3352,G,P,Sh,HD G,0,0.089,0.016
3353,G,P,Sh,HD G,1,0.089,0.016
3354,G,P,Sh,HD G,2,0.089,0.016
3355,G,P,Sh,HD G,3,0.089,0.016
3356,G,P,Sh,HD Sh,0,0.089,0.016
3357,G,P,Sh,HD Sh,1,0.089,0.016
3358,G,P,Sh,HD Sh,2,0.089,0.016
3359,G,P,Sh,HD Sh,3,0.089,0.016
3364,G,P,Sh,MD G,0,0.089,0.016
3365,G,P,Sh,MD G,1,0.089,0.016
3366,G,P,Sh,MD G,2,0.089,0.016
3367,G,P,Sh,MD G,3,0.089,0.016
3368,G,P,Sh,MD Sh,0,0.089,0.016
3369,G,P,Sh,MD Sh,1,0.089,0.016
3370,G,P,Sh,MD Sh,2,0.089,0.016
3371,G,P,Sh,MD Sh,3,0.089,0.016
3376,G,P,Sh,LD G,0,0.089,0.016
3377,G,P,Sh,LD G,1,0.089,0.016
3378,G,P,Sh,LD G,2,0.089,0.016
3379,G,P,Sh,LD G,3,0.089,0.016
3380,G,P,Sh,LD Sh,0,0.089,0.016
3381,G,P,Sh,LD Sh,1,0.089,0.016
3382,G,P,Sh,LD Sh,2,0.089,0.016
3383,G,P,Sh,LD Sh,3,0.089,0.016
2584,G,P1,G/GP,HD G,0,0.083,0.016
2585,G,P1,G/GP,HD G,1,0.083,0.016
2586,G,P1,G/GP,HD G,2,0.083,0.016
2587,G,P1,G/GP,HD G,3,0.083,0.016
2588,G,P1,G/GP,HD Sh,0,0.083,0.016
2589,G,P1,G/GP,HD Sh,1,0.083,0.016
2590,G,P1,G/GP,HD Sh,2,0.083,0.016
2591,G,P1,G/GP,HD Sh,3,0.083,0.016
2596,G,P1,G/GP,MD G,0,0.083,0.016
2597,G,P1,G/GP,MD G,1,0.083,0.016
2598,G,P1,G/GP,MD G,2,0.083,0.016
2599,G,P1,G/GP,MD G,3,0.083,0.016
2600,G,P1,G/GP,MD Sh,0,0.083,0.016
2601,G,P1,G/GP,MD Sh,1,0.083,0.016
2602,G,P1,G/GP,MD Sh,2,0.083,0.016
2603,G,P1,G/GP,MD Sh,3,0.083,0.016
2608,G,P1,G/GP,LD G,0,0.083,0.016
2609,G,P1,G/GP,LD G,1,0.083,0.016
2610,G,P1,G/GP,LD G,2,0.083,0.016
2611,G,P1,G/GP,LD G,3,0.083,0.016
2612,G,P1,G/GP,LD Sh,0,0.083,0.016
2613,G,P1,G/GP,LD Sh,1,0.083,0.016
2614,G,P1,G/GP,LD Sh,2,0.083,0.016
2615,G,P1,G/GP,LD Sh,3,0.083,0.016
2888,G,P1,P/GP,FOT,0,0.083,0.016
2889,G,P1,P/GP,FOT,1,0.083,0.016
2890,G,P1,P/GP,FOT,2,0.083,0.016
2891,G,P1,P/GP,FOT,3,0.083,0.016
1652,G,A2,A1/GP,HD Sh%,0,-0.128,0.016
1653,G,A2,A1/GP,HD Sh%,1,-0.128,0.016
1654,G,A2,A1/GP,HD Sh%,2,-0.128,0.016
1655,G,A2,A1/GP,HD Sh%,3,-0.128,0.016
2412,G,P1,Sh,P/GP,0,0.101,0.015
2413,G,P1,Sh,P/GP,1,0.101,0.015
2414,G,P1,Sh,P/GP,2,0.101,0.015
2415,G,P1,Sh,P/GP,3,0.101,0.015
3912,G,P,xG,LD Sh%,0,0.089,0.015
3913,G,P,xG,LD Sh%,1,0.089,0.015
3914,G,P,xG,LD Sh%,2,0.089,0.015
3915,G,P,xG,LD Sh%,3,0.089,0.015
4176,G,P,MD Sh%,FOW%,0,0.065,0.015
4177,G,P,MD Sh%,FOW%,1,0.065,0.015
4178,G,P,MD Sh%,FOW%,2,0.065,0.015
4179,G,P,MD Sh%,FOW%,3,0.065,0.015
2828,G,P1,P1/GP,FOT,0,0.084,0.014
2829,G,P1,P1/GP,FOT,1,0.084,0.014
2830,G,P1,P1/GP,FOT,2,0.084,0.014
2831,G,P1,P1/GP,FOT,3,0.084,0.014
1604,G,A2,G/GP,LD Sh%,0,0.079,0.014
1605,G,A2,G/GP,LD Sh%,1,0.079,0.014
1606,G,A2,G/GP,LD Sh%,2,0.079,0.014
1607,G,A2,G/GP,LD Sh%,3,0.079,0.014
3928,G,P,xG/GP,HD G,0,0.075,0.014
3929,G,P,xG/GP,HD G,1,0.075,0.014
3930,G,P,xG/GP,HD G,2,0.075,0.014
3931,G,P,xG/GP,HD G,3,0.075,0.014
3932,G,P,xG/GP,HD Sh,0,0.075,0.014
3933,G,P,xG/GP,HD Sh,1,0.075,0.014
3934,G,P,xG/GP,HD Sh,2,0.075,0.014
3935,G,P,xG/GP,HD Sh,3,0.075,0.014
3940,G,P,xG/GP,MD G,0,0.075,0.014
3941,G,P,xG/GP,MD G,1,0.075,0.014
3942,G,P,xG/GP,MD G,2,0.075,0.014
3943,G,P,xG/GP,MD G,3,0.075,0.014
3944,G,P,xG/GP,MD Sh,0,0.075,0.014
3945,G,P,xG/GP,MD Sh,1,0.075,0.014
3946,G,P,xG/GP,MD Sh,2,0.075,0.014
3947,G,P,xG/GP,MD Sh,3,0.075,0.014
3952,G,P,xG/GP,LD G,0,0.075,0.014
3953,G,P,xG/GP,LD G,1,0.075,0.014
3954,G,P,xG/GP,LD G,2,0.075,0.014
3955,G,P,xG/GP,LD G,3,0.075,0.014
3956,G,P,xG/GP,LD Sh,0,0.075,0.014
3957,G,P,xG/GP,LD Sh,1,0.075,0.014
3958,G,P,xG/GP,LD Sh,2,0.075,0.014
3959,G,P,xG/GP,LD Sh,3,0.075,0.014
2796,G,P1,P1/GP,HD Sh%,0,0.068,0.013
2797,G,P1,P1/GP,HD Sh%,1,0.068,0.013
2798,G,P1,P1/GP,HD Sh%,2,0.068,0.013
2799,G,P1,P1/GP,HD Sh%,3,0.068,0.013
3836,G,P,Sh/GP,HD Sh%,0,0.063,0.013
3837,G,P,Sh/GP,HD Sh%,1,0.063,0.013
3838,G,P,Sh/GP,HD Sh%,2,0.063,0.013
3839,G,P,Sh/GP,HD Sh%,3,0.063,0.013
3648,G,P,A2/GP,HD G,0,-0.078,0.013
3649,G,P,A2/GP,HD G,1,-0.078,0.013
3650,G,P,A2/GP,HD G,2,-0.078,0.013
3651,G,P,A2/GP,HD G,3,-0.078,0.013
3652,G,P,A2/GP,HD Sh,0,-0.078,0.013
3653,G,P,A2/GP,HD Sh,1,-0.078,0.013
3654,G,P,A2/GP,HD Sh,2,-0.078,0.013
3655,G,P,A2/GP,HD Sh,3,-0.078,0.013
3660,G,P,A2/GP,MD G,0,-0.078,0.013
3661,G,P,A2/GP,MD G,1,-0.078,0.013
3662,G,P,A2/GP,MD G,2,-0.078,0.013
3663,G,P,A2/GP,MD G,3,-0.078,0.013
3664,G,P,A2/GP,MD Sh,0,-0.078,0.013
3665,G,P,A2/GP,MD Sh,1,-0.078,0.013
3666,G,P,A2/GP,MD Sh,2,-0.078,0.013
3667,G,P,A2/GP,MD Sh,3,-0.078,0.013
3672,G,P,A2/GP,LD G,0,-0.078,0.013
3673,G,P,A2/GP,LD G,1,-0.078,0.013
3674,G,P,A2/GP,LD G,2,-0.078,0.013
3675,G,P,A2/GP,LD G,3,-0.078,0.013
3676,G,P,A2/GP,LD Sh,0,-0.078,0.013
3677,G,P,A2/GP,LD Sh,1,-0.078,0.013
3678,G,P,A2/GP,LD Sh,2,-0.078,0.013
3679,G,P,A2/GP,LD Sh,3,-0.078,0.013
740,G,A1,P/GP,HD Sh%,0,-0.122,0.013
741,G,A1,P/GP,HD Sh%,1,-0.122,0.013
742,G,A1,P/GP,HD Sh%,2,-0.122,0.013
743,G,A1,P/GP,HD Sh%,3,-0.122,0.013
3980,G,P,HD G,HD Sh%,0,-0.135,0.013
3981,G,P,HD G,HD Sh%,1,-0.135,0.013
3982,G,P,HD G,HD Sh%,2,-0.135,0.013
3983,G,P,HD G,HD Sh%,3,-0.135,0.013
4020,G,P,HD Sh,HD Sh%,0,-0.135,0.013
4021,G,P,HD Sh,HD Sh%,1,-0.135,0.013
4022,G,P,HD Sh,HD Sh%,2,-0.135,0.013
4023,G,P,HD Sh,HD Sh%,3,-0.135,0.013
4060,G,P,HD Sh%,MD G,0,-0.135,0.013
4061,G,P,HD Sh%,MD G,1,-0.135,0.013
4062,G,P,HD Sh%,MD G,2,-0.135,0.013
4063,G,P,HD Sh%,MD G,3,-0.135,0.013
4064,G,P,HD Sh%,MD Sh,0,-0.135,0.013
4065,G,P,HD Sh%,MD Sh,1,-0.135,0.013
4066,G,P,HD Sh%,MD Sh,2,-0.135,0.013
4067,G,P,HD Sh%,MD Sh,3,-0.135,0.013
4072,G,P,HD Sh%,LD G,0,-0.135,0.013
4073,G,P,HD Sh%,LD G,1,-0.135,0.013
4074,G,P,HD Sh%,LD G,2,-0.135,0.013
4075,G,P,HD Sh%,LD G,3,-0.135,0.013
4076,G,P,HD Sh%,LD Sh,0,-0.135,0.013
4077,G,P,HD Sh%,LD Sh,1,-0.135,0.013
4078,G,P,HD Sh%,LD Sh,2,-0.135,0.013
4079,G,P,HD Sh%,LD Sh,3,-0.135,0.013
2884,G,P1,P/GP,FOW,0,0.071,0.012
2885,G,P1,P/GP,FOW,1,0.071,0.012
2886,G,P1,P/GP,FOW,2,0.071,0.012
2887,G,P1,P/GP,FOW,3,0.071,0.012
3748,G,P,P1/GP,FOW,0,0.071,0.012
3749,G,P,P1/GP,FOW,1,0.071,0.012
3750,G,P,P1/GP,FOW,2,0.071,0.012
3751,G,P,P1/GP,FOW,3,0.071,0.012
1764,G,A2,P1/GP,Sh/GP,0,-0.069,0.012
1765,G,A2,P1/GP,Sh/GP,1,-0.069,0.012
1766,G,A2,P1/GP,Sh/GP,2,-0.069,0.012
1767,G,A2,P1/GP,Sh/GP,3,-0.069,0.012
1252,G,A2,P1,HD Sh%,0,-0.122,0.012
1253,G,A2,P1,HD Sh%,1,-0.122,0.012
1254,G,A2,P1,HD Sh%,2,-0.122,0.012
1255,G,A2,P1,HD Sh%,3,-0.122,0.012
600,G,A1,A2/GP,xG,0,0.082,0.011
601,G,A1,A2/GP,xG,1,0.082,0.011
602,G,A1,A2/GP,xG,2,0.082,0.011
603,G,A1,A2/GP,xG,3,0.082,0.011
3620,G,P,A1/GP,FOT,0,0.096,0.01
3621,G,P,A1/GP,FOT,1,0.096,0.01
3622,G,P,A1/GP,FOT,2,0.096,0.01
3623,G,P,A1/GP,FOT,3,0.096,0.01
80,G,A1,A2,LD Sh%,0,0.076,0.01
81,G,A1,A2,LD Sh%,1,0.076,0.01
82,G,A1,A2,LD Sh%,2,0.076,0.01
83,G,A1,A2,LD Sh%,3,0.076,0.01
2560,G,P1,G/GP,A2/GP,0,0.064,0.01
2561,G,P1,G/GP,A2/GP,1,0.064,0.01
2562,G,P1,G/GP,A2/GP,2,0.064,0.01
2563,G,P1,G/GP,A2/GP,3,0.064,0.01
1560,G,A2,G/GP,Sh/GP,0,-0.073,0.01
1561,G,A2,G/GP,Sh/GP,1,-0.073,0.01
1562,G,A2,G/GP,Sh/GP,2,-0.073,0.01
1563,G,A2,G/GP,Sh/GP,3,-0.073,0.01
2320,G,P1,P,A2/GP,0,-0.074,0.01
2321,G,P1,P,A2/GP,1,-0.074,0.01
2322,G,P1,P,A2/GP,2,-0.074,0.01
2323,G,P1,P,A2/GP,3,-0.074,0.01
40,G,A1,A2,xG,0,-0.089,0.01
41,G,A1,A2,xG,1,-0.089,0.01
42,G,A1,A2,xG,2,-0.089,0.01
43,G,A1,A2,xG,3,-0.089,0.01
2336,G,P1,P,xG,0,0.079,0.009
2337,G,P1,P,xG,1,0.079,0.009
2338,G,P1,P,xG,2,0.079,0.009
2339,G,P1,P,xG,3,0.079,0.009
3560,G,P,A1/GP,P1/GP,0,0.069,0.009
3561,G,P,A1/GP,P1/GP,1,0.069,0.009
3562,G,P,A1/GP,P1/GP,2,0.069,0.009
3563,G,P,A1/GP,P1/GP,3,0.069,0.009
372,G,A1,Sh%,P1/GP,0,0.063,0.009
373,G,A1,Sh%,P1/GP,1,0.063,0.009
374,G,A1,Sh%,P1/GP,2,0.063,0.009
375,G,A1,Sh%,P1/GP,3,0.063,0.009
1276,G,A2,P1,LD Sh%,0,0.055,0.009
1277,G,A2,P1,LD Sh%,1,0.055,0.009
1278,G,A2,P1,LD Sh%,2,0.055,0.009
1279,G,A2,P1,LD Sh%,3,0.055,0.009
832,G,A1,Sh/GP,FOW%,0,0.104,0.008
833,G,A1,Sh/GP,FOW%,1,0.104,0.008
834,G,A1,Sh/GP,FOW%,2,0.104,0.008
835,G,A1,Sh/GP,FOW%,3,0.104,0.008
1640,G,A2,A1/GP,xG/GP,0,0.065,0.008
1641,G,A2,A1/GP,xG/GP,1,0.065,0.008
1642,G,A2,A1/GP,xG/GP,2,0.065,0.008
1643,G,A2,A1/GP,xG/GP,3,0.065,0.008
176,G,A1,P1,FOW,0,0.06,0.008
177,G,A1,P1,FOW,1,0.06,0.008
178,G,A1,P1,FOW,2,0.06,0.008
179,G,A1,P1,FOW,3,0.06,0.008
188,G,A1,P,Sh,0,-0.075,0.008
189,G,A1,P,Sh,1,-0.075,0.008
190,G,A1,P,Sh,2,-0.075,0.008
191,G,A1,P,Sh,3,-0.075,0.008
56,G,A1,A2,HD Sh%,0,-0.055,0.007
57,G,A1,A2,HD Sh%,1,-0.055,0.007
58,G,A1,A2,HD Sh%,2,-0.055,0.007
59,G,A1,A2,HD Sh%,3,-0.055,0.007
28,G,A1,A2,P1/GP,0,0.06,0.006
29,G,A1,A2,P1/GP,1,0.06,0.006
30,G,A1,A2,P1/GP,2,0.06,0.006
31,G,A1,A2,P1/GP,3,0.06,0.006
384,G,A1,Sh%,xG,0,0.046,0.006
385,G,A1,Sh%,xG,1,0.046,0.006
386,G,A1,Sh%,xG,2,0.046,0.006
387,G,A1,Sh%,xG,3,0.046,0.006
2056,G,A2,HD G,MD Sh%,0,-0.038,0.006
2057,G,A2,HD G,MD Sh%,1,-0.038,0.006
2058,G,A2,HD G,MD Sh%,2,-0.038,0.006
2059,G,A2,HD G,MD Sh%,3,-0.038,0.006
2096,G,A2,HD Sh,MD Sh%,0,-0.038,0.006
2097,G,A2,HD Sh,MD Sh%,1,-0.038,0.006
2098,G,A2,HD Sh,MD Sh%,2,-0.038,0.006
2099,G,A2,HD Sh,MD Sh%,3,-0.038,0.006
2164,G,A2,MD G,MD Sh%,0,-0.038,0.006
2165,G,A2,MD G,MD Sh%,1,-0.038,0.006
2166,G,A2,MD G,MD Sh%,2,-0.038,0.006
2167,G,A2,MD G,MD Sh%,3,-0.038,0.006
2192,G,A2,MD Sh,MD Sh%,0,-0.038,0.006
2193,G,A2,MD Sh,MD Sh%,1,-0.038,0.006
2194,G,A2,MD Sh,MD Sh%,2,-0.038,0.006
2195,G,A2,MD Sh,MD Sh%,3,-0.038,0.006
2220,G,A2,MD Sh%,LD G,0,-0.038,0.006
2221,G,A2,MD Sh%,LD G,1,-0.038,0.006
2222,G,A2,MD Sh%,LD G,2,-0.038,0.006
2223,G,A2,MD Sh%,LD G,3,-0.038,0.006
2224,G,A2,MD Sh%,LD Sh,0,-0.038,0.006
2225,G,A2,MD Sh%,LD Sh,1,-0.038,0.006
2226,G,A2,MD Sh%,LD Sh,2,-0.038,0.006
2227,G,A2,MD Sh%,LD Sh,3,-0.038,0.006
368,G,A1,Sh%,A2/GP,0,-0.045,0.006
369,G,A1,Sh%,A2/GP,1,-0.045,0.006
370,G,A1,Sh%,A2/GP,2,-0.045,0.006
371,G,A1,Sh%,A2/GP,3,-0.045,0.006
1976,G,A2,xG,LD Sh%,0,-0.057,0.006
1977,G,A2,xG,LD Sh%,1,-0.057,0.006
1978,G,A2,xG,LD Sh%,2,-0.057,0.006
1979,G,A2,xG,LD Sh%,3,-0.057,0.006
2080,G,A2,HD G,FOW%,0,0.079,0.005
2081,G,A2,HD G,FOW%,1,0.079,0.005
2082,G,A2,HD G,FOW%,2,0.079,0.005
2083,G,A2,HD G,FOW%,3,0.079,0.005
2120,G,A2,HD Sh,FOW%,0,0.079,0.005
2121,G,A2,HD Sh,FOW%,1,0.079,0.005
2122,G,A2,HD Sh,FOW%,2,0.079,0.005
2123,G,A2,HD Sh,FOW%,3,0.079,0.005
2188,G,A2,MD G,FOW%,0,0.079,0.005
2189,G,A2,MD G,FOW%,1,0.079,0.005
2190,G,A2,MD G,FOW%,2,0.079,0.005
2191,G,A2,MD G,FOW%,3,0.079,0.005
2216,G,A2,MD Sh,FOW%,0,0.079,0.005
2217,G,A2,MD Sh,FOW%,1,0.079,0.005
2218,G,A2,MD Sh,FOW%,2,0.079,0.005
2219,G,A2,MD Sh,FOW%,3,0.079,0.005
2260,G,A2,LD G,FOW%,0,0.079,0.005
2261,G,A2,LD G,FOW%,1,0.079,0.005
2262,G,A2,LD G,FOW%,2,0.079,0.005
2263,G,A2,LD G,FOW%,3,0.079,0.005
2276,G,A2,LD Sh,FOW%,0,0.079,0.005
2277,G,A2,LD Sh,FOW%,1,0.079,0.005
2278,G,A2,LD Sh,FOW%,2,0.079,0.005
2279,G,A2,LD Sh,FOW%,3,0.079,0.005
16,G,A1,A2,G/GP,0,0.06,0.005
17,G,A1,A2,G/GP,1,0.06,0.005
18,G,A1,A2,G/GP,2,0.06,0.005
